attention_contribution_ratio,attention_entropy,depth,effective_support,example_id,ffn_magnitude_ratio,layer_id,post_attention_cosine,post_attention_displacement,restricted_context_dependence,restricted_context_window,seed,theoretical_receptive_field,window
0.4279719591140747,1.350297451019287,4,3.8585731983184814,chain-100003-d4,0.49004441499710083,0,0.9159810543060303,0.08401894569396973,5.960464477539063e-08,16,17,16,w16
0.30518612265586853,1.3531904220581055,4,3.8697519302368164,chain-100003-d4,0.27312740683555603,1,0.9604403972625732,0.03955960273742676,0.0015474557876586914,16,17,31,w16
0.49714726209640503,1.0871844291687012,4,2.965911388397217,chain-100003-d4,0.19362622499465942,2,0.8907356262207031,0.10926437377929688,0.052709758281707764,16,17,46,w16
0.3833758234977722,0.7894114255905151,4,2.2021000385284424,chain-100003-d4,0.09797258675098419,3,0.936164915561676,0.06383508443832397,0.10203301906585693,16,17,58,w16
0.34113532304763794,0.5020036697387695,4,1.6520280838012695,chain-100003-d4,0.09700923413038254,4,0.9500173926353455,0.04998260736465454,0.2816811800003052,16,17,58,w16
0.36521288752555847,0.42695125937461853,4,1.5325779914855957,chain-100003-d4,0.10247848182916641,5,0.9416666030883789,0.058333396911621094,0.49948275089263916,16,17,58,w16
0.37108078598976135,1.7524055242538452,8,5.768462657928467,chain-204732-d8,0.5125163793563843,0,0.9377902746200562,0.06220972537994385,0.0,16,17,16,w16
0.3330187499523163,1.5843992233276367,8,4.876360893249512,chain-204732-d8,0.3347673714160919,1,0.9446653127670288,0.05533468723297119,0.016867637634277344,16,17,31,w16
0.32811596989631653,1.2169430255889893,8,3.3768489360809326,chain-204732-d8,0.2303762137889862,2,0.9553529024124146,0.04464709758758545,0.07319188117980957,16,17,46,w16
0.4463546574115753,0.6879605054855347,8,1.9896533489227295,chain-204732-d8,0.10649978369474411,3,0.9185166358947754,0.08148336410522461,0.19955778121948242,16,17,61,w16
0.4154624044895172,0.4305430054664612,8,1.5380926132202148,chain-204732-d8,0.07495474815368652,4,0.9248517155647278,0.07514828443527222,0.3373410701751709,16,17,76,w16
0.3781047463417053,0.4936235845088959,8,1.6382418870925903,chain-204732-d8,0.07932259142398834,5,0.9393067359924316,0.06069326400756836,0.4667717218399048,16,17,91,w16
0.2706432342529297,1.765647292137146,8,5.8453545570373535,chain-309461-d8,0.5109178423881531,0,0.9681724309921265,0.031827569007873535,1.1920928955078125e-07,16,17,16,w16
0.4084709882736206,1.1817498207092285,8,3.260073661804199,chain-309461-d8,0.28703123331069946,1,0.9333438873291016,0.06665611267089844,0.014353513717651367,16,17,31,w16
0.5884078145027161,0.42883503437042236,8,1.5354677438735962,chain-309461-d8,0.14499948918819427,2,0.8679982423782349,0.13200175762176514,0.029204249382019043,16,17,46,w16
0.29211360216140747,0.9172725677490234,8,2.502455949783325,chain-309461-d8,0.08097739517688751,3,0.9723105430603027,0.027689456939697266,0.09207910299301147,16,17,61,w16
0.351498007774353,0.24349042773246765,8,1.2756941318511963,chain-309461-d8,0.08658277243375778,4,0.9442710876464844,0.055728912353515625,0.24202656745910645,16,17,76,w16
