complete_path_recovery,condition,correct,depth,examples,first_hop_hit,latency_seconds,layer_token_kv_states,materialization,materialized_native_kv_tokens,mean_active_memory_fraction,mean_final_token_memory_attention_mass,mean_intervention_state_displacement,mean_memory_to_local_output_norm_ratio,mean_pra_output_divergence_ratio,ordered_prefix_recovery,reference_recall,replay_count,seed,selected_reference_count,window
0.8571428571428571,spacing_1,0.2857142857142857,1,7,0.8571428571428571,0.047345642848605554,29.285714285714285,selected_chunks,29.285714285714285,0.4880952380952381,0.6351469655831655,0.14559863294873918,0.0,1.0266771814885562,0.14285714285714285,0.8571428571428571,0.0,17,5.857142857142857,global
0.4444444444444444,spacing_1,0.0,2,9,0.4444444444444444,0.04816592220837871,30.0,selected_chunks,30.0,0.45454545454545453,0.6509724286971269,0.1418454620573256,0.0,1.107404559735743,0.05555555555555555,0.6111111111111112,0.0,17,6.0,global
0.0,spacing_1,0.0,3,4,0.25,0.050418749975506216,30.0,selected_chunks,30.0,0.4166666666666667,0.6296459746857485,0.15282114148139953,0.0,0.9842312609589698,0.0,0.5833333333333333,0.0,17,6.0,global
0.0,spacing_1,0.0,4,3,0.6666666666666666,0.05575083331981053,30.0,selected_chunks,30.0,0.38461538461538464,0.5577652470933067,0.15966976483662923,0.0,0.9267152483025779,0.0,0.4166666666666667,0.0,17,6.0,global
0.0,spacing_1,0.0,8,9,0.4444444444444444,0.05141870000968791,30.0,selected_chunks,30.0,0.29411764705882354,0.5076195801849718,0.14066613382763332,0.0,0.8236238815792878,0.027777777777777776,0.4027777777777778,0.0,17,6.0,global
0.7142857142857143,spacing_2,0.2857142857142857,1,7,0.7142857142857143,0.031056185735256543,15.0,selected_chunks,15.0,0.5,0.7019372951416744,0.41086126225335257,0.0,1.2562649580210183,0.14285714285714285,0.7142857142857143,0.0,17,3.0,global
0.0,spacing_2,0.0,2,9,0.1111111111111111,0.030670111106398206,15.0,selected_chunks,15.0,0.45454545454545453,0.7044797639052073,0.40609607762760586,0.0,1.4364637230953725,0.05555555555555555,0.2777777777777778,0.0,17,3.0,global
0.0,spacing_2,0.0,3,4,0.0,0.03202702500857413,15.0,selected_chunks,15.0,0.4166666666666667,0.6234562347332636,0.4269861802458763,0.0,1.1745905490739148,0.0,0.25,0.0,17,3.0,global
0.0,spacing_2,0.0,4,3,0.6666666666666666,0.036350499955005944,15.0,selected_chunks,15.0,0.38461538461538464,0.500951886177063,0.38766757647196454,0.0,0.8757763595561113,0.0,0.3333333333333333,0.0,17,3.0,global
0.0,spacing_2,0.1111111111111111,8,9,0.4444444444444444,0.0310461000384142,15.0,selected_chunks,15.0,0.29411764705882354,0.49293147082682004,0.4047046701113383,0.0,1.036178256276602,0.027777777777777776,0.20833333333333334,0.0,17,3.0,global
0.42857142857142855,spacing_4,0.2857142857142857,1,7,0.42857142857142855,0.02561898571106472,10.0,selected_chunks,10.0,0.5,0.6508543704237256,0.9002768312181745,0.0,1.226229653148032,0.14285714285714285,0.42857142857142855,0.0,17,2.0,global
0.0,spacing_4,0.1111111111111111,2,9,0.1111111111111111,0.024412133342896897,10.0,selected_chunks,10.0,0.45454545454545453,0.6467722372876273,0.8633292317390442,0.0,1.2345389536147968,0.05555555555555555,0.2222222222222222,0.0,17,2.0,global
0.0,spacing_4,0.0,3,4,0.0,0.025461249984800816,10.0,selected_chunks,10.0,0.4166666666666667,0.5333751682192087,0.9068564772605896,0.0,1.0339275983353673,0.0,0.08333333333333333,0.0,17,2.0,global
0.0,spacing_4,0.0,4,3,0.0,0.026525499997660518,10.0,selected_chunks,10.0,0.38461538461538464,0.48721786836783093,0.8522279461224874,0.0,0.9810974598392205,0.0,0.08333333333333333,0.0,17,2.0,global
