answer_contained,condition,constrained_polarity,dataset,decoded_polarity,decoded_token_count,em,eos_emitted,error_class,example_id,f1,finish_reason,format_correct,gate_alpha,generated_text,generated_token_count,generation_seconds,gold_first_token_margin,gold_first_token_probability,gold_first_token_rank,gold_mean_token_logprob,gold_polarity_margin,gold_sequence_logprob,hit_max_new_tokens,hotpot_relation_distance,max_new_tokens,no_logprob,old_8_token_text,polarity_correct,question,rationale_consistent,reference_answer,routing_selected_entropy,routing_selected_fraction,routing_selected_score_mean,routing_top1_score,routing_top1_top2_margin,seed,terminal_punctuation,variant,yes_logprob,yes_minus_no_logprob,checkpoint_bytes
False,native_no_context,no,hotpotqa,,14,0.0,True,no_behavioral_displacement,5a84c4bb5542991dd0999dec,0.0,eos,,1.0,The question is unclear. Please provide more context or clarify the question.,15,3.719653800013475,-6.234375,0.0016853422857820988,15,-5.713895320892334,,-22.855581283569336,False,2,32,-4.210424900054932,The question is unclear. Please provide more,,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,,John Charles Cutler,1.098478078842163,0.06382978723404255,0.49867520729700726,0.5169963240623474,0.015147268772125244,,True,context_baseline,-9.967829704284668,-5.757404804229736,
True,native_direct_evidence,no,hotpotqa,,5,1.0,True,correct_semantically_equivalent,5a84c4bb5542991dd0999dec,1.0,eos,,1.0,John Charles Cutler.,6,0.7918182999710552,0.25,0.5602019429206848,1,-0.14490123093128204,,-0.5796049237251282,False,0,32,-11.751638412475586,John Charles Cutler.,,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,,John Charles Cutler,1.098478078842163,0.06382978723404255,0.49867520729700726,0.5169963240623474,0.015147268772125244,,True,context_baseline,-12.565376281738281,-0.8137378692626953,
True,native_full_context,no,hotpotqa,,5,1.0,True,correct_semantically_equivalent,5a84c4bb5542991dd0999dec,1.0,eos,,1.0,John Charles Cutler.,6,4.506903999950737,2.5,0.9206113815307617,1,-0.09070862084627151,,-0.36283448338508606,False,0,32,-9.190323829650879,John Charles Cutler.,,Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,,John Charles Cutler,1.098478078842163,0.06382978723404255,0.49867520729700726,0.5169963240623474,0.015147268772125244,,True,context_baseline,-13.917068481445312,-4.726744651794434,
False,native_no_context,yes,hotpotqa,,32,0.0,False,no_behavioral_displacement,5abbd4035542993f40c73bcb,0.07692307692307693,length,,1.0,"The song ""Show 'Em (What You're Made Of)"" is written by American singer/songwriter **Morgan Freeman**. He was inducted into",32,2.8519356000469998,-11.625,7.170913249865407e-06,284,-3.8171777725219727,,-22.903066635131836,True,1,32,-10.4842529296875,"The song ""Show 'Em (What",,"""Show 'Em (What You're Made Of)"" is a song written by a group of people including an American singer/songwriter who was inducted into what on April 10, 2015?",,Kentucky Music Hall of Fame,1.0958874225616455,0.06,0.24732286731402078,0.3448353409767151,0.1159849762916565,,False,context_baseline,-9.942686080932617,0.5415668487548828,
False,native_direct_evidence,yes,hotpotqa,,32,0.0,False,generation_truncation,5abbd4035542993f40c73bcb,0.07142857142857142,length,,1.0,"The song ""Show 'Em (What You're Made Of)"" was written by Morgan Taylor Reid, Mika Guillory, and Backstreet Boys members AJ Mc",32,3.0516863000229932,-10.1171875,2.4626067897770554e-05,84,-1.768843412399292,,-10.613059997558594,True,1,32,-11.210180282592773,"The song ""Show 'Em (What",,"""Show 'Em (What You're Made Of)"" is a song written by a group of people including an American singer/songwriter who was inducted into what on April 10, 2015?",,Kentucky Music Hall of Fame,1.0958874225616455,0.06,0.24732286731402078,0.3448353409767151,0.1159849762916565,,False,context_baseline,-9.646446228027344,1.5637340545654297,
True,native_full_context,yes,hotpotqa,,32,0.0,False,correct_semantically_equivalent,5abbd4035542993f40c73bcb,0.3571428571428571,length,,1.0,"The American singer/songwriter in question is Kevin Richardson, who was inducted into the Kentucky Music Hall of Fame on April 10, 20",32,8.173776400042698,-10.734375,1.2826483725802973e-05,110,-1.8773903846740723,,-11.264342308044434,True,0,32,-12.492931365966797,The American singer/songwriter in question,,"""Show 'Em (What You're Made Of)"" is a song written by a group of people including an American singer/songwriter who was inducted into what on April 10, 2015?",,Kentucky Music Hall of Fame,1.0958874225616455,0.06,0.24732286731402078,0.3448353409767151,0.1159849762916565,,False,context_baseline,-12.26685905456543,0.2260723114013672,
False,native_no_context,no,hotpotqa,,13,0.0,True,no_behavioral_displacement,5ae6143f5542996de7b71b2d,0.0,eos,,1.0,Lela Rochon based on a John Grisham novel.,14,1.3052630999591202,-1.109375,0.24514466524124146,2,-14.931702613830566,,-29.863405227661133,False,1,32,-9.76147747039795,Lela Rochon based on a John,,What film did Lela Rochon based on a John Grisham novel?,,The Chamber,1.0971629619598389,0.05454545454545454,0.07869623973965645,0.15329347550868988,0.10286509618163109,,True,context_baseline,-14.131479263305664,-4.370001792907715,
True,native_direct_evidence,no,hotpotqa,,16,0.0,True,correct_semantically_equivalent,5ae6143f5542996de7b71b2d,0.4444444444444445,eos,,1.0,"Lela Rochon starred in ""The Chamber"" (1996).",17,1.6459200999815948,-0.703125,0.32850492000579834,2,-1.9127991199493408,,-3.8255982398986816,False,0,32,-11.68814754486084,"Lela Rochon starred in ""The",,What film did Lela Rochon based on a John Grisham novel?,,The Chamber,1.0971629619598389,0.05454545454545454,0.07869623973965645,0.15329347550868988,0.10286509618163109,,True,context_baseline,-14.745451927185059,-3.0573043823242188,
False,native_full_context,no,hotpotqa,,25,0.0,True,relation_near_miss,5ae6143f5542996de7b71b2d,0.125,eos,,1.0,"Lela Rochon based on a John Grisham novel is the film **""Waiting to Exhale""**.",26,8.210605200030841,-0.234375,0.43832579255104065,2,-8.783697128295898,,-17.567394256591797,False,1,32,-12.026620864868164,Lela Rochon based on a John,,What film did Lela Rochon based on a John Grisham novel?,,The Chamber,1.0971629619598389,0.05454545454545454,0.07869623973965645,0.15329347550868988,0.10286509618163109,,True,context_baseline,-14.418100357055664,-2.3914794921875,
False,native_no_context,no,hotpotqa,,21,0.0,True,no_behavioral_displacement,5a7e513a5542994959419996,0.16666666666666669,eos,,1.0,The other school located in the same suburb as the Ghana Police College is the Ghana National School of Education.,22,2.1574574999976903,-1.109375,0.23829025030136108,2,-5.125256538391113,,-25.62628173828125,False,1,32,-5.213769912719727,The other school located in the same suburb,,what other school is located in the same suburb as the Ghana Police College?,,Ghana Technology University College,1.0985431671142578,0.10344827586206896,-0.052913310627142586,-0.03676479309797287,0.020942144095897675,,True,context_baseline,-10.534809112548828,-5.321039199829102,
True,native_direct_evidence,no,hotpotqa,,20,0.0,True,correct_semantically_equivalent,5a7e513a5542994959419996,0.34782608695652173,eos,,1.0,The other school located in the same suburb as the Ghana Police College is the Ghana Technology University College.,21,2.1082746000029147,-2.859375,0.05345306918025017,2,-1.2140476703643799,,-6.07023811340332,False,0,32,-7.047831058502197,The other school located in the same suburb,,what other school is located in the same suburb as the Ghana Police College?,,Ghana Technology University College,1.0985431671142578,0.10344827586206896,-0.052913310627142586,-0.03676479309797287,0.020942144095897675,,True,context_baseline,-11.597545623779297,-4.5497145652771,
True,native_full_context,no,hotpotqa,,20,0.0,True,correct_semantically_equivalent,5a7e513a5542994959419996,0.34782608695652173,eos,,1.0,The other school located in the same suburb as the Ghana Police College is the Ghana Technology University College.,21,3.928646100044716,-4.75,0.008087966591119766,4,-1.0135911703109741,,-5.06795597076416,False,0,32,-11.45632553100586,The other school located in the same suburb,,what other school is located in the same suburb as the Ghana Police College?,,Ghana Technology University College,1.0985431671142578,0.10344827586206896,-0.052913310627142586,-0.03676479309797287,0.020942144095897675,,True,context_baseline,-12.105107307434082,-0.6487817764282227,
