active_detail_bytes,answer_quality_publishable,answer_string_availability,candidate_count,completion_latency_ms,condition,document_recall_at_candidate_k,exact_match,examples,failure_counts,false_selected_document_fraction,gold_chunk_recall,ingestion_ms,itl_ms,itl_p50_ms,itl_p95_ms,kv_bytes,logical_candidate_tokens,materialization_avoidance,native_reuse,newly_materialized_tokens,official_multihop_rag_score,official_multihop_rag_score_ci95_high,official_multihop_rag_score_ci95_low,output_tokens_per_second,peak_memory_bytes,physical_context_tokens,prefill_ms,regime,requests_per_second,retained_detail_bytes,selected_native_kv_tokens,selector_profile,status,successful_examples,supporting_document_coverage,supporting_span_coverage,temporary_allocation_bytes,token_budget,token_f1,token_f1_ci95_high,token_f1_ci95_low,tokens_per_second,total_latency_ms,total_latency_ms_ci95_high,total_latency_ms_ci95_low,ttft_ms,ttft_ms_ci95_high,ttft_ms_ci95_low,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,visible_prompt_tokens,visible_reuse
0.0,True,0.56,20,390.7024015428033,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 7, ""STANDARD_RAG_PACKING_MISS"": 20}",0.7523333333333333,0.0447968878917811,2486.7748000996653,12.602912474333518,12.60464851586749,12.685553686253936,0.0,49519.92,0.9574685400666226,0.0,2029.28,0.5,0.64,0.36,57.19007499036665,3293256439.92,2024.6,2656.7757942387834,COLD,,0.0,0.0,standard_bm25,MEASURED,0,0.4,0.2583333333333333,,2048,0.08178582990024637,0.10348459551212409,0.06170620111518281,10.504610265152548,3047.4781957815867,3065.0300656619947,3031.5295533061726,2656.7757942387834,2674.3414396179433,2640.840642605239,2629.123624501517,2739.587441421463,2856.4926559809824,2108.3,0.0
0.0,True,0.56,20,391.156095857732,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 7, ""STANDARD_RAG_PACKING_MISS"": 20}",0.7523333333333333,0.0447968878917811,2479.550700818654,12.617585378691494,12.616758740830026,12.750057723268025,0.0,49519.92,0.9574685400666226,0.0,2029.28,0.5,0.64,0.36,58.29200974059167,3293066385.52,2024.6,2638.2203199365176,WARM,,0.0,0.0,standard_bm25,MEASURED,0,0.4,0.2583333333333333,,2048,0.08178582990024637,0.10348459551212409,0.06170620111518281,10.56639075379195,3029.3764157942496,3043.887198188255,3015.0669210556953,2638.2203199365176,2652.928522229049,2624.0108088708657,2645.460978994379,2700.100078637479,2760.771928470931,2108.3,0.0
0.0,True,0.7,20,396.22351413592696,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""STANDARD_RAG_PACKING_MISS"": 18}",0.6908095238095239,0.0474315034339216,2468.8926849828567,12.781050296635517,12.652498661472853,13.454963228545122,0.0,49519.92,0.9574368187582514,0.0,2030.6,0.44,0.58,0.3,56.37494327166953,3297339988.08,2025.32,2641.3507681689225,COLD,,0.0,0.0,strong_conventional_reranker,MEASURED,0,0.455,0.3133333333333333,,2048,0.08133716647798461,0.10237008832826064,0.06049735198440004,10.539956839655224,3037.5742823048495,3058.124662295362,3019.1306161544344,2641.3507681689225,2661.780943765829,2622.9696162407636,2630.0509164866526,2748.1505017523887,2903.791458747582,2109.62,0.0
0.0,True,0.7,20,391.3310208590701,NO_PRA_STANDARD_RAG,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""STANDARD_RAG_PACKING_MISS"": 18}",0.6908095238095239,0.0474315034339216,2493.8962391158566,12.623223360560294,12.628944903319221,12.751711697895981,0.0,49519.92,0.9574368187582514,0.0,2030.6,0.44,0.58,0.3,57.96682195449707,3297220057.2,2025.32,2655.4177482775412,WARM,,0.0,0.0,strong_conventional_reranker,MEASURED,0,0.455,0.3133333333333333,,2048,0.08133716647798461,0.10237008832826064,0.06049735198440004,10.51017153122684,3046.7487691366114,3069.8206642131554,3025.8886115413334,2655.4177482775412,2678.324930311588,2634.5044041011424,2647.6128955255263,2852.3838794702897,2917.727833467652,2109.62,0.0
,True,,20,,PRA_NATIVE_MEMORY_BUNDLE,,,50,"{""None"": 50}",,,,,,,,,,,,,,,,,,,COLD,,,,bundle_exact_qualified,NO_QUALIFIED_ADAPTER,0,,,,2048,,,,,,,,,,,,,,,
,True,,20,,PRA_NATIVE_MEMORY_BUNDLE,,,50,"{""None"": 50}",,,,,,,,,,,,,,,,,,,WARM,,,,bundle_exact_qualified,NO_QUALIFIED_ADAPTER,0,,,,2048,,,,,,,,,,,,,,,
298728161.28,True,0.64,20,472.8095707204193,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.7508095238095238,0.04843832499900036,2475.707942523295,15.25150440531903,15.249904565280303,15.411280242504642,298728161.28,49519.92,0.9575367269444467,0.0,2025.88,0.44,0.58,0.3,49.705392456414685,3293312800.88,2021.06,2647.812112583779,COLD,,298728161.28,2025.88,pra_generic,MEASURED,0,0.4683333333333334,0.25,,2048,0.07130872341548583,0.09249205985306469,0.05064335752687011,10.256660944897579,3120.621683304198,3132.877888474788,3107.349384594505,2647.812112583779,2660.2440611795173,2634.7670821055945,2648.6921875330154,2700.6911007192684,2747.45202490245,79.02,0.0
298728161.28,True,0.64,20,472.0150517451111,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.7508095238095238,0.04843832499900036,0.05745085654780269,15.22583742126552,15.239477161348105,15.4300805659131,298728161.28,49519.92,0.9575367269444467,1.0,0.0,0.44,0.58,0.3,50.21778831834905,2960086014.88,2021.06,166.0205107741058,WARM,,298728161.28,2025.88,pra_generic,MEASURED,0,0.4683333333333334,0.25,,2048,0.07130872341548583,0.09249205985306469,0.05064335752687011,50.21322972822568,638.0355625192169,643.8889117123035,632.012449158763,166.0205107741058,171.67207908380078,160.4198741123546,167.01691650087014,210.87674305017572,212.85932220285758,79.02,0.0
299424153.6,True,0.7,20,471.84194752248004,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.6908095238095239,0.0474315034339216,2490.4442241147626,15.220257664557487,15.211444903886125,15.363525347070649,299424153.6,49519.92,0.9574368187582514,0.0,2030.6,0.44,0.58,0.3,49.730780443580876,3297220057.2,2025.32,2663.080960693769,COLD,,299424153.6,2030.6,pra_strong_reranker,MEASURED,0,0.455,0.3133333333333333,,2048,0.08133716647798461,0.10237008832826064,0.06049735198440004,10.212168237131394,3134.922908216249,3154.322771935258,3117.3624722436653,2663.080960693769,2682.3452460824337,2645.589220896014,2667.1371044649277,2776.422281388659,2868.073642756208,79.02,0.0
299424153.6,True,0.7,20,472.4079374782741,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.675,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 23, ""GENERATION_FAILURE"": 9, ""PRA_DISTRACTOR_SELECTION"": 14, ""PRA_SELECTOR_MISS"": 4}",0.6908095238095239,0.0474315034339216,0.0544749794062227,15.23852558832826,15.243233871578628,15.484383861410372,299424153.6,49519.92,0.9574368187582514,1.0,0.0,0.44,0.58,0.3,50.16470492853131,2960949778.32,2025.32,166.34849919821136,WARM,,299424153.6,2030.6,pra_strong_reranker,MEASURED,0,0.455,0.3133333333333333,,2048,0.08133716647798461,0.10237008832826064,0.06049735198440004,50.16044597969367,638.7564366764855,645.0585619771446,632.3166115325876,166.34849919821136,172.52012398498482,160.08882517856546,167.34283350524493,211.37675014906563,213.34110322815832,79.02,0.0
