git_sha,dataset,model_tier,seed,tokenizer_fingerprint,stage,setting,example_id,split_count,encoding_block_references,encoding_context_tokens,routing_chunk_tokens,materialization_budget,k_storage_mode,position_policy,requested_distance,original_logical_distance,effective_distance,distance_over_training_context,distance_over_model_operation_limit,oracle_mode,loss,token_accuracy,sa_full_loss,sa_tail_loss,rcb,retrieval_key_rmse_vs_exact,memory_attention_mass,memory_last_query_attention_mass,memory_attention_entropy,memory_attention_max_weight,retrieval_logit_rmse_vs_exact,retrieval_attention_l1_vs_exact,retrieval_top_token_agreement_vs_exact,recall_at_k,routing_mrr,retrieved_physical_kv_tokens,maximum_native_operation,model_operation_limit,native_limit_violations
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ade84d7554299728e26c72b,5,1,36,28.0,160,pre_position_deferred,local,,88.0,1.0,0.00390625,0.00390625,native_oracle,0.31821587681770325,1.0,0.055014015485843025,1.6583466678857803,0.8358407652099591,0.7948805391788483,0.8589479923248291,0.764531284570694,3.264920234680176,0.926146924495697,4.581587433815002,1.089820384979248,0.25,1.0,1.0,28.0,36,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ac39df8554299741d48a2b6,5,1,34,19.0,160,pre_position_deferred,local,,98.0,1.0,0.00390625,0.00390625,native_oracle,0.0570480115711689,1.0,0.055014015485843025,1.6583466678857803,0.9987313948342028,0.820644199848175,0.8053240180015564,0.6864714622497559,2.9875683784484863,0.6016286015510559,5.03762686252594,1.0511082410812378,0.375,1.0,1.0,19.0,34,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5adfa12c554299025d62a301,5,1,106,98.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,0.0597371980547905,1.0,0.055014015485843025,1.6583466678857803,0.9970541468347959,0.5769836753606796,0.9515034556388855,0.9068207442760468,4.45254921913147,0.5475191473960876,2.740712195634842,1.0292360112071037,0.40625,1.0,1.0,98.0,106,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ab54056554299488d4d9923,5,1,121,113.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,1.0697401762008667,0.0,0.055014015485843025,1.6583466678857803,0.3671143918910789,0.5974990278482437,0.9579989016056061,0.9162358939647675,4.587999105453491,0.5642067790031433,2.8980890810489655,0.9840982295572758,0.3125,1.0,0.5,113.0,121,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ab66e1355429954757d32b2,5,1,112,104.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,2.549065113067627,0.0,0.055014015485843025,1.6583466678857803,-0.5555418857394196,0.6032253466546535,0.9535317420959473,0.9045951664447784,4.5306432247161865,0.2317938208580017,3.178093135356903,1.0651246011257172,0.25,1.0,0.5,104.0,112,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ae39fb85542990afbd1e197,5,1,97,89.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,0.06274133175611496,1.0,0.055014015485843025,1.6583466678857803,0.9951804659758501,0.5574579574167728,0.9464271664619446,0.891066700220108,4.385776042938232,0.2665378451347351,2.708030730485916,0.9214355945587158,0.3125,1.0,1.0,89.0,97,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5a80d1ce554299260e20a178,5,1,106,98.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,0.05644497647881508,1.0,0.055014015485843025,1.6583466678857803,0.9991075083571521,0.6135648675262928,0.9519371688365936,0.9092987179756165,4.425547361373901,0.7387557029724121,2.6486267149448395,0.9391361400485039,0.375,1.0,0.625,98.0,106,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ae34a225542992e3233c370,5,1,118,110.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,0.06116829439997673,1.0,0.055014015485843025,1.6583466678857803,0.9961615707726517,0.6476842984557152,0.9572072625160217,0.9173097312450409,4.58059024810791,0.3567977845668793,2.5615518987178802,0.8968629240989685,0.5,1.0,0.75,110.0,118,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ab7af9d5542993667793fe9,5,1,107,99.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,0.061515070497989655,1.0,0.055014015485843025,1.6583466678857803,0.9959452862121808,0.5942987576127052,0.950597882270813,0.9010644853115082,4.4726643562316895,0.44189807772636414,2.560226157307625,0.9722642153501511,0.25,1.0,0.75,99.0,107,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5a80e47d55429938b6142238,5,1,109,101.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,1.7923814058303833,0.0,0.055014015485843025,1.6583466678857803,-0.08359758515737455,0.5850128456950188,0.9522655606269836,0.9037614166736603,4.4956841468811035,0.4239819347858429,2.956163063645363,0.9755553752183914,0.3125,1.0,1.0,101.0,109,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5adea62e55429975fa854f3b,5,1,113,105.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,0.3706294596195221,1.0,0.055014015485843025,1.6583466678857803,0.8031503670425146,0.5491193793714046,0.9540656507015228,0.9085574150085449,4.479080438613892,0.7801888585090637,2.7178137749433517,0.9105262234807014,0.40625,1.0,1.0,105.0,113,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5abb14d85542996cc5e49f92,5,1,108,100.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,2.2080180644989014,0.0,0.055014015485843025,1.6583466678857803,-0.34283053849764067,0.5936663672327995,0.9509176015853882,0.8954405784606934,4.488972187042236,0.29744768142700195,2.9266398698091507,1.0203073844313622,0.3125,1.0,1.0,100.0,108,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ade84d7554299728e26c72b,5,1,116,108.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,0.8332394361495972,0.0,0.055014015485843025,1.6583466678857803,0.514620113612186,0.5941538251936436,0.9552571773529053,0.9079739451408386,4.540209531784058,0.6482085585594177,2.731114089488983,1.0331612676382065,0.375,1.0,1.0,108.0,116,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ac39df8554299741d48a2b6,5,1,117,109.0,160,pre_position_deferred,local,,8.0,1.0,0.00390625,0.00390625,native_all,0.06668850779533386,1.0,0.055014015485843025,1.6583466678857803,0.9927186087727858,0.5695268586277962,0.9551846385002136,0.9078806638717651,4.574824333190918,0.2526697516441345,2.8935295790433884,1.02310960739851,0.375,1.0,1.0,109.0,117,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5adfa12c554299025d62a301,5,1,32,24.0,160,pre_position_deferred,exact,,82.0,82.0,0.3203125,0.3203125,native_oracle,0.05920780450105667,1.0,0.055014015485843025,1.6583466678857803,0.9973843300646711,0.0,0.8454455435276031,0.7619161605834961,3.0690613985061646,0.9979743361473083,0.0,0.0,1.0,1.0,1.0,24.0,32,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ab54056554299488d4d9923,5,1,35,27.0,160,pre_position_deferred,exact,,94.0,94.0,0.3671875,0.3671875,native_oracle,0.05347630754113197,1.0,0.055014015485843025,1.6583466678857803,1.0009590698115012,0.0,0.8640224933624268,0.7998166978359222,3.1019469499588013,0.9998546838760376,0.0,0.0,1.0,1.0,1.0,27.0,35,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ab66e1355429954757d32b2,5,1,37,18.0,160,pre_position_deferred,exact,,94.0,94.0,0.3671875,0.3671875,native_oracle,0.05319489538669586,1.0,0.055014015485843025,1.6583466678857803,1.0011345868222818,0.0,0.8112884163856506,0.7451322376728058,2.7702651023864746,0.9999277591705322,0.0,0.0,1.0,1.0,1.0,18.0,37,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ae39fb85542990afbd1e197,5,1,29,18.0,160,pre_position_deferred,exact,,79.0,79.0,0.30859375,0.30859375,native_oracle,0.0578596331179142,1.0,0.055014015485843025,1.6583466678857803,0.9982251857543025,0.0,0.8122640550136566,0.7360585927963257,2.860745429992676,0.9971746206283569,0.0,0.0,1.0,1.0,1.0,18.0,29,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5a80d1ce554299260e20a178,5,1,36,28.0,160,pre_position_deferred,exact,,78.0,78.0,0.3046875,0.3046875,native_oracle,0.060640666633844376,1.0,0.055014015485843025,1.6583466678857803,0.9964906526792309,0.0,0.862190455198288,0.7887170612812042,3.2013381719589233,0.9994207620620728,0.0,0.0,1.0,1.0,1.0,28.0,36,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ae34a225542992e3233c370,5,1,43,21.0,160,pre_position_deferred,exact,,97.0,97.0,0.37890625,0.37890625,native_oracle,0.06338668614625931,1.0,0.055014015485843025,1.6583466678857803,0.9947779578692645,0.0,0.8299105167388916,0.7514457702636719,2.9517970085144043,0.9994993209838867,0.0,0.0,1.0,1.0,1.0,21.0,43,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ab7af9d5542993667793fe9,5,1,36,23.0,160,pre_position_deferred,exact,,84.0,84.0,0.328125,0.328125,native_oracle,0.06318772584199905,1.0,0.055014015485843025,1.6583466678857803,0.9949020495878249,0.0,0.8351369798183441,0.7475341260433197,3.0319958925247192,0.9985013008117676,0.0,0.0,1.0,1.0,1.0,23.0,36,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5a80e47d55429938b6142238,5,1,32,24.0,160,pre_position_deferred,exact,,85.0,85.0,0.33203125,0.33203125,native_oracle,0.05385524407029152,1.0,0.055014015485843025,1.6583466678857803,1.0007227267615468,0.0,0.849558025598526,0.7871160209178925,3.0072978734970093,0.9999148845672607,0.0,0.0,1.0,1.0,1.0,24.0,32,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5adea62e55429975fa854f3b,5,1,40,32.0,160,pre_position_deferred,exact,,81.0,81.0,0.31640625,0.31640625,native_oracle,0.052582401782274246,1.0,0.055014015485843025,1.6583466678857803,1.0015165996276125,0.0,0.8794898390769958,0.8166845738887787,3.2510584592819214,0.9998152852058411,0.0,0.0,1.0,1.0,1.0,32.0,40,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5abb14d85542996cc5e49f92,5,1,29,21.0,160,pre_position_deferred,exact,,87.0,87.0,0.33984375,0.33984375,native_oracle,0.053691666573286057,1.0,0.055014015485843025,1.6583466678857803,1.0008247501917817,0.0,0.8372626602649689,0.7759637832641602,2.895665168762207,0.9998785257339478,0.0,0.0,1.0,1.0,1.0,21.0,29,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ade84d7554299728e26c72b,5,1,36,28.0,160,pre_position_deferred,exact,,88.0,88.0,0.34375,0.34375,native_oracle,0.054870568215847015,1.0,0.055014015485843025,1.6583466678857803,1.0000894681897616,0.0,0.8678003549575806,0.8063704669475555,3.1341525316238403,0.9999364614486694,0.0,0.0,1.0,1.0,1.0,28.0,36,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ac39df8554299741d48a2b6,5,1,34,19.0,160,pre_position_deferred,exact,,98.0,98.0,0.3828125,0.3828125,native_oracle,0.059785597026348114,1.0,0.055014015485843025,1.6583466678857803,0.9970239603532287,0.0,0.8177455961704254,0.7365284562110901,2.8711456060409546,0.9926099181175232,0.0,0.0,1.0,1.0,1.0,19.0,34,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5adfa12c554299025d62a301,5,1,106,98.0,160,pre_position_deferred,exact,,8.0,8.0,0.03125,0.03125,native_all,0.05659053102135658,1.0,0.055014015485843025,1.6583466678857803,0.9990167258596313,0.0,0.9525442719459534,0.9117150902748108,4.336649179458618,0.9947919249534607,0.0,0.0,1.0,1.0,1.0,98.0,106,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ab54056554299488d4d9923,5,1,121,113.0,160,pre_position_deferred,exact,,8.0,8.0,0.03125,0.03125,native_all,0.056138474494218826,1.0,0.055014015485843025,1.6583466678857803,0.999298673917298,0.0,0.960424393415451,0.9304797947406769,4.365755558013916,0.9986146688461304,0.0,0.0,1.0,1.0,0.75,113.0,121,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ab66e1355429954757d32b2,5,1,112,104.0,160,pre_position_deferred,exact,,8.0,8.0,0.03125,0.03125,native_all,0.052403345704078674,1.0,0.055014015485843025,1.6583466678857803,1.0016282770626896,0.0,0.956068217754364,0.9208134114742279,4.290226697921753,0.9996047616004944,0.0,0.0,1.0,1.0,0.5,104.0,112,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ae39fb85542990afbd1e197,5,1,97,89.0,160,pre_position_deferred,exact,,8.0,8.0,0.03125,0.03125,native_all,0.05609316751360893,1.0,0.055014015485843025,1.6583466678857803,0.9993269319213635,0.0,0.9476059079170227,0.9001523554325104,4.266591787338257,0.993934690952301,0.0,0.0,1.0,1.0,1.0,89.0,97,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5a80d1ce554299260e20a178,5,1,106,98.0,160,pre_position_deferred,exact,,8.0,8.0,0.03125,0.03125,native_all,0.056201472878456116,1.0,0.055014015485843025,1.6583466678857803,0.9992593817690697,0.0,0.9524403810501099,0.9119255840778351,4.346254825592041,0.9976547956466675,0.0,0.0,1.0,1.0,0.625,98.0,106,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ae34a225542992e3233c370,5,1,118,110.0,160,pre_position_deferred,exact,,8.0,8.0,0.03125,0.03125,native_all,0.05735142156481743,1.0,0.055014015485843025,1.6583466678857803,0.9985421577515584,0.0,0.9586472809314728,0.9238813519477844,4.442081689834595,0.9970192909240723,0.0,0.0,1.0,1.0,0.75,110.0,118,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5ab7af9d5542993667793fe9,5,1,107,99.0,160,pre_position_deferred,exact,,8.0,8.0,0.03125,0.03125,native_all,0.05767577886581421,1.0,0.055014015485843025,1.6583466678857803,0.9983398558147075,0.0,0.9529127180576324,0.9115872085094452,4.345364809036255,0.9951500296592712,0.0,0.0,1.0,1.0,0.75,99.0,107,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5a80e47d55429938b6142238,5,1,109,101.0,160,pre_position_deferred,exact,,8.0,8.0,0.03125,0.03125,native_all,0.05481820926070213,1.0,0.055014015485843025,1.6583466678857803,1.000122124516611,0.0,0.9551048576831818,0.9202523529529572,4.256725311279297,0.9994637370109558,0.0,0.0,1.0,1.0,1.0,101.0,109,256,0
03c9566ebbd7b746ecbba1f4bdae41e9cbdc67b6,hotpotqa,tiny,1,cbc5253fb90c25c2a282773b05bf89b4cdf17ada16b98c0a4dd1e66b2b872f39,encoding_context,split5_block1,hotpotqa-5adea62e55429975fa854f3b,5,1,113,105.0,160,pre_position_deferred,exact,,8.0,8.0,0.03125,0.03125,native_all,0.05199986696243286,1.0,0.055014015485843025,1.6583466678857803,1.0018799271123795,0.0,0.9568813145160675,0.9231082797050476,4.300495624542236,0.9992215633392334,0.0,0.0,1.0,1.0,0.75,105.0,113,256,0
