aggregate_materialization_seconds,aggregate_materialized_kv_tokens,aggregate_memory_attention_seconds,aggregate_routing_seconds,aggregate_transfer_seconds,aggregate_transferred_kv_bytes,answer,answer_contained,answer_tokens,chunks_budget_rejected,condition,dataset,direct_context_attention_mass,direct_or_local_attention_mass,em,evidence_attention_mass,evidence_guaranteed,evidence_parent_chunks,example_id,f1,first_pra_layer,generated_answer,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,gold_mean_token_logprob,gold_sequence_logprob,kind,last_pra_layer,memory_attention_mass,native_limit_violations,peak_gpu_memory_bytes,pra_layer_count,pra_layer_fraction,process_rss_bytes,prompt_tokens,question,resident_reference_detail_kv_bytes,resident_routing_index_bytes,route_once_query_encoding_seconds,route_once_routing_seconds,schedule,teacher_forced_seconds,ttft_seconds
0,0,0,0,0,0,Sir Derek George Jacobi,0.0,5,0,no_memory,hotpotqa,,,0.0,,False,0,5adc3aff5542996e685252eb,0.0,,The star in the film *Up at,0.8606044999905862,0.001377216773107648,4,0.0,0.0,-7.550427436828613,-37.75213623046875,none,,,0,1227187200,0,0.0,1974697984,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,none,0.15139240000280552,0.248153699998511
0.0008764000085648149,97.0,0.00020556800067424773,0.0,0.0003873000096064061,397312.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_last_1,hotpotqa,,,0.0,0.1445702761411667,True,4,5adc3aff5542996e685252eb,0.0,27,The star in the film *Up at,0.7783822000201326,0.0009704490075819194,8,-0.3583335876464844,-0.07166671752929688,-7.62209415435791,-38.110469818115234,oracle,27,0.5457820892333984,0,1227317248,1,0.03571428571428571,2024124416,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,last_1,0.18069670000113547,0.14374480000697076
0.002216799999587238,194.0,0.000398719996213913,0.0,0.0010788999788928777,794624.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_last_2,hotpotqa,,,0.0,0.11129425466060638,True,4,5adc3aff5542996e685252eb,0.0,26,The star in the film *Up at,0.8173002999974415,0.0005533262155950069,11,-0.18875503540039062,-0.0377507209777832,-7.5881781578063965,-37.94089126586914,oracle,27,0.5229743868112564,0,1227447296,2,0.07142857142857142,2024398848,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,last_2,0.15910200000507757,0.14371920001576655
0.004404299979796633,388.0,0.0008498880118131638,0.0,0.0022330000065267086,1589248.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_last_4,hotpotqa,,,0.0,0.07779962383210659,True,4,5adc3aff5542996e685252eb,0.0,24,The star in the film *Up at,0.8442765999934636,0.004644747357815504,3,6.341266632080078,1.2682533264160156,-6.282174110412598,-31.410869598388672,oracle,27,0.5077321901917458,0,1227707392,4,0.14285714285714285,2024472576,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,last_4,0.16540090000489727,0.1528141000017058
0.006263299990678206,776.0,0.0015527359843254091,0.0,0.003224699990823865,3178496.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_last_8,hotpotqa,,,0.0,0.06649893755093217,True,4,5adc3aff5542996e685252eb,0.0,20,The star is **James Woods**.,0.9540508999780286,0.0039525749161839485,4,10.571537017822266,2.114307403564453,-5.43612003326416,-27.180599212646484,oracle,27,0.4908767491579056,0,1228227584,8,0.2857142857142857,2024493056,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,last_8,0.17992779999622144,0.16655339999124408
0.005074000015156344,679.0,0.0013727999925613405,0.0,0.002581300010206178,2781184.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_last_quarter,hotpotqa,,,0.0,0.06495432715330805,True,4,5adc3aff5542996e685252eb,0.0,21,The star in the film *Up at,1.03566170000704,0.003185103414580226,5,9.152477264404297,1.8304953575134277,-5.7199320793151855,-28.599658966064453,oracle,27,0.4955922067165375,0,1228097536,7,0.25,2024628224,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,last_quarter,0.1816746999975294,0.22019089999957941
0.01048970001284033,1358.0,0.0027391999959945675,0.0,0.005446900031529367,5562368.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_last_half,hotpotqa,,,0.0,0.08871508416320596,True,4,5adc3aff5542996e685252eb,0.0,14,The star who has earned the title of,1.0854588000220247,0.0010526572586968541,6,16.629150390625,3.3258299827575684,-4.224597454071045,-21.12298583984375,oracle,27,0.47469124836581095,0,1229007872,14,0.5,2024882176,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,last_half,0.20577549998415634,0.19793039999785833
0.021228900004643947,2716.0,0.005509120002388953,0.0,0.010677699989173561,11124736.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_all,hotpotqa,,,0.0,0.17456836772284337,True,4,5adc3aff5542996e685252eb,0.0,0,</think>\n\n</think>\n\n</think>\n\n</think>,1.3557658000208903,4.09215516583572e-07,8343,-9.366249084472656,-1.8732500076293945,-9.423677444458008,-47.118385314941406,oracle,27,0.6981353685259819,0,1230828544,28,1.0,2024935424,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,all,0.2543757999956142,0.2346341999946162
0,0,0,0,0,0,Sir Derek George Jacobi,0.0,5,0,direct_text_oracle,hotpotqa,0.016555221751332283,0.016555221751332283,0.0,,True,0,5adc3aff5542996e685252eb,0.0,,The star in the film Up at the,0.8377748999919277,0.0060163759626448154,7,32.58412742614746,6.5168256759643555,-1.0336017608642578,-5.168008804321289,direct,,,0,1259340800,0,0.0,2024919040,102,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,direct,0.22265949999564327,0.19332160000340082
0,0,0,0,0,0,York County,0.0,2,0,no_memory,hotpotqa,,,0.0,,False,0,5ab56db7554299494045efc6,0.22222222222222224,,Alfred is in the county of Maine,0.7718751000065822,3.8167059790428226e-11,3508,0.0,0.0,-12.003530502319336,-24.007061004638672,none,,,0,1224047104,0,0.0,2181144576,39,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,145768448,2293760,0.0,0.0,none,0.15514190000249073,0.1394099000026472
