aggregate_materialization_seconds,aggregate_materialized_kv_tokens,aggregate_memory_attention_seconds,aggregate_routing_seconds,aggregate_transfer_seconds,aggregate_transferred_kv_bytes,answer,answer_contained,answer_tokens,chunks_budget_rejected,condition,dataset,direct_context_attention_mass,direct_or_local_attention_mass,em,evidence_attention_mass,evidence_guaranteed,evidence_parent_chunks,example_id,f1,first_pra_layer,generated_answer,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,gold_mean_token_logprob,gold_sequence_logprob,kind,last_pra_layer,memory_attention_mass,native_limit_violations,peak_gpu_memory_bytes,pra_layer_count,pra_layer_fraction,process_rss_bytes,prompt_tokens,question,resident_reference_detail_kv_bytes,resident_routing_index_bytes,route_once_query_encoding_seconds,route_once_routing_seconds,schedule,teacher_forced_seconds,ttft_seconds
0,0,0,0,0,0,Sir Derek George Jacobi,0.0,5,0,no_memory,hotpotqa,,,0.0,,False,0,5adc3aff5542996e685252eb,0.0,,The star in the film *Up at,0.852653600013582,0.001377216773107648,4,0.0,0.0,-7.550427436828613,-37.75213623046875,none,,,0,1227187200,0,0.0,1986826240,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,none,0.1524261000158731,0.2342330000246875
0.0029861999792046845,388.0,0.0007687360048294067,0.0,0.001501200022175908,1589248.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_early_4,hotpotqa,,,0.0,0.2832038700580597,True,4,5adc3aff5542996e685252eb,0.0,0,раф\n...\n... \n...,0.8328434000140987,6.993670087496184e-09,97641,-54.73374938964844,-10.946749687194824,-18.497177124023438,-92.48588562011719,oracle,3,0.5242926105856895,0,1227707392,4,0.14285714285714285,2036092928,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,early_4,0.18900240000220947,0.15275600002496503
0.0026990000042133033,388.0,0.000788927987217903,0.0,0.0013856000150553882,1589248.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_middle_4,hotpotqa,,,0.0,0.14835149981081486,True,4,5adc3aff5542996e685252eb,0.0,12,The star in the film *Up at,0.8523032999946736,0.00046927359653636813,5,0.6233596801757812,0.12467193603515625,-7.425755500793457,-37.12877655029297,oracle,15,0.4716699570417404,0,1227707392,4,0.14285714285714285,2036449280,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,middle_4,0.16814579998026602,0.15627870001480915
0.003409400029340759,388.0,0.0007623039931058884,0.0,0.0016842999903019518,1589248.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_even_4,hotpotqa,,,0.0,0.1600048104301095,True,4,5adc3aff5542996e685252eb,0.0,0,warts\n\nlegates\n\nlegates\n\nlegates,0.8291252999915741,7.320361650187124e-09,96002,-43.57720184326172,-8.715439796447754,-16.265867233276367,-81.32933807373047,oracle,27,0.6772259697318077,0,1227707392,4,0.14285714285714285,2036506624,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,even_4,0.16520570000284351,0.1526173000165727
0.0028067999810446054,388.0,0.0007681600004434586,0.0,0.001431799988495186,1589248.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_last_4,hotpotqa,,,0.0,0.07779962383210659,True,4,5adc3aff5542996e685252eb,0.0,24,The star in the film *Up at,0.8296937999839429,0.004644747357815504,3,6.341266632080078,1.2682533264160156,-6.282174110412598,-31.410869598388672,oracle,27,0.5077321901917458,0,1227707392,4,0.14285714285714285,2036592640,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,last_4,0.1711817999894265,0.15218109998386353
0.005890299973543733,679.0,0.0013338240087032317,0.0,0.002866200025891885,2781184.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_every_4,hotpotqa,,,0.0,0.148864979281955,True,4,5adc3aff5542996e685252eb,0.0,0,.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.,0.9103584999975283,3.2249452033283887e-06,7322,-46.55473327636719,-9.310946464538574,-16.861373901367188,-84.30686950683594,oracle,24,0.8397770651749202,0,1228097536,7,0.25,2036662272,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,every_4,0.1775754000118468,0.16256440000142902
0.005587299994658679,679.0,0.0014123840034008027,0.0,0.002766700054053217,2781184.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_last_quarter,hotpotqa,,,0.0,0.06495432715330805,True,4,5adc3aff5542996e685252eb,0.0,21,The star in the film *Up at,0.9265437999856658,0.003185103414580226,5,9.152477264404297,1.8304953575134277,-5.7199320793151855,-28.599658966064453,oracle,27,0.4955922067165375,0,1228097536,7,0.25,2036797440,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,last_quarter,0.1771498000016436,0.16945759998634458
0,0,0,0,0,0,Sir Derek George Jacobi,0.0,5,0,direct_text_oracle,hotpotqa,0.016555221751332283,0.016555221751332283,0.0,,True,0,5adc3aff5542996e685252eb,0.0,,The star in the film Up at the,0.7950218000041787,0.0060163759626448154,7,32.58412742614746,6.5168256759643555,-1.0336017608642578,-5.168008804321289,direct,,,0,1259340800,0,0.0,2036826112,102,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,0.0,0.0,direct,0.22335250000469387,0.1931775999837555
0,0,0,0,0,0,York County,0.0,2,0,no_memory,hotpotqa,,,0.0,,False,0,5ab56db7554299494045efc6,0.22222222222222224,,Alfred is in the county of Maine,0.7423620999907143,3.8167059790428226e-11,3508,0.0,0.0,-12.003530502319336,-24.007061004638672,none,,,0,1224047104,0,0.0,2192982016,39,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,145768448,2293760,0.0,0.0,none,0.15178409998770803,0.13912159999017604
0.003906700003426522,512.0,0.0013668160140514374,0.0,0.001913700019940734,2097152.0,York County,0.0,2,0.0,oracle_early_4,hotpotqa,,,0.0,0.4420965388417244,True,4,5ab56db7554299494045efc6,0.0,0,,0.15834670001640916,1.1426173340822743e-09,117879,-14.148136138916016,-7.074068069458008,-19.077598571777344,-38.15519714355469,oracle,3,0.5520028099417686,0,1224718848,4,0.14285714285714285,2192658432,39,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,145768448,2293760,0.0,0.0,early_4,0.1658758999838028,0.15763550001429394
