aggregate_materialization_seconds,aggregate_materialized_kv_tokens,aggregate_memory_attention_seconds,aggregate_routing_seconds,aggregate_transfer_seconds,aggregate_transferred_kv_bytes,answer,answer_contained,answer_tokens,chunks_budget_rejected,condition,dataset,direct_context_attention_mass,direct_or_local_attention_mass,em,evidence_attention_mass,evidence_guaranteed,evidence_parent_chunks,example_id,f1,first_pra_layer,generated_answer,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,gold_mean_token_logprob,gold_sequence_logprob,kind,last_pra_layer,memory_attention_mass,native_limit_violations,peak_gpu_memory_bytes,pra_layer_count,pra_layer_fraction,process_rss_bytes,prompt_tokens,question,resident_reference_detail_kv_bytes,resident_routing_index_bytes,route_layer_routing_index_bytes,route_once_query_encoding_seconds,route_once_routing_seconds,routing_all_evidence_recall,routing_any_evidence_recall,routing_best_evidence_rank,routing_candidate_chunks,routing_selected_parent_chunks,routing_selected_parent_fraction,routing_target_coverage,schedule,teacher_forced_seconds,ttft_seconds
0,0,0,0,0,0,Sir Derek George Jacobi,0.0,5,0,no_memory,hotpotqa,,,0.0,,False,0,5adc3aff5542996e685252eb,0.0,,The star in the film *Up at,0.8172595000069123,0.001377216773107648,4,0.0,0.0,-7.550427436828613,-37.75213623046875,none,,,0,1227268608,0,0.0,2108833792,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,79872,0.0,0.0,,,,,,,,none,0.1520207000139635,0.17792960000224411
0.005636399990180507,768.0,0.0015959679931402207,0.0,0.002742000011494383,3145728.0,Sir Derek George Jacobi,0.0,5,0.0,zero_shot_last_8,hotpotqa,,,0.0,0.05051958840340376,False,4,5adc3aff5542996e685252eb,0.0,20,The star in the film *Up at,0.975349800020922,0.0004976445343345404,17,0.0527496337890625,0.01055002212524414,-7.539877414703369,-37.69938659667969,routed,27,0.09450754802674055,0,1228300800,8,0.2857142857142857,2109923328,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,79872,0.15078120000544004,0.24141529999906197,0.0,1.0,3,39,3,0.07692307692307693,0.5,last_8,0.1813687999965623,0.16875560002517886
0.010574699990684167,1344.0,0.0027620480209589004,0.0,0.0051598999998532236,5505024.0,Sir Derek George Jacobi,0.0,5,0.0,zero_shot_last_half,hotpotqa,,,0.0,0.05854103002431137,False,4,5adc3aff5542996e685252eb,0.0,14,The star who has earned the title of,1.0918599999858998,8.353966404683888e-05,30,-0.6778526306152344,-0.13557052612304688,-7.68599796295166,-38.429988861083984,routed,27,0.11609807211373534,0,1229074944,14,0.5,2110148608,37,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,79872,0.15078120000544004,0.24141529999906197,0.0,1.0,3,39,3,0.07692307692307693,0.5,last_half,0.1997974999831058,0.19024139997782186
0,0,0,0,0,0,Sir Derek George Jacobi,0.0,5,0,direct_text_oracle,hotpotqa,0.016555221751332283,0.016555221751332283,0.0,,True,0,5adc3aff5542996e685252eb,0.0,,The star in the film Up at the,0.8216757000191137,0.0060163759626448154,7,32.58412742614746,6.5168256759643555,-1.0336017608642578,-5.168008804321289,direct,,,0,1259422208,0,0.0,2110357504,102,What star in the film Up at the Villa has earned the title of knighthood?,139575296,2236416,79872,0.0,0.0,,,,,,,,direct,0.22130469998228364,0.1949765000026673
0,0,0,0,0,0,York County,0.0,2,0,no_memory,hotpotqa,,,0.0,,False,0,5ab56db7554299494045efc6,0.22222222222222224,,Alfred is in the county of Maine,0.775382299994817,3.8167059790428226e-11,3508,0.0,0.0,-12.003530502319336,-24.007061004638672,none,,,0,1224130560,0,0.0,2266836992,39,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,145768448,2293760,81920,0.0,0.0,,,,,,,,none,0.15227190000587143,0.1390006000001449
0.007058799994410947,768.0,0.0016304319947957992,0.0,0.003541600046446547,3145728.0,York County,0.0,2,0.0,zero_shot_last_8,hotpotqa,,,0.0,0.02683449536561966,False,4,5ab56db7554299494045efc6,0.22222222222222224,20,Alfred is in the county of Maine,0.96428190000006,8.394520634169567e-10,1528,3.099588394165039,1.5497941970825195,-10.453736305236816,-20.907472610473633,routed,27,0.07914154604077339,0,1225138176,8,0.2857142857142857,2266517504,39,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,145768448,2293760,81920,0.1532256999926176,0.005349199986085296,0.0,1.0,1,40,3,0.075,0.3333333333333333,last_8,0.18277749998378567,0.1734569999971427
0.01110020000487566,1344.0,0.002753279998898506,0.0,0.00546870002290234,5505024.0,York County,0.0,2,0.0,zero_shot_last_half,hotpotqa,,,0.0,0.03591803514531681,False,4,5ab56db7554299494045efc6,0.22222222222222224,14,Alfred is in the county of Maine,1.082465300016338,4.0640757426047e-09,1235,4.676639556884766,2.338319778442383,-9.665210723876953,-19.330421447753906,routed,27,0.09836086723953485,0,1225893888,14,0.5,2266615808,39,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,145768448,2293760,81920,0.1532256999926176,0.005349199986085296,0.0,1.0,1,40,3,0.075,0.3333333333333333,last_half,0.20788040000479668,0.1903815000259783
0,0,0,0,0,0,York County,1.0,2,0,direct_text_oracle,hotpotqa,0.02761131525039673,0.02761131525039673,0.0,,True,0,5ab56db7554299494045efc6,0.5,,"Alfred is in York County, Maine",0.8340925999800675,5.050186380195498e-10,1263,2.6004581451416016,1.3002290725708008,-10.703301429748535,-21.40660285949707,direct,,,0,1269969920,0,0.0,2266701824,127,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,145768448,2293760,81920,0.0,0.0,,,,,,,,direct,0.3587194999854546,0.20371269999304786
0,0,0,0,0,0,Cushman,0.0,2,0,no_memory,hotpotqa,,,0.0,,False,0,5ab2b863554299295394685a,0.0,,New Hampshire Route 118 runs,0.7910633999854326,8.551282371627167e-05,33,0.0,0.0,-10.493881225585938,-20.987762451171875,none,,,0,1224607744,0,0.0,2306764800,39,New Hampshire Route 118 runs through a region whose norther boundary begins at which town?,175357952,2752512,98304,0.0,0.0,,,,,,,,none,0.15048430001479574,0.13989969997783192
0.0057499999820720404,768.0,0.0016062080264091492,0.0,0.0027550999948289245,3145728.0,Cushman,0.0,2,0.0,zero_shot_last_8,hotpotqa,,,0.0,0.013071795925498009,False,3,5ab2b863554299295394685a,0.0,20,New Hampshire Route 118 runs,0.9473275000054855,0.00017213895625900477,25,0.9566078186035156,0.4783039093017578,-10.01557731628418,-20.03115463256836,routed,27,0.1227464834228158,0,1225615360,8,0.2857142857142857,2306895872,39,New Hampshire Route 118 runs through a region whose norther boundary begins at which town?,175357952,2752512,98304,0.15237490000436082,0.006910399999469519,0.0,1.0,1,48,3,0.0625,0.5,last_8,0.1807303000241518,0.16800879998481832
0.009715900028822944,1344.0,0.0027835199832916256,0.0,0.004819099965970963,5505024.0,Cushman,0.0,2,0.0,zero_shot_last_half,hotpotqa,,,0.0,0.01360434094177825,False,3,5ab2b863554299295394685a,0.0,14,The southern terminus of New Hampshire Route,1.075043699995149,0.00033805976272560656,30,1.3755416870117188,0.6877708435058594,-9.806110382080078,-19.612220764160156,routed,27,0.14026895059006556,0,1226371072,14,0.5,2306478080,39,New Hampshire Route 118 runs through a region whose norther boundary begins at which town?,175357952,2752512,98304,0.15237490000436082,0.006910399999469519,0.0,1.0,1,48,3,0.0625,0.5,last_half,0.19907940001576208,0.18766719999257475
0,0,0,0,0,0,Cushman,0.0,2,0,direct_text_oracle,hotpotqa,0.02649688720703125,0.02649688720703125,0.0,,True,0,5ab2b863554299295394685a,0.0,,New Hampshire Route 118 runs,0.8381169999775011,0.20061127841472626,2,19.381227731704712,9.690613865852356,-0.8032673597335815,-1.606534719467163,direct,,,0,1252294144,0,0.0,2306486272,96,New Hampshire Route 118 runs through a region whose norther boundary begins at which town?,175357952,2752512,98304,0.0,0.0,,,,,,,,direct,0.22231889999238774,0.19161300000268966
0,0,0,0,0,0,Scott Treleaven,0.0,4,0,no_memory,hotpotqa,,,0.0,,False,0,5a710a915542994082a3e504,0.0,,Edmund Mortimer.,0.782134999986738,0.0005700837937183678,2,0.0,0.0,-1.9634283781051636,-7.853713512420654,none,,,0,1228081664,0,0.0,2208178176,43,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",132120576,2064384,73728,0.0,0.0,,,,,,,,none,0.16378239999176003,0.14604240001062863
0.005715199979022145,768.0,0.0016088640093803405,0.0,0.002798000001348555,3145728.0,Scott Treleaven,0.0,4,0.0,zero_shot_last_8,hotpotqa,,,0.0,0.010629095369949937,False,4,5a710a915542994082a3e504,0.0,20,Edmund Mortimer.,0.7361955999804195,0.00014422678214032203,2,-1.897000789642334,-0.4742501974105835,-2.437678575515747,-9.750714302062988,routed,27,0.05927330791018903,0,1229236736,8,0.2857142857142857,2208481280,43,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",132120576,2064384,73728,0.15727600001264364,0.00678419999894686,0.0,1.0,3,36,3,0.08333333333333333,0.5,last_8,0.18812829998205416,0.17377359999227338
0.009537500038277358,1344.0,0.002777311995625496,0.0,0.004684699990320951,5505024.0,Scott Treleaven,0.0,4,0.0,zero_shot_last_half,hotpotqa,,,0.0,0.017108083170439516,False,4,5a710a915542994082a3e504,0.0,14,Edmund Mortimer.,0.8318463000177871,0.0011687794467434287,2,0.2873072624206543,0.07182681560516357,-1.8916015625,-7.56640625,routed,27,0.09178912892405476,0,1230103040,14,0.5,2208579584,43,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",132120576,2064384,73728,0.15727600001264364,0.00678419999894686,0.0,1.0,3,36,3,0.08333333333333333,0.5,last_half,0.2073143000015989,0.1958347000181675
0,0,0,0,0,0,Scott Treleaven,0.0,4,0,direct_text_oracle,hotpotqa,0.01368801761418581,0.01368801761418581,0.0,,True,0,5a710a915542994082a3e504,0.0,,Edmund Mortimer.,0.6437968999962322,0.026742903515696526,2,4.124067068099976,1.031016767024994,-0.9324116110801697,-3.7296464443206787,direct,,,0,1266311168,0,0.0,2208604160,116,"Which of these men, Scott Treleaven and Edmund Mortimer, is credited with working in both films and photography?",132120576,2064384,73728,0.0,0.0,,,,,,,,direct,0.2284321000042837,0.2005708000215236
0,0,0,0,0,0,no,0.0,1,0,no_memory,qasper,,,0.0,,False,0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,,"Yes, they collected their own data.",0.7817110999894794,0.0008049940806813538,8,0.0,0.0,-7.124675750732422,-7.124675750732422,none,,,0,1224229376,0,0.0,2696433664,26,did they collect their own data?,645693440,10092544,360448,0.0,0.0,,,,,,,,none,0.14370529999723658,0.13308699999470264
0.006626400019740686,768.0,0.0015517120063304902,0.0,0.003190200077369809,3145728.0,no,0.0,1,0.0,zero_shot_last_8,qasper,,,0.0,0.0,False,3,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,20,"Yes, they did.",0.7312578000128269,0.008531548082828522,4,2.3606910705566406,2.3606910705566406,-4.763984680175781,-4.763984680175781,routed,27,0.4321194142103195,0,1224892928,8,0.2857142857142857,2696577024,26,did they collect their own data?,645693440,10092544,360448,0.14211929999873973,0.011981399991782382,0.0,0.0,16,176,3,0.017045454545454544,0.0,last_8,0.1865817999932915,0.17975860001752153
0.009729100012918934,1344.0,0.002581567957997322,0.0,0.004805499949725345,5505024.0,no,0.0,1,0.0,zero_shot_last_half,qasper,,,0.0,0.0,False,3,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,14,"Yes, they did.",0.8146179000032134,0.007883510552346706,7,2.281693935394287,2.281693935394287,-4.842981815338135,-4.842981815338135,routed,27,0.3855848972286497,0,1225390592,14,0.5,2696679424,26,did they collect their own data?,645693440,10092544,360448,0.14211929999873973,0.011981399991782382,0.0,0.0,16,176,3,0.017045454545454544,0.0,last_half,0.19332160000340082,0.18117419999907725
0,0,0,0,0,0,no,0.0,1,0,direct_text_oracle,qasper,0.02235817164182663,0.02235817164182663,0.0,,True,0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,,"Yes, they collected their own data.",0.8610440000193194,0.0003019336727447808,11,-0.9806270599365234,-0.9806270599365234,-8.105302810668945,-8.105302810668945,direct,,,0,1256752128,0,0.0,2696683520,95,did they collect their own data?,645693440,10092544,360448,0.0,0.0,,,,,,,,direct,0.21669570001540706,0.1906005000055302
0,0,0,0,0,0,yes,1.0,1,0,no_memory,qasper,,,0.0,,False,0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.25,,"Yes, the paper clearly establishes that the",0.7815560000017285,0.0026698217261582613,10,0.0,0.0,-5.925743579864502,-5.925743579864502,none,,,0,1224596992,0,0.0,2993307648,36,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,408862720,6422528,229376,0.0,0.0,,,,,,,,none,0.14880200001061894,0.1372722999949474
0.006045099988114089,768.0,0.0015686400085687634,0.0,0.0029420999926514924,3145728.0,yes,1.0,1,0.0,zero_shot_last_8,qasper,,,0.0,0.0,False,7,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.25,20,"Yes, the paper clearly establishes that the",0.9828535999986343,0.001361406990326941,12,-0.6734929084777832,-0.6734929084777832,-6.599236488342285,-6.599236488342285,routed,27,0.07665230659767985,0,1225506304,8,0.2857142857142857,2993340416,36,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,408862720,6422528,229376,0.15283939999062568,0.007577800017315894,0.0,0.0,9,112,3,0.026785714285714284,0.0,last_8,0.18302720002247952,0.16939399999682792
0.010108699992997572,1344.0,0.0027181759923696515,0.0,0.004857199935941026,5505024.0,yes,1.0,1,0.0,zero_shot_last_half,qasper,,,0.0,0.0,False,7,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.25,14,"Yes, the paper clearly establishes that the",1.1019389999855775,0.0019424667116254568,13,-0.3180527687072754,-0.3180527687072754,-6.243796348571777,-6.243796348571777,routed,27,0.07476896872477871,0,1226188288,14,0.5,2993176576,36,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,408862720,6422528,229376,0.15283939999062568,0.007577800017315894,0.0,0.0,9,112,3,0.026785714285714284,0.0,last_half,0.2060467000119388,0.1918553999857977
0,0,0,0,0,0,yes,0.0,1,0,direct_text_oracle,qasper,0.016242139041423798,0.016242139041423798,0.0,,True,0,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,0.0,,The paper does not explicitly address whether the,1.0264472999842837,0.0004762775788549334,17,-1.7237658500671387,-1.7237658500671387,-7.649509429931641,-7.649509429931641,direct,,,0,1344269824,0,0.0,2993262592,232,Does the paper clearly establish that the challenges listed here exist in this dataset and task?,408862720,6422528,229376,0.0,0.0,,,,,,,,direct,0.42986539998673834,0.3621141999901738
0,0,0,0,0,0,yes,1.0,1,0,no_memory,qasper,,,0.0,,False,0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.25,,"Yes, the template-based model is realistic",0.7810442000045441,0.0009617661708034575,10,0.0,0.0,-6.946739196777344,-6.946739196777344,none,,,0,1223738880,0,0.0,2996035584,27,Is the template-based model realistic?,590528512,9232384,329728,0.0,0.0,,,,,,,,none,0.14286189997801557,0.13591940002515912
0.005429099983302876,768.0,0.0015230719894170762,0.0,0.002687299973331392,3145728.0,yes,1.0,1,0.0,zero_shot_last_8,qasper,,,0.0,0.0,False,13,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.25,20,"Yes, the template-based model is generally",1.0033267000108026,0.0004741466254927218,19,-0.7072548866271973,-0.7072548866271973,-7.653994083404541,-7.653994083404541,routed,27,0.13979897741228342,0,1224427008,8,0.2857142857142857,2996092928,27,Is the template-based model realistic?,590528512,9232384,329728,0.1450417000160087,0.010241900017717853,0.0,0.0,6,161,3,0.018633540372670808,0.0,last_8,0.17331159999594092,0.1636075999995228
0.01015640000696294,1344.0,0.0026325120180845257,0.0,0.004886499984422699,5505024.0,yes,1.0,1,0.0,zero_shot_last_half,qasper,,,0.0,0.0,False,13,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.25,14,"Yes, the template-based model is more",1.0983131999964826,0.0006234886241145432,21,-0.4334406852722168,-0.4334406852722168,-7.3801798820495605,-7.3801798820495605,routed,27,0.10961664654314518,0,1224943104,14,0.5,2996113408,27,Is the template-based model realistic?,590528512,9232384,329728,0.1450417000160087,0.010241900017717853,0.0,0.0,6,161,3,0.018633540372670808,0.0,last_half,0.20073909999337047,0.18237779999617487
0,0,0,0,0,0,yes,0.0,1,0,direct_text_oracle,qasper,0.02864593267440796,0.02864593267440796,0.0,,True,0,2002.03407:10d450960907091f13e0be55f40bcb96f44dd074,0.0,,The template-based model is realistic because it,1.423628299991833,2.0793922885786742e-05,37,-3.8341102600097656,-3.8341102600097656,-10.78084945678711,-10.78084945678711,direct,,,0,1524445696,0,0.0,2996219904,420,Is the template-based model realistic?,590528512,9232384,329728,0.0,0.0,,,,,,,,direct,0.921601300011389,0.745597999979509
0,0,0,0,0,0,yes,0.0,1,0,no_memory,qasper,,,0.0,,False,0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.0,,"No, the dataset does not feature only",0.7652001999958884,0.00016249713371507823,16,0.0,0.0,-8.724849700927734,-8.724849700927734,none,,,0,1220160512,0,0.0,2996600832,28,Does the dataset feature only English language data?,343949312,5390336,192512,0.0,0.0,,,,,,,,none,0.14290570002049208,0.13042770000174642
0.005546199972741306,768.0,0.0015082879960536956,0.0,0.002688599983230233,3145728.0,yes,0.0,1,0.0,zero_shot_last_8,qasper,,,0.0,0.0,False,7,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.0,20,"No, the dataset does not feature only",0.9566168999881484,4.2285933886887506e-05,26,-1.3462066650390625,-1.3462066650390625,-10.071056365966797,-10.071056365966797,routed,27,0.11315496545284986,0,1220873216,8,0.2857142857142857,2996662272,28,Does the dataset feature only English language data?,343949312,5390336,192512,0.14614639998762868,0.007712400023592636,0.0,0.0,13,94,3,0.031914893617021274,0.0,last_8,0.1695620999962557,0.15960670000640675
0.009864900028333068,1344.0,0.0026777600049972534,0.0,0.00488769996445626,5505024.0,yes,0.0,1,0.0,zero_shot_last_half,qasper,,,0.0,0.0,False,7,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.0,14,The dataset does not feature only English language,1.1028413999883924,0.00017135649977717549,23,0.0530853271484375,0.0530853271484375,-8.671764373779297,-8.671764373779297,routed,27,0.1277535775942462,0,1221407744,14,0.5,2996023296,28,Does the dataset feature only English language data?,343949312,5390336,192512,0.14614639998762868,0.007712400023592636,0.0,0.0,13,94,3,0.031914893617021274,0.0,last_half,0.20027370000025257,0.1885926999966614
0,0,0,0,0,0,yes,0.0,1,0,direct_text_oracle,qasper,0.01967441290616989,0.01967441290616989,0.0,,True,0,1808.10245:da9c0637623885afaf023a319beee87898948fe9,0.0,,"No, the dataset does not feature only",1.008671299990965,8.676712604938075e-05,21,-0.6274328231811523,-0.6274328231811523,-9.352282524108887,-9.352282524108887,direct,,,0,1348440064,0,0.0,2996088832,237,Does the dataset feature only English language data?,343949312,5390336,192512,0.0,0.0,,,,,,,,direct,0.43036620001657866,0.3650900999782607
