attention_entropy,attention_mass_sum,attention_update_displacement,brier_score,consumer_layer,correct,correct_logit,correct_margin,correct_probability,cross_shard_interval_count,depth,distractor_attention_mass,distractor_tokens,effective_support,evidence_attention_mass,evidence_coverage,evidence_density,evidence_tokens,example_id,final_margin_delta_vs_none,full_vocabulary_correct,immediate_margin_delta_vs_none,interval_count,latency_seconds,later_erased,layer_token_kv_states,materialized_tokens,max_wrong_logit,memory_attention_mass,native_attention_mass,nll,oracle_identity_selected,partition,policy,prediction_entropy,requested_tokens_pre_dedup,residual_displacement,seed,selected_reference_count,surrounding_attention_mass,surrounding_non_evidence_tokens,window
0.0,1.0,0.0,1.5559043884277344,0,0,2.0384504795074463,-3.810075521469116,0.016634443774819374,0.0,1,0.0,0,1.0,0.0,0.0,0.0,0,chain-100004-d1,0.0,0,0.0,0,0.01788589998614043,0,0,0,5.8485260009765625,0.0,1.0,4.096279621124268,1,validation,T0_none,0.8627957105636597,0,0.0,17,0,0.0,0,w16
0.6925505102820411,1.0,0.0,1.0380760431289673,0,0,3.7369143962860107,-1.1883366107940674,0.10561724007129669,0.0,1,0.0,0,1.9988070153888147,0.5172706629382446,1.0,1.0,3,chain-100004-d1,2.621739149093628,0,0.47982358932495117,1,0.024606999941170216,0,3,3,4.925251007080078,0.5172706629382446,0.48272933706175536,2.2479336261749268,1,validation,T1_radius_0,1.515360951423645,3,3.971128463745117,17,1,0.0,0,w16
1.014799741383981,1.0,0.0,1.243537425994873,0,0,3.2651305198669434,-2.2612524032592773,0.04845349118113518,0.0,1,0.0,0,2.75881086640762,0.28071769572852645,1.0,0.2727272727272727,3,chain-100004-d1,1.5488238334655762,0,-0.09224319458007812,1,0.025934800039976835,0,11,11,5.526382923126221,0.8041330353007652,0.1958669646992348,3.027150869369507,1,validation,T3_radius_4,1.309544324874878,11,4.048489570617676,17,1,0.5234153395722387,8,w16
0.874666448481087,1.0,0.0,1.2784523963928223,0,0,3.0175728797912598,-2.5990195274353027,0.03603944927453995,0.0,1,0.4060045727239867,50,2.39807527889965,0.02641764558666182,1.0,0.02459016393442623,3,chain-100004-d1,1.2110557556152344,0,0.21694397926330566,1,0.02720519993454218,0,122,122,5.6165924072265625,0.9785692357131097,0.02143076428689028,3.323141098022461,1,validation,T7_whole_parent,1.2798919677734375,122,4.5137834548950195,17,1,0.5461470174024612,69,w16
0.6210875836799111,1.0,0.0,1.245019555091858,0,0,2.8798227310180664,-2.366379737854004,0.04117641970515251,0.0,1,0.6874984664609656,3,1.860950881451063,0.0,0.0,0.0,0,chain-100004-d1,1.4436955451965332,0,0.9988992214202881,1,0.03579440002795309,0,3,3,5.24620246887207,0.6874984664609656,0.3125015335390344,3.189889430999756,1,validation,T9_wrong_exact,1.2844151258468628,3,4.986109733581543,17,1,0.0,0,w16
0.0,1.0,0.0,1.4408291578292847,0,0,1.7664053440093994,-3.9819767475128174,0.011700758710503578,0.0,3,0.0,0,1.0,0.0,0.0,0.0,0,chain-204733-d3,0.0,0,0.0,0,0.017200700007379055,0,0,0,5.748382091522217,0.0,1.0,4.44810152053833,1,validation,T0_none,1.0420637130737305,0,0.0,17,0,0.0,0,w16
0.6657886731612366,1.0,0.0,1.3610941171646118,0,0,2.4255247116088867,-3.403228759765625,0.018880892544984818,0.0,3,0.0,0,1.9460246937240595,0.38357816748248297,1.0,1.0,9,chain-204733-d3,0.5787472724914551,0,0.20419692993164062,3,0.030734100029803813,0,9,9,5.828753471374512,0.38357816748248297,0.616421832517517,3.969604969024658,1,validation,T1_radius_0,1.1922985315322876,9,0.8226362466812134,17,1,0.0,0,w16
1.035484214821588,1.0,0.0,1.2768232822418213,0,0,3.387911081314087,-2.42102313041687,0.043240953236818314,0.0,3,0.0,0,2.816469681861496,0.19295254858479893,1.0,0.2727272727272727,9,chain-204733-d3,1.5609536170959473,0,0.7468245029449463,3,0.026690499973483384,0,33,33,5.808934211730957,0.6724623111313122,0.32753768886868784,3.14096736907959,1,validation,T3_radius_4,1.2459787130355835,33,1.7310471534729004,17,1,0.47950976254651323,24,w16
1.0708018330862505,1.0,0.0,1.2855076789855957,0,0,2.9087119102478027,-2.846569061279297,0.03031880408525467,0.0,3,0.19261740557294615,25,2.91771808517125,0.05123283869761508,1.0,0.10112359550561797,9,chain-204733-d3,1.1354076862335205,0,0.8364543914794922,1,0.02730190008878708,0,89,89,5.7552809715271,0.8401975340370882,0.1598024659629118,3.4959871768951416,1,validation,T7_whole_parent,1.3491461277008057,89,2.987462282180786,17,1,0.596347289766527,55,w16
0.6812200340835568,1.0,0.0,1.3424618244171143,0,0,2.021341562271118,-3.6739237308502197,0.013413081876933575,0.0,3,0.42292973470466677,9,1.976287399980039,0.0,0.0,0.0,0,chain-204733-d3,0.30805277824401855,0,0.36101365089416504,3,0.02779640001244843,0,9,9,5.695265293121338,0.42292973470466677,0.5770702652953332,4.311524868011475,1,validation,T9_wrong_exact,1.258739709854126,9,1.2381870746612549,17,1,0.0,0,w16
