contextual_value_norm,depth,evidence_regions,evidence_tokens,example_id,isolated_value_norm,partition,representation_change,representation_layer,seed,value_cosine_similarity,window
3.63234281539917,1,1,3,chain-100004-d1,4.064538955688477,validation,0.11506855487823486,2,17,0.8849314451217651,w16
3.4909679889678955,3,3,9,chain-204733-d3,3.7041826248168945,validation,0.20111137628555298,2,17,0.798888623714447,w16
3.7088782787323,4,4,12,chain-309462-d4,3.7547707557678223,validation,0.2479640245437622,2,17,0.7520359754562378,w16
3.909543037414551,2,2,6,chain-414191-d2,3.905193328857422,validation,0.30170756578445435,2,17,0.6982924342155457,w16
3.761880397796631,1,1,3,chain-518920-d1,4.226492881774902,validation,0.27732568979263306,2,17,0.7226743102073669,w16
3.583730697631836,1,1,3,chain-623649-d1,4.133908271789551,validation,0.31504273414611816,2,17,0.6849572658538818,w16
3.575167655944824,2,2,6,chain-728378-d2,3.97245192527771,validation,0.21707499027252197,2,17,0.782925009727478,w16
3.7691774368286133,1,1,3,chain-833107-d1,3.732675313949585,validation,0.4077805280685425,2,17,0.5922194719314575,w16
3.793613910675049,1,1,3,chain-937836-d1,3.6871631145477295,heldout,0.2595236897468567,2,17,0.7404763102531433,w16
3.725515127182007,1,1,3,chain-1042565-d1,3.96870493888855,heldout,0.31538450717926025,2,17,0.6846154928207397,w16
3.7764906883239746,2,2,6,chain-1147294-d2,3.9089431762695312,heldout,0.29322361946105957,2,17,0.7067763805389404,w16
3.565944194793701,4,4,12,chain-1252023-d4,3.8434596061706543,heldout,0.17757141590118408,2,17,0.8224285840988159,w16
3.6397533416748047,1,1,3,chain-1356752-d1,3.663557767868042,heldout,0.3924987316131592,2,17,0.6075012683868408,w16
3.890923261642456,2,2,6,chain-1461481-d2,3.817758083343506,heldout,0.21969985961914062,2,17,0.7803001403808594,w16
3.5898120403289795,2,2,6,chain-1566210-d2,3.623286008834839,heldout,0.34307610988616943,2,17,0.6569238901138306,w16
3.333669662475586,1,1,3,chain-1670939-d1,3.523750066757202,heldout,0.5782028436660767,2,17,0.42179715633392334,w16
3.8229098320007324,1,1,3,chain-100004-d1,3.8494069576263428,validation,0.09458094835281372,2,29,0.9054190516471863,w16
3.6939210891723633,3,3,9,chain-204733-d3,3.8495864868164062,validation,0.1912630796432495,2,29,0.8087369203567505,w16
3.7173571586608887,4,4,12,chain-309462-d4,3.7960145473480225,validation,0.19354748725891113,2,29,0.8064525127410889,w16
3.66978120803833,2,2,6,chain-414191-d2,3.780494213104248,validation,0.24995213747024536,2,29,0.7500478625297546,w16
3.8771133422851562,1,1,3,chain-518920-d1,3.783310651779175,validation,0.31222736835479736,2,29,0.6877726316452026,w16
3.5443015098571777,1,1,3,chain-623649-d1,3.6503634452819824,validation,0.09594851732254028,2,29,0.9040514826774597,w16
3.893136978149414,2,2,6,chain-728378-d2,3.74102783203125,validation,0.2110919952392578,2,29,0.7889080047607422,w16
3.7218596935272217,1,1,3,chain-833107-d1,3.9710729122161865,validation,0.2462337613105774,2,29,0.7537662386894226,w16
3.729360580444336,1,1,3,chain-937836-d1,4.109188079833984,heldout,0.1563289761543274,2,29,0.8436710238456726,w16
4.114290237426758,1,1,3,chain-1042565-d1,3.8811469078063965,heldout,0.17010152339935303,2,29,0.829898476600647,w16
4.2577362060546875,2,2,6,chain-1147294-d2,3.9600157737731934,heldout,0.17838919162750244,2,29,0.8216108083724976,w16
3.7235333919525146,4,4,12,chain-1252023-d4,3.701740264892578,heldout,0.21351778507232666,2,29,0.7864822149276733,w16
3.8619744777679443,1,1,3,chain-1356752-d1,3.8004767894744873,heldout,0.13801175355911255,2,29,0.8619882464408875,w16
3.6709938049316406,2,2,6,chain-1461481-d2,3.666553020477295,heldout,0.1969321370124817,2,29,0.8030678629875183,w16
3.894765615463257,2,2,6,chain-1566210-d2,4.051247596740723,heldout,0.38837718963623047,2,29,0.6116228103637695,w16
3.850907802581787,1,1,3,chain-1670939-d1,4.120456218719482,heldout,0.21578532457351685,2,29,0.7842146754264832,w16
3.424039840698242,1,1,3,chain-100004-d1,3.5620808601379395,validation,0.1438523530960083,2,41,0.8561476469039917,w16
