dataset,example_id,condition,stride,candidate_chunks,cached_ensemble_routing_ms_per_call,amortized_routing_ms_per_token,routing_dots_per_seed_per_call,routing_dots_five_seed_ensemble_per_call,routing_index_bytes_per_chunk_per_seed,routing_index_bytes_per_chunk_five_seed_ensemble,temporal_buffer_bytes_per_seed,index_construction_ms_five_seed_ensemble
hotpotqa,5adc3aff5542996e685252eb,b1_current,1,39,1.0715099982917309,1.0715099982917309,19968,99840,2048,10240,64,6.961800158023834
hotpotqa,5adc3aff5542996e685252eb,selected_temporal,1,39,1.3748949975706637,1.3748949975706637,39936,199680,2048,10240,128,6.961800158023834
hotpotqa,5adc3aff5542996e685252eb,selected_temporal,2,39,1.3748949975706637,0.6874474987853318,39936,199680,2048,10240,128,6.961800158023834
hotpotqa,5adc3aff5542996e685252eb,selected_temporal,4,39,1.3748949975706637,0.3437237493926659,39936,199680,2048,10240,128,6.961800158023834
hotpotqa,5adc3aff5542996e685252eb,selected_temporal,8,39,1.3748949975706637,0.17186187469633296,39936,199680,2048,10240,128,6.961800158023834
hotpotqa,5ab56db7554299494045efc6,b1_current,1,40,1.3513299985788763,1.3513299985788763,20480,102400,2048,10240,64,6.25990005210042
hotpotqa,5ab56db7554299494045efc6,selected_temporal,1,40,1.4328749966807663,1.4328749966807663,40960,204800,2048,10240,128,6.25990005210042
hotpotqa,5ab56db7554299494045efc6,selected_temporal,2,40,1.4328749966807663,0.7164374983403832,40960,204800,2048,10240,128,6.25990005210042
hotpotqa,5ab56db7554299494045efc6,selected_temporal,4,40,1.4328749966807663,0.3582187491701916,40960,204800,2048,10240,128,6.25990005210042
hotpotqa,5ab56db7554299494045efc6,selected_temporal,8,40,1.4328749966807663,0.1791093745850958,40960,204800,2048,10240,128,6.25990005210042
hotpotqa,5ab2b863554299295394685a,b1_current,1,48,1.3066550018265843,1.3066550018265843,24576,122880,2048,10240,64,8.030999917536974
hotpotqa,5ab2b863554299295394685a,selected_temporal,1,48,1.3330399990081787,1.3330399990081787,49152,245760,2048,10240,128,8.030999917536974
hotpotqa,5ab2b863554299295394685a,selected_temporal,2,48,1.3330399990081787,0.6665199995040894,49152,245760,2048,10240,128,8.030999917536974
hotpotqa,5ab2b863554299295394685a,selected_temporal,4,48,1.3330399990081787,0.3332599997520447,49152,245760,2048,10240,128,8.030999917536974
hotpotqa,5ab2b863554299295394685a,selected_temporal,8,48,1.3330399990081787,0.16662999987602234,49152,245760,2048,10240,128,8.030999917536974
hotpotqa,5a710a915542994082a3e504,b1_current,1,36,1.192495005670935,1.192495005670935,18432,92160,2048,10240,64,5.525600165128708
hotpotqa,5a710a915542994082a3e504,selected_temporal,1,36,1.5529399970546365,1.5529399970546365,36864,184320,2048,10240,128,5.525600165128708
hotpotqa,5a710a915542994082a3e504,selected_temporal,2,36,1.5529399970546365,0.7764699985273182,36864,184320,2048,10240,128,5.525600165128708
hotpotqa,5a710a915542994082a3e504,selected_temporal,4,36,1.5529399970546365,0.3882349992636591,36864,184320,2048,10240,128,5.525600165128708
hotpotqa,5a710a915542994082a3e504,selected_temporal,8,36,1.5529399970546365,0.19411749963182956,36864,184320,2048,10240,128,5.525600165128708
hotpotqa,5adc93a4554299438c868e01,b1_current,1,38,1.0180899989791214,1.0180899989791214,19456,97280,2048,10240,64,5.330199841409922
hotpotqa,5adc93a4554299438c868e01,selected_temporal,1,38,1.2185949948616326,1.2185949948616326,38912,194560,2048,10240,128,5.330199841409922
hotpotqa,5adc93a4554299438c868e01,selected_temporal,2,38,1.2185949948616326,0.6092974974308163,38912,194560,2048,10240,128,5.330199841409922
hotpotqa,5adc93a4554299438c868e01,selected_temporal,4,38,1.2185949948616326,0.30464874871540815,38912,194560,2048,10240,128,5.330199841409922
hotpotqa,5adc93a4554299438c868e01,selected_temporal,8,38,1.2185949948616326,0.15232437435770407,38912,194560,2048,10240,128,5.330199841409922
hotpotqa,5ab7f97a5542991d322237ef,b1_current,1,126,1.9076899974606931,1.9076899974606931,64512,322560,2048,10240,64,20.14969987794757
hotpotqa,5ab7f97a5542991d322237ef,selected_temporal,1,126,1.9414050038903952,1.9414050038903952,129024,645120,2048,10240,128,20.14969987794757
hotpotqa,5ab7f97a5542991d322237ef,selected_temporal,2,126,1.9414050038903952,0.9707025019451976,129024,645120,2048,10240,128,20.14969987794757
hotpotqa,5ab7f97a5542991d322237ef,selected_temporal,4,126,1.9414050038903952,0.4853512509725988,129024,645120,2048,10240,128,20.14969987794757
hotpotqa,5ab7f97a5542991d322237ef,selected_temporal,8,126,1.9414050038903952,0.2426756254862994,129024,645120,2048,10240,128,20.14969987794757
hotpotqa,5a8888e35542997e5c09a5f6,b1_current,1,39,1.1893999995663762,1.1893999995663762,19968,99840,2048,10240,64,5.5785998702049255
hotpotqa,5a8888e35542997e5c09a5f6,selected_temporal,1,39,1.2187400017865002,1.2187400017865002,39936,199680,2048,10240,128,5.5785998702049255
hotpotqa,5a8888e35542997e5c09a5f6,selected_temporal,2,39,1.2187400017865002,0.6093700008932501,39936,199680,2048,10240,128,5.5785998702049255
hotpotqa,5a8888e35542997e5c09a5f6,selected_temporal,4,39,1.2187400017865002,0.30468500044662505,39936,199680,2048,10240,128,5.5785998702049255
hotpotqa,5a8888e35542997e5c09a5f6,selected_temporal,8,39,1.2187400017865002,0.15234250022331253,39936,199680,2048,10240,128,5.5785998702049255
hotpotqa,5a8c8502554299585d9e36d0,b1_current,1,55,1.1251899995841086,1.1251899995841086,28160,140800,2048,10240,64,9.322399972006679
hotpotqa,5a8c8502554299585d9e36d0,selected_temporal,1,55,1.700965000782162,1.700965000782162,56320,281600,2048,10240,128,9.322399972006679
hotpotqa,5a8c8502554299585d9e36d0,selected_temporal,2,55,1.700965000782162,0.850482500391081,56320,281600,2048,10240,128,9.322399972006679
hotpotqa,5a8c8502554299585d9e36d0,selected_temporal,4,55,1.700965000782162,0.4252412501955405,56320,281600,2048,10240,128,9.322399972006679
hotpotqa,5a8c8502554299585d9e36d0,selected_temporal,8,55,1.700965000782162,0.21262062509777024,56320,281600,2048,10240,128,9.322399972006679
hotpotqa,5a84c4bb5542991dd0999dec,b1_current,1,47,1.448409992735833,1.448409992735833,24064,120320,2048,10240,64,7.938100025057793
hotpotqa,5a84c4bb5542991dd0999dec,selected_temporal,1,47,1.3963400037027895,1.3963400037027895,48128,240640,2048,10240,128,7.938100025057793
hotpotqa,5a84c4bb5542991dd0999dec,selected_temporal,2,47,1.3963400037027895,0.6981700018513948,48128,240640,2048,10240,128,7.938100025057793
hotpotqa,5a84c4bb5542991dd0999dec,selected_temporal,4,47,1.3963400037027895,0.3490850009256974,48128,240640,2048,10240,128,7.938100025057793
hotpotqa,5a84c4bb5542991dd0999dec,selected_temporal,8,47,1.3963400037027895,0.1745425004628487,48128,240640,2048,10240,128,7.938100025057793
hotpotqa,5abbd4035542993f40c73bcb,b1_current,1,50,1.2702399981208146,1.2702399981208146,25600,128000,2048,10240,64,8.588399970903993
hotpotqa,5abbd4035542993f40c73bcb,selected_temporal,1,50,1.3060350087471306,1.3060350087471306,51200,256000,2048,10240,128,8.588399970903993
hotpotqa,5abbd4035542993f40c73bcb,selected_temporal,2,50,1.3060350087471306,0.6530175043735653,51200,256000,2048,10240,128,8.588399970903993
hotpotqa,5abbd4035542993f40c73bcb,selected_temporal,4,50,1.3060350087471306,0.32650875218678266,51200,256000,2048,10240,128,8.588399970903993
hotpotqa,5abbd4035542993f40c73bcb,selected_temporal,8,50,1.3060350087471306,0.16325437609339133,51200,256000,2048,10240,128,8.588399970903993
hotpotqa,5ae6143f5542996de7b71b2d,b1_current,1,55,1.4322350034490228,1.4322350034490228,28160,140800,2048,10240,64,7.608399959281087
hotpotqa,5ae6143f5542996de7b71b2d,selected_temporal,1,55,1.6230849898420274,1.6230849898420274,56320,281600,2048,10240,128,7.608399959281087
hotpotqa,5ae6143f5542996de7b71b2d,selected_temporal,2,55,1.6230849898420274,0.8115424949210137,56320,281600,2048,10240,128,7.608399959281087
hotpotqa,5ae6143f5542996de7b71b2d,selected_temporal,4,55,1.6230849898420274,0.40577124746050686,56320,281600,2048,10240,128,7.608399959281087
hotpotqa,5ae6143f5542996de7b71b2d,selected_temporal,8,55,1.6230849898420274,0.20288562373025343,56320,281600,2048,10240,128,7.608399959281087
hotpotqa,5a7e513a5542994959419996,b1_current,1,29,0.8806449943222106,0.8806449943222106,14848,74240,2048,10240,64,3.99719993583858
hotpotqa,5a7e513a5542994959419996,selected_temporal,1,29,1.1869500041939318,1.1869500041939318,29696,148480,2048,10240,128,3.99719993583858
hotpotqa,5a7e513a5542994959419996,selected_temporal,2,29,1.1869500041939318,0.5934750020969659,29696,148480,2048,10240,128,3.99719993583858
hotpotqa,5a7e513a5542994959419996,selected_temporal,4,29,1.1869500041939318,0.29673750104848295,29696,148480,2048,10240,128,3.99719993583858
hotpotqa,5a7e513a5542994959419996,selected_temporal,8,29,1.1869500041939318,0.14836875052424148,29696,148480,2048,10240,128,3.99719993583858
hotpotqa,5a80d6be55429938b6142206,b1_current,1,47,1.1140299960970879,1.1140299960970879,24064,120320,2048,10240,64,7.610199972987175
hotpotqa,5a80d6be55429938b6142206,selected_temporal,1,47,1.1962749995291233,1.1962749995291233,48128,240640,2048,10240,128,7.610199972987175
hotpotqa,5a80d6be55429938b6142206,selected_temporal,2,47,1.1962749995291233,0.5981374997645617,48128,240640,2048,10240,128,7.610199972987175
hotpotqa,5a80d6be55429938b6142206,selected_temporal,4,47,1.1962749995291233,0.2990687498822808,48128,240640,2048,10240,128,7.610199972987175
hotpotqa,5a80d6be55429938b6142206,selected_temporal,8,47,1.1962749995291233,0.1495343749411404,48128,240640,2048,10240,128,7.610199972987175
hotpotqa,5ab88c075542991b5579efbe,b1_current,1,51,1.286855002399534,1.286855002399534,26112,130560,2048,10240,64,7.081600138917565
hotpotqa,5ab88c075542991b5579efbe,selected_temporal,1,51,1.5764700016006827,1.5764700016006827,52224,261120,2048,10240,128,7.081600138917565
hotpotqa,5ab88c075542991b5579efbe,selected_temporal,2,51,1.5764700016006827,0.7882350008003414,52224,261120,2048,10240,128,7.081600138917565
hotpotqa,5ab88c075542991b5579efbe,selected_temporal,4,51,1.5764700016006827,0.3941175004001707,52224,261120,2048,10240,128,7.081600138917565
hotpotqa,5ab88c075542991b5579efbe,selected_temporal,8,51,1.5764700016006827,0.19705875020008534,52224,261120,2048,10240,128,7.081600138917565
hotpotqa,5a714b645542994082a3e78b,b1_current,1,40,1.0972750023938715,1.0972750023938715,20480,102400,2048,10240,64,5.147099960595369
hotpotqa,5a714b645542994082a3e78b,selected_temporal,1,40,1.1576600023545325,1.1576600023545325,40960,204800,2048,10240,128,5.147099960595369
hotpotqa,5a714b645542994082a3e78b,selected_temporal,2,40,1.1576600023545325,0.5788300011772662,40960,204800,2048,10240,128,5.147099960595369
hotpotqa,5a714b645542994082a3e78b,selected_temporal,4,40,1.1576600023545325,0.2894150005886331,40960,204800,2048,10240,128,5.147099960595369
