active_memory_fraction,any_evidence,candidate_chunks,chain_completion,condition,dataset,evidence_precision,evidence_recall,exact_identity,example_id,index_bytes_per_chunk,materialized_native_kv_tokens,mrr,requested_chunks,seed,selected_chunks
0.14645308924485126,1.0,28,1.0,full_k_teacher,hotpotqa,0.25,0.2,0.0,5ae241005542994d89d5b3a4,24576,128,0.5,4.0,-1,16 24 8 17
0.14645308924485126,1.0,28,1.0,native_mean,hotpotqa,0.5,0.4,0.0,5ae241005542994d89d5b3a4,768,128,0.5,4.0,-1,17 23 24 16
0.14645308924485126,0.0,28,0.0,exact,hotpotqa,0.0,0.0,0.0,5ae241005542994d89d5b3a4,,128,0.0,4.0,-1,15 1 7 12
0.14645308924485126,1.0,28,1.0,bm25,hotpotqa,0.75,0.6,0.0,5ae241005542994d89d5b3a4,,128,1.0,4.0,-1,23 24 4 25
0.14645308924485126,1.0,28,1.0,hybrid,hotpotqa,0.5,0.4,0.0,5ae241005542994d89d5b3a4,,128,0.5,4.0,-1,16 23 24 17
0.14645308924485126,1.0,28,1.0,lowrank_r16,hotpotqa,0.5,0.4,0.0,5ae241005542994d89d5b3a4,2048,128,0.5,4.0,11,17 22 21 12
0.14645308924485126,1.0,28,1.0,lowrank_r16,hotpotqa,0.25,0.2,0.0,5ae241005542994d89d5b3a4,2048,128,0.3333333333333333,4.0,23,17 19 21 8
0.14645308924485126,1.0,28,1.0,lowrank_r16,hotpotqa,0.25,0.2,0.0,5ae241005542994d89d5b3a4,2048,128,0.5,4.0,37,17 22 16 15
0.14645308924485126,1.0,28,1.0,lowrank_r16,hotpotqa,0.25,0.2,0.0,5ae241005542994d89d5b3a4,2048,128,1.0,4.0,53,25 17 8 13
0.14645308924485126,1.0,28,1.0,lowrank_r16,hotpotqa,0.25,0.2,0.0,5ae241005542994d89d5b3a4,2048,128,0.5,4.0,71,17 21 19 18
0.14645308924485126,1.0,28,1.0,lowrank_r16_ensemble,hotpotqa,0.5,0.4,0.0,5ae241005542994d89d5b3a4,2048,128,0.5,4.0,-1,17 22 19 21
0.14645308924485126,0.0,28,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae241005542994d89d5b3a4,256,128,0.0,4.0,11,14 1 12 5
0.12128146453089245,1.0,28,1.0,lowrank_r8_kmeans,hotpotqa,0.25,0.2,0.0,5ae241005542994d89d5b3a4,256,106,1.0,4.0,23,22 14 9 27
0.14645308924485126,1.0,28,1.0,lowrank_r8_kmeans,hotpotqa,0.25,0.2,0.0,5ae241005542994d89d5b3a4,256,128,0.3333333333333333,4.0,37,8 16 22 12
0.14645308924485126,1.0,28,1.0,lowrank_r8_kmeans,hotpotqa,0.25,0.2,0.0,5ae241005542994d89d5b3a4,256,128,0.3333333333333333,4.0,53,14 15 21 16
0.12128146453089245,1.0,28,1.0,lowrank_r8_kmeans,hotpotqa,0.25,0.2,0.0,5ae241005542994d89d5b3a4,256,106,1.0,4.0,71,24 27 18 16
0.14645308924485126,1.0,28,1.0,lowrank_r8_kmeans_ensemble,hotpotqa,0.5,0.4,0.0,5ae241005542994d89d5b3a4,256,128,1.0,4.0,-1,22 14 16 24
0.14645308924485126,1.0,28,1.0,oracle_evidence,hotpotqa,1.0,0.8,0.0,5ae241005542994d89d5b3a4,,128,1.0,4.0,-1,21 23 24 25
0.08096141682479444,0.0,50,0.0,full_k_teacher,hotpotqa,0.0,0.0,0.0,5ae0d85d5542990adbacf67e,24576,128,0.0,4.0,-1,0 40 16 8
0.08096141682479444,1.0,50,0.0,native_mean,hotpotqa,0.25,0.25,0.0,5ae0d85d5542990adbacf67e,768,128,0.25,4.0,-1,0 47 34 4
0.08096141682479444,1.0,50,0.0,exact,hotpotqa,0.25,0.25,0.0,5ae0d85d5542990adbacf67e,,128,1.0,4.0,-1,17 8 48 0
0.08096141682479444,1.0,50,0.0,bm25,hotpotqa,0.25,0.25,0.0,5ae0d85d5542990adbacf67e,,128,1.0,4.0,-1,17 8 13 27
0.08096141682479444,0.0,50,0.0,hybrid,hotpotqa,0.0,0.0,0.0,5ae0d85d5542990adbacf67e,,128,0.0,4.0,-1,0 47 34 40
0.08096141682479444,0.0,50,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae0d85d5542990adbacf67e,2048,128,0.0,4.0,11,14 31 30 21
0.08096141682479444,1.0,50,0.0,lowrank_r16,hotpotqa,0.25,0.25,0.0,5ae0d85d5542990adbacf67e,2048,128,1.0,4.0,23,6 24 0 8
0.08096141682479444,0.0,50,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae0d85d5542990adbacf67e,2048,128,0.0,4.0,37,32 30 34 31
0.08096141682479444,0.0,50,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae0d85d5542990adbacf67e,2048,128,0.0,4.0,53,8 10 28 0
0.08096141682479444,0.0,50,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae0d85d5542990adbacf67e,2048,128,0.0,4.0,71,24 0 33 12
0.08096141682479444,0.0,50,0.0,lowrank_r16_ensemble,hotpotqa,0.0,0.0,0.0,5ae0d85d5542990adbacf67e,2048,128,0.0,4.0,-1,24 0 8 10
0.08096141682479444,0.0,50,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae0d85d5542990adbacf67e,256,128,0.0,4.0,11,14 0 13 33
0.08096141682479444,1.0,50,0.0,lowrank_r8_kmeans,hotpotqa,0.25,0.25,0.0,5ae0d85d5542990adbacf67e,256,128,0.3333333333333333,4.0,23,12 3 4 32
0.08096141682479444,0.0,50,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae0d85d5542990adbacf67e,256,128,0.0,4.0,37,0 32 24 12
0.08096141682479444,0.0,50,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae0d85d5542990adbacf67e,256,128,0.0,4.0,53,47 40 11 36
0.08096141682479444,0.0,50,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae0d85d5542990adbacf67e,256,128,0.0,4.0,71,10 12 32 34
0.08096141682479444,1.0,50,0.0,lowrank_r8_kmeans_ensemble,hotpotqa,0.25,0.25,0.0,5ae0d85d5542990adbacf67e,256,128,0.3333333333333333,4.0,-1,0 24 4 32
0.08096141682479444,1.0,50,1.0,oracle_evidence,hotpotqa,1.0,1.0,1.0,5ae0d85d5542990adbacf67e,,128,1.0,4.0,-1,4 5 6 17
0.06863270777479893,1.0,59,0.0,full_k_teacher,hotpotqa,0.25,0.2,0.0,5a7a954855429941d65f26cd,24576,128,0.3333333333333333,4.0,-1,16 40 24 32
0.06863270777479893,1.0,59,1.0,native_mean,hotpotqa,0.5,0.4,0.0,5a7a954855429941d65f26cd,768,128,0.5,4.0,-1,10 24 40 33
0.06863270777479893,0.0,59,0.0,exact,hotpotqa,0.0,0.0,0.0,5a7a954855429941d65f26cd,,128,0.0,4.0,-1,1 10 11 13
0.06863270777479893,1.0,59,0.0,bm25,hotpotqa,0.25,0.2,0.0,5a7a954855429941d65f26cd,,128,1.0,4.0,-1,24 28 3 17
0.06863270777479893,1.0,59,1.0,hybrid,hotpotqa,0.5,0.4,0.0,5a7a954855429941d65f26cd,,128,0.5,4.0,-1,10 24 40 33
0.06863270777479893,0.0,59,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5a7a954855429941d65f26cd,2048,128,0.0,4.0,11,8 48 9 51
0.06863270777479893,0.0,59,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5a7a954855429941d65f26cd,2048,128,0.0,4.0,23,48 18 8 9
0.06863270777479893,1.0,59,0.0,lowrank_r16,hotpotqa,0.25,0.2,0.0,5a7a954855429941d65f26cd,2048,128,0.25,4.0,37,8 1 56 33
0.06863270777479893,0.0,59,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5a7a954855429941d65f26cd,2048,128,0.0,4.0,53,48 56 51 16
0.06863270777479893,0.0,59,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5a7a954855429941d65f26cd,2048,128,0.0,4.0,71,0 9 3 8
0.06863270777479893,0.0,59,0.0,lowrank_r16_ensemble,hotpotqa,0.0,0.0,0.0,5a7a954855429941d65f26cd,2048,128,0.0,4.0,-1,8 48 9 56
0.06863270777479893,1.0,59,0.0,lowrank_r8_kmeans,hotpotqa,0.25,0.2,0.0,5a7a954855429941d65f26cd,256,128,0.5,4.0,11,48 33 8 51
0.06863270777479893,0.0,59,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5a7a954855429941d65f26cd,256,128,0.0,4.0,23,18 51 12 10
0.06863270777479893,0.0,59,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5a7a954855429941d65f26cd,256,128,0.0,4.0,37,32 8 48 40
0.06863270777479893,0.0,59,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5a7a954855429941d65f26cd,256,128,0.0,4.0,53,51 27 16 3
0.06863270777479893,0.0,59,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5a7a954855429941d65f26cd,256,128,0.0,4.0,71,0 8 2 32
0.06863270777479893,1.0,59,0.0,lowrank_r8_kmeans_ensemble,hotpotqa,0.25,0.2,0.0,5a7a954855429941d65f26cd,256,128,0.25,4.0,-1,8 27 48 33
