active_memory_fraction,any_evidence,backing_native_kv_bytes,cached_online_ms,candidate_chunks,chain_completion,construction_ms,dataset,evidence_precision,evidence_recall,exact_identity,example_id,index_bytes,index_bytes_per_chunk,kendall,kl,low_rank_dots,m,mae,materialized_kv_tokens,method,mrr,native_dots,objective,peak_delta_gpu_bytes,rank,representation_detail,requested_chunks,rmse,salience_parameters,seed,selected_chunks,spearman,teacher_top1_overlap,teacher_top2_overlap,teacher_top4_overlap,teacher_top8_overlap,total_parameters,train_seconds,transfer_bytes,wk_parameters,wq_parameters
0.10517666392769104,1.0,4984832,0.9837000165134668,39,0.0,72.75910000316799,hotpotqa,0.25,0.25,0.0,5adc3aff5542996e685252eb,159744,4096.0,0.5087719298245614,0.05804171413183212,0,1,1.479867935180664,128,native_mean,1.0,624,none,9005568,0,1x1024 native-K scalars,4.0,1.5199295282363892,0,-1,16 32 24 35,0.6645748615264893,1.0,0.5,0.75,0.5,0,,524288,0,0
0.1007081038552321,1.0,5206016,1.0849599726498127,40,1.0,3.418399952352047,hotpotqa,0.5,0.5,0.0,5ab56db7554299494045efc6,163840,4096.0,0.7,0.053834572434425354,0,1,1.4585700035095215,128,native_mean,1.0,640,none,5411840,0,1x1024 native-K scalars,4.0,1.4828517436981201,0,-1,25 16 32 0,0.8930580615997314,0.0,0.0,0.5,0.875,0,,524288,0,0
0.08371484630477437,1.0,6262784,1.0530800092965364,48,0.0,1.2978001032024622,hotpotqa,0.25,0.3333333333333333,0.0,5ab2b863554299295394685a,196608,4096.0,0.601063829787234,0.04245452955365181,0,1,1.5712014436721802,128,native_mean,0.5,768,none,6494208,0,1x1024 native-K scalars,4.0,1.590055227279663,0,-1,24 32 40 25,0.792119026184082,0.0,0.5,0.75,0.5,0,,524288,0,0
0.1111111111111111,1.0,4718592,0.9269800037145615,36,0.0,1.088599907234311,hotpotqa,0.25,0.25,0.0,5a710a915542994082a3e504,147456,4096.0,0.7333333333333333,0.061253730207681656,0,1,1.453512191772461,128,native_mean,0.3333333333333333,576,none,4936192,0,1x1024 native-K scalars,4.0,1.4803651571273804,0,-1,16 32 24 0,0.8921492695808411,0.0,0.5,1.0,0.75,0,,524288,0,0
0.10693400167084377,0.0,4902912,0.950899999588728,38,0.0,1.1216001585125923,hotpotqa,0.0,0.0,0.0,5adc93a4554299438c868e01,155648,4096.0,0.5106685633001422,0.060907721519470215,0,1,1.6423959732055664,128,native_mean,0.0,608,none,5141504,0,1x1024 native-K scalars,4.0,1.6750118732452393,0,-1,24 25 16 1,0.7231644988059998,1.0,0.5,0.5,0.375,0,,524288,0,0
0.031753907219052344,1.0,16510976,0.9443600196391344,126,0.0,2.4123999755829573,hotpotqa,0.25,0.25,0.0,5ab7f97a5542991d322237ef,516096,4096.0,0.5666751333502666,0.07867999374866486,0,1,1.5049222707748413,128,native_mean,0.5,2016,none,17047552,0,1x1024 native-K scalars,4.0,1.537116527557373,0,-1,104 0 80 32,0.7420322299003601,1.0,0.5,0.5,0.625,0,,524288,0,0
0.10372771474878444,1.0,5054464,1.2015599757432938,39,0.0,1.2012000661343336,hotpotqa,0.25,0.25,0.0,5a8888e35542997e5c09a5f6,159744,4096.0,0.7112010796221323,0.08316931128501892,0,1,1.5556172132492065,128,native_mean,0.5,624,none,5276672,0,1x1024 native-K scalars,4.0,1.5819265842437744,0,-1,24 32 0 25,0.8834007382392883,1.0,0.5,0.75,0.75,0,,524288,0,0
0.07360552041403105,0.0,7122944,0.8406000211834908,55,0.0,1.3636001385748386,hotpotqa,0.0,0.0,0.0,5a8c8502554299585d9e36d0,225280,4096.0,0.428956228956229,0.05362042039632797,0,1,1.4923070669174194,128,native_mean,0.0,880,none,7441408,0,1x1024 native-K scalars,4.0,1.518789529800415,0,-1,8 33 0 32,0.5989899635314941,0.0,0.0,0.75,0.625,0,,524288,0,0
0.08666215301286391,0.0,6049792,1.2876399792730808,47,0.0,1.4971999917179346,hotpotqa,0.0,0.0,0.0,5a84c4bb5542991dd0999dec,192512,4096.0,0.4671600370027752,0.07678139209747314,0,1,1.6394706964492798,128,native_mean,0.0,752,none,6359040,0,1x1024 native-K scalars,4.0,1.6855167150497437,0,-1,16 12 23 13,0.6488205194473267,1.0,0.5,0.25,0.5,0,,524288,0,0
0.08137317228226319,1.0,6443008,1.1531000025570393,50,1.0,1.4786000829190016,hotpotqa,0.25,0.14285714285714285,0.0,5abbd4035542993f40c73bcb,204800,4096.0,0.6359183673469387,0.04608054831624031,0,1,1.6172045469284058,128,native_mean,0.5,800,none,6765056,0,1x1024 native-K scalars,4.0,1.6463673114776611,0,-1,40 19 7 0,0.8118606805801392,1.0,0.5,0.5,0.625,0,,524288,0,0
