model,seed,condition,layer,evidence_attention_mass,distractor_attention_mass,memory_attention_mass,memory_update_per_token
frozen,17,none,3,0.0,0.0,0.0,7.016632527112961
frozen,17,none,7,0.0,0.0,0.0,6.495341092348099
frozen,17,matched_distractor,3,0.0,0.77860808639889,0.7786080880323425,5.790136426687241
frozen,17,matched_distractor,7,0.0,0.9099553011183161,0.9099553013220429,8.786238729953766
frozen,17,evidence_only,3,0.7897793030933826,0.0,0.7897793018491939,5.93705415725708
frozen,17,evidence_only,7,0.9157413159846328,0.0,0.915741316974163,8.88085561990738
frozen,17,whole_parent,3,0.3146122745334594,0.6362796381554574,0.9508919134968892,5.696282655000687
frozen,17,whole_parent,7,0.33075687881694904,0.6551654259216946,0.9859223054954782,8.626789510250092
consumer_lora,17,none,3,0.0,0.0,0.0,10.593539297580719
consumer_lora,17,none,7,0.0,0.0,0.0,11.921399414539337
consumer_lora,17,matched_distractor,3,0.0,0.799484883005789,0.7994848842499778,8.945984542369843
consumer_lora,17,matched_distractor,7,0.0,0.6814030955387055,0.681403093971312,11.670097470283508
consumer_lora,17,evidence_only,3,0.8030017622222658,0.0,0.803001762367785,9.151683807373047
consumer_lora,17,evidence_only,7,0.6606820560365216,0.0,0.660682054964127,11.663198351860046
consumer_lora,17,whole_parent,3,0.3174595540513018,0.6392785869590017,0.9567381431115791,8.395654916763306
consumer_lora,17,whole_parent,7,0.29851975979282025,0.6131086014697451,0.9116283627226949,12.604441702365875
interface_lora,17,none,3,0.0,0.0,0.0,16.094801366329193
interface_lora,17,none,7,0.0,0.0,0.0,10.705677211284637
interface_lora,17,matched_distractor,3,0.0,0.744532959019125,0.7445329587208107,11.13262939453125
interface_lora,17,matched_distractor,7,0.0,0.3462696587540891,0.34626965899126105,12.02079701423645
interface_lora,17,evidence_only,3,0.7436275006475626,0.0,0.743627502291929,11.497808992862701
interface_lora,17,evidence_only,7,0.3568442592037826,0.0,0.35684425878935144,12.224699199199677
interface_lora,17,whole_parent,3,0.30439678257903857,0.600010638504271,0.9044074200792238,11.018824815750122
interface_lora,17,whole_parent,7,0.259143339152351,0.5697992909130902,0.8289426297415048,12.648671329021454
broad_lora,17,none,3,0.0,0.0,0.0,9.982747375965118
broad_lora,17,none,7,0.0,0.0,0.0,8.875701427459717
broad_lora,17,matched_distractor,3,0.0,0.8220929250383051,0.8220929249655455,9.012611031532288
broad_lora,17,matched_distractor,7,0.0,0.6101102906357099,0.6101102919928962,10.316717445850372
broad_lora,17,evidence_only,3,0.8325143463589484,0.0,0.832514347624965,9.329396307468414
broad_lora,17,evidence_only,7,0.6576152147554808,0.0,0.6576152168272529,11.06211107969284
broad_lora,17,whole_parent,3,0.32069359665270913,0.6199925567272122,0.9406861555762589,8.344193279743195
broad_lora,17,whole_parent,7,0.3062410384741592,0.6314964129258371,0.9377374509931542,11.681704342365265
full_weight,17,none,3,0.0,0.0,0.0,10.752126932144165
full_weight,17,none,7,0.0,0.0,0.0,10.813188791275024
full_weight,17,matched_distractor,3,0.0,0.7904375971884292,0.7904375976067968,11.512660205364227
full_weight,17,matched_distractor,7,0.0,0.6026855836882135,0.6026855868694838,12.870245099067688
full_weight,17,evidence_only,3,0.8048343241389375,0.0,0.804834321490489,11.954201579093933
full_weight,17,evidence_only,7,0.6225749858633094,0.0,0.6225749846780673,13.569393157958984
full_weight,17,whole_parent,3,0.3168094548286655,0.6212577577805711,0.9380672125844285,11.168107390403748
full_weight,17,whole_parent,7,0.3084616725713496,0.6220171472622038,0.930478818831034,13.925174295902252
native_scratch,17,none,3,0.0,0.0,0.0,5.874190837144852
native_scratch,17,none,7,0.0,0.0,0.0,5.338394999504089
native_scratch,17,matched_distractor,3,0.0,0.5980999920980139,0.5980999932799023,7.011903136968613
native_scratch,17,matched_distractor,7,0.0,0.6736557437492934,0.6736557436233852,8.2443568110466
native_scratch,17,evidence_only,3,0.6496354059679561,0.0,0.6496354045812041,7.420640289783478
native_scratch,17,evidence_only,7,0.7254213637564177,0.0,0.725421364302747,8.281458079814911
native_scratch,17,whole_parent,3,0.3074954251316387,0.5384180632709391,0.8459134894656017,7.83843132853508
native_scratch,17,whole_parent,7,0.3066788965843923,0.5949219162738046,0.9016008138423786,8.75669714808464
frozen,29,none,3,0.0,0.0,0.0,8.393572330474854
frozen,29,none,7,0.0,0.0,0.0,7.853431761264801
frozen,29,matched_distractor,3,0.0,0.4550318375554525,0.45503183745313436,6.004061609506607
frozen,29,matched_distractor,7,0.0,0.6912173667246861,0.6912173656746745,9.053228616714478
frozen,29,evidence_only,3,0.46774598352590147,0.0,0.4677459825470578,6.18251895904541
frozen,29,evidence_only,7,0.7162655757556422,0.0,0.7162655767169781,9.023348152637482
