active_kv_fraction,annotated_hops,answer_contained,answer_tokens,attention_entropy,budget_allocation,conceptual_selected_parents,condition,cpu_reference_cache_bytes,cross_shard_interval_count,dataset,deduplicated_materialization_tokens,encoding_granularity_tokens,evidence_attention_mass,evidence_coverage,evidence_density,evidence_kv_tokens,evidence_source_tokens,exact_match,example_id,generated_answer,generated_tokens,gold_mean_token_logprob,gold_sequence_logprob,gpu_reference_cache_bytes,h2d_kv_bytes,interval_resolution_seconds,kv_budget,kv_reduction_vs_whole,logical_gather_seconds,logical_h2d_seconds,logical_source_tokens,materialization_band,materialization_policy,materialized_unique_tokens,memory_attention_mass,native_kv_bytes,native_kv_token_states,non_evidence_attention_mass,non_evidence_kv_tokens,normalized_answer_accuracy,oracle_labels_used,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,phase,question_type,radius_left,radius_right,raw_answer,reference_answer,requested_materialization_tokens,selection_policy,teacher_forced_seconds,token_f1,tokens_per_second,total_generation_seconds,tpot_seconds,ttft_seconds,whole_parent_tokens,gold_mean_logprob_delta_vs_none,gold_mean_logprob_delta_vs_whole,geometry_source
0.0,2.0,0.0,3.0,,,0.0,M_none,278691840.0,0.0,musique,0.0,256.0,,0.0,0.0,0.0,256.0,0.0,2hop__10017_18974,Zhejiang.,5.0,-5.704977989196777,-17.114933013916016,0.0,0.0,0.0,,1.0,0.0,0.0,2430.0,none,none,0.0,,0.0,0.0,,0.0,0.0,False,1211600384.0,1245708288.0,validation,2hop,,,Zhejiang.,Chen Zheng,0.0,none,0.15241459989920259,0.0,3.2760921409457717,1.5262086000293493,0.11622402499779128,1.060767300077714,286.0,0.0,2.6213064193725586,frozen_paper2_5_discovery_manifest
0.003703703703703704,2.0,0.0,3.0,1.9309650574411665,,9.0,M0_native_gist,278691840.0,0.0,musique,9.0,256.0,0.0,0.0,0.0,0.0,256.0,0.0,2hop__10017_18974,-agent,8.0,-15.432701110839844,-46.29810333251953,0.0,1032192.0,0.0,,0.9685314685314685,0.0,0.0516168997855857,2430.0,all_28,native_gist_only,9.0,0.14966737247388145,1032192.0,252.0,0.14966737247388145,9.0,0.0,True,1211944448.0,1245708288.0,validation,2hop,,,-agent\n\n-inson\n\n-son,Chen Zheng,9.0,annotated_evidence_oracle,0.48141829995438457,0.0,3.5310397817938424,2.2656215999741107,0.2618922999993499,0.4317247999133542,286.0,-9.727723121643066,-7.106416702270508,frozen_paper2_5_discovery_manifest
0.1176954732510288,2.0,0.0,3.0,2.7947235873767307,,9.0,M1_whole_parent,278691840.0,0.0,musique,286.0,256.0,0.7010609826871327,1.0,0.8951048951048951,256.0,256.0,0.0,2hop__10017_18974,The,8.0,-8.326284408569336,-24.978851318359375,0.0,0.0,0.0,,0.0,0.0,0.0,2430.0,all_28,selected_chunks,286.0,0.7535900196858815,0.0,8008.0,0.05252903540219579,30.0,0.0,True,1217932800.0,1245708288.0,validation,2hop,,,The\n\nthe\n\nthe\n\nthe,Chen Zheng,286.0,annotated_evidence_oracle,0.31340079999063164,0.0,4.5314839290101645,1.7654260999988765,0.19429842856646115,0.40443080000113696,286.0,-2.6213064193725586,0.0,frozen_paper2_5_discovery_manifest
0.10534979423868313,2.0,0.0,3.0,2.697141562189375,,9.0,M3_radius_0,278691840.0,56.0,musique,256.0,256.0,0.7653460811291423,1.0,1.0,256.0,256.0,0.0,2hop__10017_18974,The,8.0,-7.027807235717773,-21.08342170715332,0.0,29360128.0,0.004796900087967515,,0.1048951048951049,0.005716300220228732,0.05913270020391792,2430.0,all_28,logical_intervals,256.0,0.7653460811291423,29360128.0,7168.0,0.0,0.0,0.0,True,1217506816.0,1245708288.0,validation,2hop,0.0,0.0,The\nA. \n\nPlease\n\nPlease,Chen Zheng,256.0,annotated_evidence_oracle,0.353336300002411,0.0,3.749080596709126,2.133856499916874,0.24288824285447067,0.4330066000111401,286.0,-1.322829246520996,1.2984771728515625,frozen_paper2_5_discovery_manifest
0.10781893004115227,2.0,0.0,3.0,2.729161258254732,,9.0,M3_radius_2,278691840.0,56.0,musique,262.0,256.0,0.7417012474366597,1.0,0.9770992366412213,256.0,256.0,0.0,2hop__10017_18974,The,8.0,-7.4585771560668945,-22.375730514526367,0.0,30048256.0,0.00427579996176064,,0.08391608391608396,0.006113800103776157,0.05741300014778972,2430.0,all_28,logical_intervals,262.0,0.7593755679471152,30048256.0,7336.0,0.01767432428563812,6.0,0.0,True,1217587200.0,1245708288.0,validation,2hop,2.0,2.0,The\nA. \n\nPlease\n\nThe,Chen Zheng,262.0,annotated_evidence_oracle,0.34486240008845925,0.0,3.870719516612719,2.066799199907109,0.2456037000021232,0.34699199988972396,286.0,-1.7535991668701172,0.8677072525024414,frozen_paper2_5_discovery_manifest
0.1102880658436214,2.0,0.0,3.0,2.7280729157584056,,9.0,M3_radius_4,278691840.0,56.0,musique,268.0,256.0,0.737625570169517,1.0,0.9552238805970149,256.0,256.0,0.0,2hop__10017_18974,The,8.0,-7.414443016052246,-22.243328094482422,0.0,30736384.0,0.004771100007928908,,0.06293706293706292,0.007903599762357771,0.06116559950169176,2430.0,all_28,logical_intervals,268.0,0.7657533777611596,30736384.0,7504.0,0.028127811549763595,12.0,0.0,True,1217667584.0,1245708288.0,validation,2hop,4.0,4.0,The\nA. \n\nThe\n\nThe,Chen Zheng,268.0,annotated_evidence_oracle,0.35651050007436424,0.0,3.8122012456736685,2.0985250999219716,0.2518986857196848,0.33463139995001256,286.0,-1.7094650268554688,0.9118413925170898,frozen_paper2_5_discovery_manifest
0.11522633744855967,2.0,0.0,3.0,2.796456984111241,,9.0,M3_radius_8,278691840.0,56.0,musique,280.0,256.0,0.7123464888760022,1.0,0.9142857142857143,256.0,256.0,0.0,2hop__10017_18974,The,8.0,-7.7258806228637695,-23.177640914916992,0.0,32112640.0,0.005186900147236884,,0.020979020979020935,0.006760199903510511,0.061894599930383265,2430.0,all_28,logical_intervals,280.0,0.7589404082724026,32112640.0,7840.0,0.04659391932987741,24.0,0.0,True,1217827840.0,1245708288.0,validation,2hop,8.0,8.0,The\n\nThe\n\nThe\n\nThe,Chen Zheng,280.0,annotated_evidence_oracle,0.35933079989627004,0.0,3.7137661185190964,2.154147500055842,0.25858995714224875,0.3433416000334546,286.0,-2.020902633666992,0.6004037857055664,frozen_paper2_5_discovery_manifest
0.0,2.0,0.0,3.0,,,0.0,M_none,363331584.0,0.0,musique,0.0,256.0,,0.0,0.0,0.0,328.0,0.0,2hop__10122_18974,Zhejiang,4.0,-5.415396690368652,-16.24618911743164,0.0,0.0,0.0,,1.0,0.0,0.0,3168.0,none,none,0.0,,0.0,0.0,,0.0,0.0,False,1217532416.0,1251999744.0,validation,2hop,,,Zhejiang,Chen Zheng,0.0,none,0.15383760002441704,0.0,9.5993679772699,0.4166941000148654,0.09135793331855287,0.1418566000647843,416.0,0.0,5.0994462966918945,frozen_paper2_5_discovery_manifest
0.004103535353535354,2.0,0.0,3.0,1.9844101922852653,,13.0,M0_native_gist,363331584.0,0.0,musique,13.0,256.0,0.0,0.0,0.0,0.0,328.0,0.0,2hop__10122_18974,أлив,8.0,-16.902095794677734,-50.70628356933594,0.0,1490944.0,0.0,,0.96875,0.0,0.07025129988323897,3168.0,all_28,native_gist_only,13.0,0.184817698630338,1490944.0,364.0,0.184817698630338,13.0,0.0,True,1213613568.0,1247805440.0,validation,2hop,,,أлив\n\n계 z h e i,Chen Zheng,13.0,annotated_evidence_oracle,0.36760699993465096,0.0,3.439157499116549,2.3261511001037434,0.28207855713221114,0.3507504001026973,416.0,-11.486699104309082,-6.3872528076171875,frozen_paper2_5_discovery_manifest
0.13131313131313133,2.0,0.0,3.0,3.0043971027646745,,13.0,M1_whole_parent,363331584.0,0.0,musique,416.0,256.0,0.6403206235596112,1.0,0.7884615384615384,328.0,328.0,0.0,2hop__10122_18974,The dialects,8.0,-10.514842987060547,-31.54452896118164,0.0,0.0,0.0,,0.0,0.0,0.0,3168.0,all_28,selected_chunks,416.0,0.7525576885257449,0.0,11648.0,0.11223706004342862,88.0,0.0,True,1222194688.0,1247805440.0,validation,2hop,,,The dialects\nThe language and the,Chen Zheng,416.0,annotated_evidence_oracle,0.30262129998300225,0.0,4.721241105414604,1.694469700101763,0.20297480000382556,0.27306310005951673,416.0,-5.0994462966918945,0.0,frozen_paper2_5_discovery_manifest
