active_kv_fraction,annotated_hops,answer_contained,answer_tokens,attention_entropy,budget_allocation,conceptual_selected_parents,condition,cpu_reference_cache_bytes,cross_shard_interval_count,dataset,deduplicated_materialization_tokens,encoding_granularity_tokens,evidence_attention_mass,evidence_coverage,evidence_density,evidence_kv_tokens,evidence_source_tokens,exact_match,example_id,generated_answer,generated_tokens,gold_mean_token_logprob,gold_sequence_logprob,gpu_reference_cache_bytes,h2d_kv_bytes,interval_resolution_seconds,kv_budget,kv_reduction_vs_whole,logical_gather_seconds,logical_h2d_seconds,logical_source_tokens,materialization_band,materialization_policy,materialized_unique_tokens,memory_attention_mass,native_kv_bytes,native_kv_token_states,non_evidence_attention_mass,non_evidence_kv_tokens,normalized_answer_accuracy,oracle_labels_used,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,phase,question_type,radius_left,radius_right,raw_answer,reference_answer,requested_materialization_tokens,selection_policy,teacher_forced_seconds,token_f1,tokens_per_second,total_generation_seconds,tpot_seconds,ttft_seconds,whole_parent_tokens,gold_mean_logprob_delta_vs_none,gold_mean_logprob_delta_vs_whole,geometry_source
0.0,2,0.0,5,,,0,M_none,308051968,0.0,musique,0,256,,0.0,0.0,0,191,0.0,2hop__10114_599630,Zhejiang,4,-4.676041126251221,-23.380205154418945,0,0.0,0.0,,1.0,0.0,0.0,2686,none,none,0.0,,0.0,0.0,,0,0.0,False,1211717120,1241513984,heldout,2hop,,,Zhejiang,Yongjia County,0,none,0.15202909999061376,0.0,5.178640439072245,0.7724034999264404,0.08329373334224026,0.5219433999154717,224,0.0,3.835357189178467,
0.0026061057334326137,2,0.0,5,1.9430944749287196,,7,M0_native_gist,308051968,0.0,musique,7,256,0.0,0.0,0.0,0,191,0.0,2hop__10114_599630,[]* []* []* []* []* []* []* []*,8,-14.221457481384277,-71.10728454589844,0,802816.0,0.0,,0.96875,0.0,0.037490000016987324,2686,all_28,native_gist_only,7,0.1430204167336342,802816.0,196,0.1430204167336342,7,0.0,True,1212175872,1241513984,heldout,2hop,,,[]* []* []* []* []* []* []* []*,Yongjia County,7,annotated_evidence_oracle,0.33547149994410574,0.0,4.323093995348805,1.8505264999112114,0.2104478857114113,0.3768650999991223,224,-9.545416355133057,-5.71005916595459,
0.08339538346984364,2,0.0,5,2.710752934217453,,7,M1_whole_parent,308051968,0.0,musique,224,256,0.6512289941310883,1.0,0.8526785714285714,191,191,0.0,2hop__10114_599630,The town is the country where,8,-8.511398315429688,-42.55699157714844,0,0.0,0.0,,0.0,0.0,0.0,2686,all_28,selected_chunks,224,0.7532180132610458,0.0,6272,0.1019890222565404,33,0.0,True,1217189376,1241513984,heldout,2hop,,,The town is the country where\n\nThe,Yongjia County,224,annotated_evidence_oracle,0.2674278999911621,0.0,4.935450477240358,1.6209259999450296,0.1638549857140918,0.4734196999343112,224,-3.835357189178467,0.0,
0.07110945644080417,2,0.0,5,2.644806525536946,,7,M2_evidence_only,308051968,56.0,musique,191,256,0.7251046864049775,1.0,1.0,191,191,0.0,2hop__10114_599630,The city where the,8,-7.206069469451904,-36.03034591674805,0,21905408.0,0.004033199744299054,,0.1473214285714286,0.0043745002476498485,0.05008009995799512,2686,all_28,logical_intervals,191,0.7251046864049775,21905408.0,5348,0.0,0,0.0,True,1215223296,1241513984,heldout,2hop,0,0,The city where the\nThe city where,Yongjia County,191,annotated_evidence_oracle,0.3105985999573022,0.0,3.9262909546871914,2.0375463999807835,0.21283562857258534,0.547117399983108,224,-2.5300283432006836,1.3053288459777832,
0.07408786299329859,2,0.0,5,2.6809511738164082,,7,M3_radius_2,308051968,56.0,musique,199,256,0.702475083725793,1.0,0.9597989949748744,191,191,0.0,2hop__10114_599630,The,8,-7.394895076751709,-36.9744758605957,0,22822912.0,0.003530900343321264,,0.1116071428571429,0.004174199304543436,0.049674199894070625,2686,all_28,logical_intervals,199,0.7338188088365963,22822912.0,5572,0.03134373901411891,8,0.0,True,1215394304,1241513984,heldout,2hop,2,2,The\n\nThe\n\nThe,Yongjia County,199,annotated_evidence_oracle,0.31518090004101396,0.0,4.342284717988995,1.8423481000354514,0.22050731427901024,0.29815830010920763,224,-2.7188539505004883,1.1165032386779785,
0.0,2,0.0,4,,,0,M_none,263438336,0.0,musique,0,256,,0.0,0.0,0,136,0.0,2hop__103889_86452,2012,5,-2.91940975189209,-11.67763900756836,0,0.0,0.0,,1.0,0.0,0.0,2297,none,none,0.0,,0.0,0.0,,0,0.0,False,1212860928,1249902592,heldout,2hop,,,2012,1989,0,none,0.157781699905172,0.0,10.730444998617589,0.4659638999728486,0.08013112499611452,0.14486040000338107,224,0.0,-0.4313781261444092,
0.0030474531998258597,2,0.0,4,1.8833401841776711,,7,M0_native_gist,263438336,0.0,musique,7,256,0.0,0.0,0.0,0,136,0.0,2hop__103889_86452,,1,-14.686280250549316,-58.745121002197266,0,802816.0,0.0,,0.96875,0.0,0.038942400249652565,2297,all_28,native_gist_only,7,0.14945323379444225,802816.0,196,0.14945323379444225,7,0.0,True,1213089792,1249902592,heldout,2hop,,,,1989,7,annotated_evidence_oracle,0.30422940000426024,0.0,3.2708042782765574,0.3057351999450475,0.0,0.30502239998895675,224,-11.766870498657227,-12.198248624801636,
0.09751850239442751,2,0.0,4,2.5799948232514516,,7,M1_whole_parent,263438336,0.0,musique,224,256,0.5368065993700709,1.0,0.6071428571428571,136,136,0.0,2hop__103889_86452,The United States of Myanmar,8,-2.4880316257476807,-9.952126502990723,0,0.0,0.0,,0.0,0.0,0.0,2297,all_28,selected_chunks,224,0.7458318024873734,0.0,6272,0.2090252016537956,88,0.0,True,1219150848,1249902592,heldout,2hop,,,The United States of Myanmar\n\nThe United,1989,224,annotated_evidence_oracle,0.2643239999888465,0.0,4.739598462206562,1.687906700070016,0.16372734284959733,0.5413332000607625,224,0.4313781261444092,0.0,
0.05920766216804527,2,0.0,4,2.339633916105543,,7,M2_evidence_only,263438336,56.0,musique,136,256,0.7099387549928257,1.0,1.0,136,136,0.0,2hop__103889_86452,The 2012: the,8,-2.5483617782592773,-10.19344711303711,0,15597568.0,0.0035752998664975166,,0.3928571428571429,0.004095699987374246,0.04903919994831085,2297,all_28,logical_intervals,136,0.7099387549928257,15597568.0,3808,0.0,0,0.0,True,1215964672,1249902592,heldout,2hop,0,0,The 2012: the,1989,136,annotated_evidence_oracle,0.30807559995446354,0.0,4.685849793807204,1.7072676999960095,0.20323018571694515,0.28411489992868155,224,0.3710479736328125,-0.06033015251159668,
0.06269046582498912,2,0.0,4,2.336646710123335,,7,M3_radius_2,263438336,56.0,musique,144,256,0.6869584002665111,1.0,0.9444444444444444,136,136,0.0,2hop__103889_86452,The 2012 Olympics,8,-2.5674357414245605,-10.269742965698242,0,16515072.0,0.003888599807396531,,0.3571428571428571,0.004488200647756457,0.04824540007393807,2297,all_28,logical_intervals,144,0.725574217736721,16515072.0,4032,0.03861581068485975,8,0.0,True,1216150016,1249902592,heldout,2hop,2,2,The 2012 Olympics,1989,144,annotated_evidence_oracle,0.3106707000406459,0.0,4.6482292716600435,1.721085499972105,0.20401754285142357,0.29237719997763634,224,0.3519740104675293,-0.07940411567687988,
