dataset,split,budget_chunks,condition,identities,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,teacher_top4_overlap,spearman,kl,index_bytes_per_chunk,routing_setup_plus_score_ms,materialized_native_kv_tokens,active_memory_fraction,transfer_bytes
2wikimultihopqa,test,4,approximate,100,0.2513412698412698,0.34,0.79,0.19,0.0,0.5425,0.135,0.1477232835360337,0.15855708509683608,0.0,17.76169000309892,125.95,0.10107841474073999,515891.2
2wikimultihopqa,test,4,bm25,100,0.2665238095238095,0.35,0.82,0.24,0.0,0.6325,0.12,0.13896988591179252,0.17741607196629047,0.0,17.76169000309892,126.96,0.10190018947501184,520028.16
2wikimultihopqa,test,4,exact,100,0.2821190476190476,0.3775,0.84,0.18,0.0,0.6575,0.1425,0.09907978081362671,0.17096916183829308,0.0,17.76169000309892,127.34,0.10253564318180194,521584.64
2wikimultihopqa,test,4,inherited_hybrid,100,0.1455793650793651,0.1925,0.59,0.13,0.0,0.35416666666666663,0.57,0.6902159959077835,0.10434865422546863,0.0,17.76169000309892,121.34,0.0967683259637742,497008.64
2wikimultihopqa,test,4,lexical_lowrank_mixed,100,0.24960317460317458,0.33,0.84,0.24,0.0,0.5608333333333334,0.1925,0.3668688904028386,0.14059700809419154,2048.0,0.0,127.81,0.10276127654527585,523509.76
2wikimultihopqa,test,4,lexical_lowrank_retrained,100,0.22769841269841268,0.3,0.79,0.21,0.0,0.5666666666666667,0.215,0.3535787630919367,0.13866114914417266,2048.0,0.0,127.66,0.1025895598230963,522895.36
2wikimultihopqa,test,4,lexical_lowrank_zero_shot,100,0.25355555555555553,0.3375,0.81,0.2,0.0,0.6208333333333333,0.25,0.3638310740143061,0.13750853307545186,2048.0,0.0,127.03,0.10199258414994661,520314.88
2wikimultihopqa,test,6,approximate,100,0.3049603174603175,0.27166666666666667,0.85,0.26,0.0,0.5538333333333333,0.135,0.1477232835360337,0.15855708509683608,0.0,17.76169000309892,189.52,0.15216089290642987,776273.92
2wikimultihopqa,test,6,bm25,100,0.32881746031746034,0.29,0.91,0.32,0.0,0.6495000000000001,0.12,0.13896988591179252,0.17741607196629047,0.0,17.76169000309892,190.77,0.15312794963297477,781393.92
2wikimultihopqa,test,6,exact,100,0.33049999999999996,0.29333333333333333,0.87,0.26,0.0,0.6631666666666667,0.1425,0.09907978081362671,0.17096916183829308,0.0,17.76169000309892,190.79,0.15327154826256645,781475.84
2wikimultihopqa,test,6,inherited_hybrid,100,0.21623809523809523,0.19,0.76,0.19,0.0,0.38549999999999995,0.57,0.6902159959077835,0.10434865422546863,0.0,17.76169000309892,184.98,0.14801605185741767,757678.08
2wikimultihopqa,test,6,lexical_lowrank_mixed,100,0.3290079365079365,0.29333333333333333,0.93,0.31,0.0,0.5781666666666667,0.1925,0.3668688904028386,0.14059700809419154,2048.0,0.0,191.63,0.1541013654603449,784916.48
2wikimultihopqa,test,6,lexical_lowrank_retrained,100,0.3142936507936508,0.275,0.9,0.33,0.0,0.5873333333333334,0.215,0.3535787630919367,0.13866114914417266,2048.0,0.0,191.33,0.15372174457171797,783687.68
2wikimultihopqa,test,6,lexical_lowrank_zero_shot,100,0.29867460317460315,0.26166666666666666,0.88,0.26,0.0,0.6335000000000001,0.25,0.3638310740143061,0.13750853307545186,2048.0,0.0,190.83,0.15322782354022596,781639.68
2wikimultihopqa,validation,4,approximate,20,0.29083333333333333,0.3625,0.9,0.1,0.0,0.5791666666666667,0.0875,0.1465938724577427,0.17174144312739373,0.0,15.15606000320986,124.35,0.11626108794150529,509337.6
2wikimultihopqa,validation,4,bm25,20,0.2970833333333333,0.375,0.9,0.3,0.0,0.6916666666666667,0.15,0.15812887251377106,0.1818302970379591,0.0,15.15606000320986,126.95,0.11828195501623635,519987.2
2wikimultihopqa,validation,4,exact,20,0.36208333333333337,0.45,0.95,0.25,0.0,0.6958333333333333,0.1125,0.11399769794079476,0.18878392428159713,0.0,15.15606000320986,126.3,0.11837538248214854,517324.8
2wikimultihopqa,validation,4,inherited_hybrid,20,0.17666666666666667,0.2125,0.55,0.15,0.0,0.32916666666666666,0.5,0.7398358419537544,0.11086590681225061,0.0,15.15606000320986,122.35,0.11525010719084312,501145.6
2wikimultihopqa,validation,4,lexical_lowrank_mixed,20,0.4804166666666666,0.6,1.0,0.6,0.0,0.8166666666666667,0.2625,0.33956706840544937,0.15127237923443318,2048.0,0.0,128.0,0.11940999625727193,524288.0
2wikimultihopqa,validation,4,lexical_lowrank_retrained,20,0.7179166666666668,0.9,1.0,0.95,0.05,1.0,0.2,0.37544029820710423,0.14217361472547055,2048.0,0.0,127.9,0.1192737564752556,523878.4
2wikimultihopqa,validation,4,lexical_lowrank_zero_shot,20,0.3145833333333333,0.4,0.9,0.35,0.0,0.6833333333333333,0.2875,0.4100968599319458,0.139219219237566,2048.0,0.0,127.65,0.11904915582152513,522854.4
2wikimultihopqa,validation,6,approximate,20,0.33333333333333337,0.275,0.9,0.25,0.0,0.5791666666666667,0.0875,0.1465938724577427,0.17174144312739373,0.0,15.15606000320986,188.3,0.17592382064326045,771276.8
2wikimultihopqa,validation,6,bm25,20,0.36041666666666666,0.3,0.95,0.45,0.0,0.7016666666666667,0.15,0.15812887251377106,0.1818302970379591,0.0,15.15606000320986,190.95,0.1779869531448723,782131.2
