active_detail_bytes,answer_quality_publishable,answer_string_availability,candidate_count,completion_latency_ms,condition,document_recall_at_candidate_k,exact_match,examples,failure_counts,false_selected_document_fraction,gold_chunk_recall,ingestion_ms,itl_ms,itl_p50_ms,itl_p95_ms,kv_bytes,logical_candidate_tokens,materialization_avoidance,native_reuse,newly_materialized_tokens,official_multihop_rag_score,official_multihop_rag_score_ci95_high,official_multihop_rag_score_ci95_low,output_tokens_per_second,peak_memory_bytes,physical_context_tokens,prefill_ms,regime,requests_per_second,retained_detail_bytes,selected_native_kv_tokens,selector_profile,status,successful_examples,supporting_document_coverage,supporting_span_coverage,temporary_allocation_bytes,token_budget,token_f1,token_f1_ci95_high,token_f1_ci95_low,tokens_per_second,total_latency_ms,total_latency_ms_ci95_high,total_latency_ms_ci95_low,ttft_ms,ttft_ms_ci95_high,ttft_ms_ci95_low,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,visible_prompt_tokens,visible_reuse
0.0,True,0.66,50,442.8593483590521,NO_PRA_STANDARD_RAG,0.795,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 15, ""GENERATION_FAILURE"": 17, ""STANDARD_RAG_PACKING_MISS"": 18}",0.8066116106116107,0.03497339874639545,5463.6848532781005,14.285482473393543,14.278227838897898,14.42015438280519,0.0,121218.4,0.9656280978185044,0.0,4084.98,0.46,0.6,0.32,49.62367959325427,3581110516.08,4075.46,5666.610049979063,COLD,0.16369910430811746,0.0,0.0,standard_bm25,MEASURED,0,0.565,0.39666666666666667,,4096,0.07529415542504787,0.09624605830477682,0.05497786612700801,5.238371337859759,6109.469398338115,6127.469461375469,6091.82531559511,5666.610049979063,5684.501734174351,5649.0992040435085,5661.097832984524,5761.685646235128,5791.2041536474135,4164.0,0.0
0.0,True,0.66,50,443.27451089629903,NO_PRA_STANDARD_RAG,0.795,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 15, ""GENERATION_FAILURE"": 17, ""STANDARD_RAG_PACKING_MISS"": 18}",0.8066116106116107,0.03497339874639545,5482.2676083794795,14.298915699342146,14.306950273983661,14.404120442322306,0.0,121218.4,0.9656280978185044,0.0,4084.98,0.46,0.6,0.32,50.590127692899024,3580503325.04,4075.46,5672.546287563164,WARM,0.16353206361647257,0.0,0.0,standard_bm25,MEASURED,0,0.565,0.39666666666666667,,4096,0.07529415542504787,0.09624605830477682,0.05497786612700801,5.233026035727122,6115.820798459463,6135.591911068477,6097.030494685576,5672.546287563164,5692.208501122863,5654.0339059947,5678.780812449986,5781.285104207927,5817.442190668662,4164.0,0.0
0.0,True,0.74,50,442.2500799584668,NO_PRA_STANDARD_RAG,0.795,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 15, ""GENERATION_FAILURE"": 18, ""STANDARD_RAG_PACKING_MISS"": 17}",0.7596897546897547,0.037130294289300744,5518.442726681242,14.265846021758813,14.263016805465844,14.366506737273847,0.0,121218.4,0.9656094069586861,0.0,4087.38,0.46,0.6,0.32,49.47516927537531,3580169747.28,4076.96,5724.123869165778,COLD,0.16228009728564896,0.0,0.0,strong_conventional_reranker,MEASURED,0,0.6033333333333334,0.43,,4096,0.08116620696025731,0.10203950560838432,0.05965923182843091,5.192963113140767,6166.373949124245,6221.014250818,6129.1642198056215,5724.123869165778,5778.444453244476,5686.858312254306,5707.971499476116,5814.409572648583,6333.364791967904,4166.4,0.0
0.0,True,0.74,50,442.34330080333166,NO_PRA_STANDARD_RAG,0.795,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 15, ""GENERATION_FAILURE"": 18, ""STANDARD_RAG_PACKING_MISS"": 17}",0.7596897546897547,0.037130294289300744,5492.683961559087,14.268836910318162,14.297162645473897,14.386875071607891,0.0,121218.4,0.9656094069586861,0.0,4087.38,0.46,0.6,0.32,50.64598476712095,3580000664.4,4076.96,5683.279974905308,WARM,0.1632864516066791,0.0,0.0,strong_conventional_reranker,MEASURED,0,0.6033333333333334,0.43,,4096,0.08116620696025731,0.10203950560838432,0.05965923182843091,5.225166451413731,6125.62327570864,6152.09531016706,6101.177377111249,5683.279974905308,5709.608705504303,5659.123351527378,5680.459728988353,5809.658856270835,5988.437318270444,4166.4,0.0
,True,,50,,PRA_NATIVE_MEMORY_BUNDLE,,,50,"{""None"": 50}",,,,,,,,,,,,,,,,,,,COLD,,,,bundle_exact_qualified,NO_QUALIFIED_ADAPTER,0,,,,4096,,,,,,,,,,,,,,,
,True,,50,,PRA_NATIVE_MEMORY_BUNDLE,,,50,"{""None"": 50}",,,,,,,,,,,,,,,,,,,WARM,,,,bundle_exact_qualified,NO_QUALIFIED_ADAPTER,0,,,,4096,,,,,,,,,,,,,,,
602166067.2,True,0.76,50,600.8430691144895,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.795,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 15, ""GENERATION_FAILURE"": 16, ""PRA_DISTRACTOR_SELECTION"": 15, ""PRA_SELECTOR_MISS"": 4}",0.8249190254190255,0.036653643897748125,5501.968663383741,19.38155663868172,19.370219080648837,19.57484349193457,602166067.2,121218.4,0.9656440827180282,0.0,4083.7,0.46,0.6,0.32,39.52283662236792,3575939071.04,4073.32,5711.729149266612,COLD,0.1584340202442123,602166067.2,4083.7,pra_generic,MEASURED,0,0.585,0.37666666666666665,,4096,0.08011480674300843,0.10011859962954534,0.06046464132358869,5.0698886478147935,6312.572218381101,6331.26876318088,6292.549668144493,5711.729149266612,5730.145503247448,5691.96059632898,5719.933917047456,5805.739504474332,5821.438255580724,79.02,0.0
602166067.2,True,0.76,50,602.1279182599392,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.795,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 15, ""GENERATION_FAILURE"": 16, ""PRA_DISTRACTOR_SELECTION"": 15, ""PRA_SELECTOR_MISS"": 4}",0.8249190254190255,0.036653643897748125,0.047350877430289984,19.42292682837785,19.380791661998018,19.74516633593838,602166067.2,121218.4,0.9656440827180282,1.0,0.0,0.46,0.6,0.32,40.08524800901267,3326897850.96,4073.32,197.01723593403585,WARM,1.2525895710786734,602166067.2,4083.7,pra_generic,MEASURED,0,0.585,0.37666666666666665,,4096,0.08011480674300843,0.10011859962954534,0.06046464132358869,40.08286627451755,799.145154193975,806.2771379698243,791.9537005843595,197.01723593403585,203.65184836450499,190.35730687878095,198.85516751674004,249.26315827760845,253.39750175538938,79.02,0.0
602708705.28,True,0.74,50,602.911189221777,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.795,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 15, ""GENERATION_FAILURE"": 15, ""PRA_DISTRACTOR_SELECTION"": 17, ""PRA_SELECTOR_MISS"": 3}",0.7596897546897547,0.037130294289300744,5506.913770822575,19.448274568534426,19.415529564984382,19.676062302671433,602708705.28,121218.4,0.9656094069586861,0.0,4087.38,0.46,0.6,0.32,39.43851604525559,3580421077.84,4076.96,5716.2243116344325,COLD,0.1582700989230457,602708705.28,4087.38,pra_strong_reranker,MEASURED,0,0.6033333333333334,0.43,,4096,0.08116620696025731,0.10203950560838432,0.05965923182843091,5.064643165537462,6319.13550085621,6339.149796584563,6298.2938612182625,5716.2243116344325,5735.982907673693,5695.727856168931,5720.01506248489,5815.923944092356,5842.607080886373,79.02,0.0
602708705.28,True,0.74,50,601.040475043701,PRA_NATIVE_MEMORY_NO_ADAPTOR,0.795,0.0,50,"{""FIRST_STAGE_RETRIEVAL_MISS"": 15, ""GENERATION_FAILURE"": 15, ""PRA_DISTRACTOR_SELECTION"": 17, ""PRA_SELECTOR_MISS"": 3}",0.7596897546897547,0.037130294289300744,0.049359138356521726,19.387967444978834,19.376192870925394,19.59278312072368,602708705.28,121218.4,0.9656094069586861,1.0,0.0,0.46,0.6,0.32,40.14064763598042,3328255757.36,4076.96,197.00659659923986,WARM,1.254317846458069,602708705.28,4087.38,pra_strong_reranker,MEASURED,0,0.6033333333333334,0.43,,4096,0.08116620696025731,0.10203950560838432,0.05965923182843091,40.13817108665821,798.0470716429409,805.0583735125547,790.9281975872291,197.00659659923986,203.79601860963157,190.36163911884069,198.3929164998699,250.56171220494434,252.5183805031702,79.02,0.0
