active_memory_fraction,any_evidence,candidate_chunks,chain_completion,condition,dataset,evidence_precision,evidence_recall,exact_identity,example_id,index_bytes_per_chunk,materialized_native_kv_tokens,mrr,requested_chunks,seed,selected_chunks
0.15403128760529483,1.0,26,0.0,full_k_teacher,hotpotqa,0.25,0.25,0.0,5ae241005542994d89d5b3a4,131072,128,0.25,4.0,-1,8 0 16 24
0.15403128760529483,0.0,26,0.0,native_mean,hotpotqa,0.0,0.0,0.0,5ae241005542994d89d5b3a4,4096,128,0.0,4.0,-1,8 16 0 3
0.15403128760529483,0.0,26,0.0,exact,hotpotqa,0.0,0.0,0.0,5ae241005542994d89d5b3a4,,128,0.0,4.0,-1,14 1 6 11
0.15403128760529483,1.0,26,0.0,bm25,hotpotqa,0.25,0.25,0.0,5ae241005542994d89d5b3a4,,128,1.0,4.0,-1,23 22 14 15
0.15403128760529483,1.0,26,0.0,hybrid,hotpotqa,0.25,0.25,0.0,5ae241005542994d89d5b3a4,,128,0.25,4.0,-1,8 1 16 24
0.15403128760529483,1.0,26,0.0,lowrank_r16,hotpotqa,0.25,0.25,0.0,5ae241005542994d89d5b3a4,2048,128,0.5,4.0,11,0 24 8 1
0.15403128760529483,1.0,26,0.0,lowrank_r16,hotpotqa,0.5,0.5,0.0,5ae241005542994d89d5b3a4,2048,128,0.3333333333333333,4.0,23,14 15 20 21
0.15403128760529483,1.0,26,0.0,lowrank_r16,hotpotqa,0.25,0.25,0.0,5ae241005542994d89d5b3a4,2048,128,0.3333333333333333,4.0,37,8 22 24 16
0.15403128760529483,0.0,26,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae241005542994d89d5b3a4,2048,128,0.0,4.0,53,2 13 0 17
0.15403128760529483,0.0,26,0.0,lowrank_r16,hotpotqa,0.0,0.0,0.0,5ae241005542994d89d5b3a4,2048,128,0.0,4.0,71,8 14 6 18
0.15403128760529483,1.0,26,0.0,lowrank_r16_ensemble,hotpotqa,0.25,0.25,0.0,5ae241005542994d89d5b3a4,2048,128,0.3333333333333333,4.0,-1,8 14 24 15
0.15403128760529483,0.0,26,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae241005542994d89d5b3a4,256,128,0.0,4.0,11,8 13 12 9
0.15403128760529483,1.0,26,0.0,lowrank_r8_kmeans,hotpotqa,0.25,0.25,0.0,5ae241005542994d89d5b3a4,256,128,0.25,4.0,23,8 12 17 20
0.15403128760529483,0.0,26,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae241005542994d89d5b3a4,256,128,0.0,4.0,37,3 1 8 17
0.15403128760529483,0.0,26,0.0,lowrank_r8_kmeans,hotpotqa,0.0,0.0,0.0,5ae241005542994d89d5b3a4,256,128,0.0,4.0,53,0 10 1 8
0.15403128760529483,1.0,26,0.0,lowrank_r8_kmeans,hotpotqa,0.25,0.25,0.0,5ae241005542994d89d5b3a4,256,128,0.3333333333333333,4.0,71,15 3 20 14
0.15403128760529483,0.0,26,0.0,lowrank_r8_kmeans_ensemble,hotpotqa,0.0,0.0,0.0,5ae241005542994d89d5b3a4,256,128,0.0,4.0,-1,8 3 1 17
0.15403128760529483,1.0,26,1.0,oracle_evidence,hotpotqa,1.0,1.0,1.0,5ae241005542994d89d5b3a4,,128,1.0,4.0,-1,20 21 23 24
0.15403128760529483,0.0,26,0.0,shuffled_selection,hotpotqa,0.0,0.0,0.0,5ae241005542994d89d5b3a4,,128,0.0,4.0,-1,3 7 8 17
