dataset,split,budget_chunks,condition,identities,evidence_recall,evidence_precision,any_evidence,chain_completion,exact_identity,mrr,teacher_top4_overlap,spearman,kl,index_bytes_per_chunk,routing_setup_plus_score_ms,materialized_native_kv_tokens,active_memory_fraction,transfer_bytes
2wikimultihopqa,test,4,lexical_lowrank_mixed,100,0.24960317460317458,0.33,0.84,0.24,0.0,0.5608333333333334,0.1925,0.3668688904028386,0.14059700809419154,2048.0,0.0,127.81,0.10276127654527585,523509.76
2wikimultihopqa,test,4,rank16_mixed,100,0.1753650793650794,0.2275,0.61,0.2,0.0,0.4033333333333334,0.205,0.3477943687001243,0.19884787254035474,2048.0,0.0,127.54,0.10241944813114336,522403.84
2wikimultihopqa,test,4,rank8_centroid8_mixed,100,0.16192063492063494,0.205,0.61,0.14,0.0,0.415,0.4425,0.47044304877519605,0.10911699544638395,256.0,0.0,125.86,0.10093676777326521,515522.56
2wikimultihopqa,test,4,rank8_mixed,100,0.17576984126984127,0.2225,0.63,0.15,0.0,0.43,0.405,0.5073175980150699,0.11294043697416782,1024.0,0.0,127.76,0.10267461451874249,523304.96
2wikimultihopqa,test,6,lexical_lowrank_mixed,100,0.3290079365079365,0.29333333333333333,0.93,0.31,0.0,0.5781666666666667,0.1925,0.3668688904028386,0.14059700809419154,2048.0,0.0,191.63,0.1541013654603449,784916.48
2wikimultihopqa,test,6,rank16_mixed,100,0.25461904761904763,0.22333333333333333,0.77,0.29,0.0,0.433,0.205,0.3477943687001243,0.19884787254035474,2048.0,0.0,191.19,0.1535372058007999,783114.24
2wikimultihopqa,test,6,rank8_centroid8_mixed,100,0.2201984126984127,0.19,0.77,0.2,0.0,0.4446666666666667,0.4425,0.47044304877519605,0.10911699544638395,256.0,0.0,188.83,0.15133121387707726,773447.68
2wikimultihopqa,test,6,rank8_mixed,100,0.24086507936507937,0.20666666666666664,0.74,0.27,0.0,0.4513333333333333,0.405,0.5073175980150699,0.11294043697416782,1024.0,0.0,191.61,0.15394376700782753,784834.56
2wikimultihopqa,validation,4,lexical_lowrank_mixed,20,0.4804166666666666,0.6,1.0,0.6,0.0,0.8166666666666667,0.2625,0.33956706840544937,0.15127237923443318,2048.0,0.0,128.0,0.11940999625727193,524288.0
2wikimultihopqa,validation,4,rank16_mixed,20,0.5216666666666667,0.65,1.0,0.7,0.0,0.8541666666666666,0.275,0.32373800659552215,0.22160087004303933,2048.0,0.0,128.0,0.11940999625727193,524288.0
2wikimultihopqa,validation,4,rank8_centroid8_mixed,20,0.36666666666666664,0.4625,0.85,0.55,0.0,0.7416666666666667,0.4,0.46640329360961913,0.1225716033950448,256.0,0.0,126.8,0.11877708486486686,519372.8
2wikimultihopqa,validation,4,rank8_mixed,20,0.4320833333333334,0.55,0.95,0.6,0.0,0.8416666666666666,0.4,0.48207771852612497,0.13156102765351535,1024.0,0.0,127.9,0.1192737564752556,523878.4
2wikimultihopqa,validation,6,lexical_lowrank_mixed,20,0.6016666666666667,0.5083333333333333,1.0,0.75,0.0,0.8166666666666667,0.2625,0.33956706840544937,0.15127237923443318,2048.0,0.0,192.0,0.1791149943859079,786432.0
2wikimultihopqa,validation,6,rank16_mixed,20,0.61125,0.5166666666666667,1.0,0.8,0.0,0.8541666666666666,0.275,0.32373800659552215,0.22160087004303933,2048.0,0.0,191.9,0.17897875460389157,786022.4
2wikimultihopqa,validation,6,rank8_centroid8_mixed,20,0.47000000000000003,0.39166666666666666,0.9,0.7,0.0,0.7516666666666667,0.4,0.46640329360961913,0.1225716033950448,256.0,0.0,189.8,0.1775769656138518,777420.8
2wikimultihopqa,validation,6,rank8_mixed,20,0.5829166666666666,0.4916666666666667,1.0,0.8,0.0,0.8516666666666668,0.4,0.48207771852612497,0.13156102765351535,1024.0,0.0,191.9,0.17897875460389157,786022.4
musique,test,4,lexical_lowrank_mixed,100,0.10194606669373461,0.305,0.76,0.19,0.0,0.5625,0.105,0.4937998202443123,0.12646780267357827,2048.0,0.0,128.0,0.05206149982233394,524288.0
musique,test,4,rank16_mixed,100,0.07178071379944445,0.22,0.58,0.15,0.0,0.3425,0.1225,0.5166312970221043,0.20598386615514755,2048.0,0.0,128.0,0.05206149982233394,524288.0
musique,test,4,rank8_centroid8_mixed,100,0.0715043683806808,0.2225,0.56,0.11,0.0,0.38583333333333336,0.2575,0.5214728780090809,0.11129299115389585,256.0,0.0,126.99,0.05160027601959762,520151.04
musique,test,4,rank8_mixed,100,0.06996119778503006,0.2125,0.58,0.11,0.0,0.37833333333333335,0.2525,0.5772957679629326,0.11113352164626121,1024.0,0.0,128.0,0.05206149982233394,524288.0
musique,test,8,lexical_lowrank_mixed,100,0.1583631255382568,0.2425,0.89,0.36,0.0,0.584047619047619,0.105,0.4937998202443123,0.12646780267357827,2048.0,0.0,256.0,0.10412299964466788,1048576.0
musique,test,8,rank16_mixed,100,0.12729382879575368,0.20125,0.84,0.31,0.0,0.3836428571428571,0.1225,0.5166312970221043,0.20598386615514755,2048.0,0.0,256.0,0.10412299964466788,1048576.0
musique,test,8,rank8_centroid8_mixed,100,0.1352629002258865,0.20875,0.81,0.23,0.0,0.4275595238095238,0.2575,0.5214728780090809,0.11129299115389585,256.0,0.0,254.4,0.10344625116444105,1042022.4
musique,test,8,rank8_mixed,100,0.13518529085555267,0.20875,0.78,0.22,0.0,0.4101190476190476,0.2525,0.5772957679629326,0.11113352164626121,1024.0,0.0,256.0,0.10412299964466788,1048576.0
musique,validation,4,lexical_lowrank_mixed,20,0.20082619994384698,0.5875,1.0,0.4,0.0,0.95,0.0875,0.4558067537844181,0.10824618078768253,2048.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,4,rank16_mixed,20,0.18401421291127174,0.55,0.95,0.2,0.0,0.7791666666666667,0.1,0.46918090209364893,0.21337720975279809,2048.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,4,rank8_centroid8_mixed,20,0.16365448277212985,0.4875,0.9,0.3,0.0,0.7541666666666667,0.175,0.4594788648188114,0.12039198875427246,256.0,0.0,126.8,0.04826687152546738,519372.8
musique,validation,4,rank8_mixed,20,0.18829507094212977,0.575,1.0,0.45,0.0,0.7833333333333333,0.1625,0.48343553841114045,0.1278798919171095,1024.0,0.0,128.0,0.04885052911301602,524288.0
musique,validation,8,lexical_lowrank_mixed,20,0.3528016672869614,0.51875,1.0,0.65,0.0,0.95,0.0875,0.4558067537844181,0.10824618078768253,2048.0,0.0,256.0,0.09770105822603203,1048576.0
musique,validation,8,rank16_mixed,20,0.30987514936044347,0.475,1.0,0.6,0.0,0.7875,0.1,0.46918090209364893,0.21337720975279809,2048.0,0.0,256.0,0.09770105822603203,1048576.0
musique,validation,8,rank8_centroid8_mixed,20,0.3164683682330741,0.48125,1.0,0.45,0.0,0.7696428571428571,0.175,0.4594788648188114,0.12039198875427246,256.0,0.0,254.75,0.09708948327388262,1043456.0
musique,validation,8,rank8_mixed,20,0.31008466206995616,0.46875,1.0,0.5,0.0,0.7833333333333333,0.1625,0.48343553841114045,0.1278798919171095,1024.0,0.0,256.0,0.09770105822603203,1048576.0
