active_kv_fraction,answer_contained,answer_tokens,attention_entropy,condition,cross_shard_interval_count,dataset,evidence_attention_mass,evidence_recall,exact_match,example_id,generated_answer,generated_tokens,gold_mean_token_logprob,gold_sequence_logprob,interval_resolution_seconds,logical_gather_seconds,logical_h2d_seconds,logical_source_tokens,materialization_layers,materialized_unique_tokens,memory_attention_mass,native_kv_bytes,native_kv_token_states,non_evidence_attention_mass,normalized_answer_accuracy,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,precision,raw_answer,reference_answer,selected_chunk_ids,teacher_forced_seconds,token_f1,tokens_per_second,total_generation_seconds,tpot_seconds,ttft_seconds,conceptual_selected_chunks,physical_selected_chunks,gold_logprob_delta_vs_no_memory
0.0,0.0,4,,no_memory,0.0,hotpotqa,,0.0,0.0,5a710a915542994082a3e504,Edmund Mortimer.,6,-1.9347543716430664,-7.739017486572266,0.0,0.0,0.0,1152,,0.0,,0.0,0.0,,0.0,1208729088,1224736768,0.0,Edmund Mortimer.,Scott Treleaven,,0.1722907000221312,0.0,3.4290569826314172,1.7497522002086043,0.1447558400221169,1.0251760000828654,0,0,0.0
0.1111111111111111,0.0,4,1.4170628190040588,B0_validation_fixed,0.0,hotpotqa,0.010354892467148602,0.25,0.0,5a710a915542994082a3e504,Edmund Mortimer.,6,-1.7280585765838623,-6.912234306335449,0.0,0.1086385000962764,0.010298400651663542,1152,20|21|22|23|24|25|26|27,128,0.4748920798301697,4194304.0,1024,0.4645371735095978,0.0,1211177984,1226833920,0.25,Edmund Mortimer.,Scott Treleaven,benchmark://hotpotqa/5a710a915542994082a3e504#chunk=13|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=14|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=15|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=16,0.5873395998496562,0.0,6.246752338483545,0.9604991001542658,0.13614219999872149,0.2789366999641061,4,4,0.2066957950592041
0.1111111111111111,0.0,4,1.4481953531503677,B1_one_shot_no_graph,0.0,hotpotqa,0.01605518558062613,0.5,0.0,5a710a915542994082a3e504,Edmund Mortimer.,6,-1.0673811435699463,-4.269524574279785,0.0,0.00835899985395372,0.0036712000146508217,1152,20|21|22|23|24|25|26|27,128,0.4741828590631485,4194304.0,1024,0.4581276960670948,0.0,1211177984,1226833920,0.5,Edmund Mortimer.,Scott Treleaven,benchmark://hotpotqa/5a710a915542994082a3e504#chunk=13|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=34|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=12|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=32,0.2055728998966515,0.0,6.828422901781409,0.8786801998503506,0.13524214001372456,0.20163999986834824,4,4,0.8673732280731201
0.1111111111111111,0.0,4,1.4481953531503677,B3_callback_no_graph,0.0,hotpotqa,0.01605518558062613,0.5,0.0,5a710a915542994082a3e504,Edmund Mortimer.,6,-1.0673811435699463,-4.269524574279785,0.0,0.009347500279545784,0.004512900020927191,1152,20|21|22|23|24|25|26|27,128,0.4741828590631485,4194304.0,1024,0.4581276960670948,0.0,1211177984,1226833920,0.5,Edmund Mortimer.,Scott Treleaven,benchmark://hotpotqa/5a710a915542994082a3e504#chunk=13|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=34|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=12|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=32,0.21896379999816418,0.0,6.5028652708092025,0.9226702000014484,0.1397488799877465,0.22305570007301867,4,4,0.8673732280731201
0.1111111111111111,0.0,4,1.4481953531503677,B5t_threshold_graph,0.0,hotpotqa,0.01605518558062613,0.5,0.0,5a710a915542994082a3e504,Edmund Mortimer.,6,-1.0673811435699463,-4.269524574279785,0.0,0.012109299888834357,0.00475149997510016,1152,20|21|22|23|24|25|26|27,128,0.4741828590631485,4194304.0,1024,0.4581276960670948,0.0,1211177984,1226833920,0.5,Edmund Mortimer.,Scott Treleaven,benchmark://hotpotqa/5a710a915542994082a3e504#chunk=13|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=34|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=12|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=32,0.22128319996409118,0.0,7.017632504255983,0.854989199899137,0.13119223997928203,0.19836880010552704,4,4,0.8673732280731201
0.1111111111111111,0.0,4,1.4293660521507263,B6_complete_action_oracle,0.0,hotpotqa,0.45175159722566605,0.75,0.0,5a710a915542994082a3e504,Edmund Mortimer.,6,-1.7789418697357178,-7.115767478942871,0.0,0.010441100224852562,0.004950100323185325,1152,20|21|22|23|24|25|26|27,128,0.47849877923727036,4194304.0,1024,0.026747185038402677,0.0,1211177984,1226833920,0.75,Edmund Mortimer.,Scott Treleaven,benchmark://hotpotqa/5a710a915542994082a3e504#chunk=13|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=25|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=24|benchmark://hotpotqa/5a710a915542994082a3e504#chunk=26,0.21571479993872344,0.0,6.985402023122117,0.8589341000188142,0.1325116000138223,0.19570409995503724,4,4,0.15581250190734863
0.0,0.0,4,,no_memory,0.0,hotpotqa,,0.0,0.0,5a714b645542994082a3e78b,2008,5,-0.8071187138557434,-3.2284748554229736,0.0,0.0,0.0,1261,,0.0,,0.0,0.0,,0.0,1208362496,1224736768,0.0,2008,2010,,0.1690742999780923,0.0,8.165949069919876,0.6122987000271678,0.11288912495365366,0.1598947001621127,0,0,0.0
0.10150674068199841,0.0,4,1.4023107439279556,B0_validation_fixed,0.0,hotpotqa,0.0,0.0,0.0,5a714b645542994082a3e78b,2008,5,-0.8706341981887817,-3.482536792755127,0.0,0.008589700097218156,0.003769099712371826,1261,20|21|22|23|24|25|26|27,128,0.4925549253821373,4194304.0,1024,0.4925549253821373,0.0,1209869312,1226833920,0.0,2008,2010,benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=16|benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=19|benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=37|benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=17,0.2093734999652952,0.0,6.611437363716322,0.7562651999760419,0.13799514999845996,0.20354749984107912,4,4,-0.06351548433303833
0.10150674068199841,1.0,4,0.9179032072424889,B1_one_shot_no_graph,0.0,hotpotqa,0.01783289376180619,0.4,1.0,5a714b645542994082a3e78b,2010,5,-0.5625738501548767,-2.250295400619507,0.0,0.01108059985563159,0.0049477999564260244,1261,20|21|22|23|24|25|26|27,128,0.07963432534597814,4194304.0,1024,0.061801431234925985,1.0,1209869312,1226833920,0.5,2010,2010,benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=11|benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=36|benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=33|benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=13,0.2200869000516832,1.0,6.809584407880062,0.7342592000495642,0.13523192499997094,0.19246360007673502,4,4,0.2445448637008667
0.10150674068199841,0.0,4,0.9183904975652695,B3_callback_no_graph,0.0,hotpotqa,0.0,0.0,0.0,5a714b645542994082a3e78b,2011,5,-0.5416260957717896,-2.166504383087158,0.0,0.009426800068467855,0.004456799943000078,1261,20|21|22|23|24|25|26|27,128,0.08186177024617791,4194304.0,1024,0.08186177024617791,0.0,1209869312,1226833920,0.0,2011,2010,benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=11|benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=36|benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=9|benchmark://hotpotqa/5a714b645542994082a3e78b#chunk=12,0.21397060016170144,0.0,6.317829002248674,0.7914110999554396,0.14729307498782873,0.20132200000807643,4,4,0.26549261808395386
