active_kv_fraction,annotated_edge_recall,annotated_hops,answer_contained,answer_tokens,attention_entropy,complete_evidence_recovery,conceptual_selected_parents,condition,cpu_reference_cache_bytes,cross_shard_interval_count,dataset,deduplicated_materialization_tokens,encoding_granularity_tokens,evidence_attention_mass,evidence_coverage,evidence_density,evidence_kv_tokens,evidence_recall,evidence_source_tokens,exact_match,example_id,generated_answer,generated_tokens,gold_mean_logprob_delta_vs_none,gold_mean_token_logprob,gold_sequence_logprob,gpu_reference_cache_bytes,h2d_kv_bytes,interval_resolution_seconds,kv_budget,logical_gather_seconds,logical_h2d_seconds,logical_source_tokens,materialization_band,materialization_policy,materialized_unique_tokens,memory_attention_mass,native_kv_bytes,native_kv_token_states,non_evidence_attention_mass,non_evidence_kv_tokens,normalized_answer_accuracy,oracle_labels_used,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,phase,question_type,radius_left,radius_right,raw_answer,reference_answer,requested_materialization_tokens,selection_policy,teacher_forced_seconds,token_f1,tokens_per_second,total_generation_seconds,tpot_seconds,ttft_seconds
0.7617274758004468,1.0,2,0.0,5,4.320855012961796,1,16,one_shot__whole_parent,308051968,0.0,musique,2046,256,0.08991143290352609,0.7068062827225131,0.06598240469208211,135,1.0,191,0.0,2hop__10114_599630,"The country is a country, and the country, and the",12,-5.954444408416748,-10.630485534667969,-53.152427673339844,0,0.0,0.0,,0.0,0.0,2686,all_28,selected_chunks,2046,0.9051117769309452,0.0,57288,0.8152003394705909,1911,0.0,False,1254784000,1283457024,selector_factorial,2hop,,,"The country is a country, and the country, and the",Yongjia County,2046,one_shot,0.7194944999646395,0.0,1.8775052961426655,6.391459999955259,0.47831343636128376,1.129242999944836
0.7617274758004468,1.0,2,0.0,5,4.320855012961796,1,16,one_shot__local_atomic,308051968,140.0,musique,2046,256,0.08991143290352609,0.7068062827225131,0.06598240469208211,135,1.0,191,0.0,2hop__10114_599630,"The country is a country, and the country, and the",12,-5.954444408416748,-10.630485534667969,-53.152427673339844,0,234651648.0,0.02459540031850338,,0.04614459979347885,0.3312384000746533,2686,all_28,logical_intervals,2046,0.9051117769309452,234651648.0,57288,0.8152003394705909,1911,0.0,False,1254784000,1283457024,selector_factorial,2hop,0,0,"The country is a country, and the country, and the",Yongjia County,2046,one_shot,1.037730999989435,0.0,1.0518502203142026,11.40846840001177,0.9059203545541756,1.442507699946873
0.04765450483991065,1.0,2,0.0,5,2.633453292506082,1,16,one_shot__budget_128,308051968,448.0,musique,128,256,0.0017969987452488567,0.005235602094240838,0.0078125,1,1.0,191,0.0,2hop__10114_599630,�,12,-14.379838466644287,-19.055879592895508,-95.2793960571289,0,14680064.0,0.025836999993771315,128,0.018310799961909652,0.18462379986885935,2686,all_28,logical_intervals,128,0.34718279593757223,14680064.0,3584,0.3453857892059854,127,0.0,False,1214463488,1241513984,selector_factorial,2hop,64,64,�\n\n**\n\n**\n\n**\n\n**\n\n**\n\n**\n\n**\n\n**\n\n**\n\n**,Yongjia County,128,one_shot,0.5803455000277609,0.0,1.5024753657289016,7.986819799989462,0.6280071818248623,1.0778146999655291
0.7855547282204021,1.0,2,0.0,5,4.337286574499948,1,16,one_shot__gist_local,308051968,140.0,musique,2110,256,0.08957818559637028,0.7068062827225131,0.06398104265402843,135,1.0,191,0.0,2hop__10114_599630,"The country is a country, and the country, and the",12,-5.944998264312744,-10.621039390563965,-53.105194091796875,0,241991680.0,0.034278999897651374,,0.07102129992563277,0.6566846997011453,2686,all_28,gist_plus_logical_intervals,2110,0.905354135802814,241991680.0,59080,0.8157759244952884,1975,0.0,False,1257999360,1304428544,selector_factorial,2hop,0,0,"The country is a country, and the country, and the",Yongjia County,2046,one_shot,1.7718128999695182,0.0,0.5453722463031864,22.00331990001723,1.851369409091686,1.6370799000142142
0.1548771407297096,1.0,2,0.0,5,3.5208095823015486,1,14,graph_sparse__whole_parent,308051968,0.0,musique,416,256,0.16101248362766846,0.2879581151832461,0.13221153846153846,55,1.0,191,0.0,2hop__10114_599630,"The United States, the United States, the United States,",12,-3.0036168098449707,-7.679657936096191,-38.39828872680664,0,0.0,0.0,,0.0,0.0,2686,all_28,selected_chunks,416,0.8662435838154384,0.0,11648,0.7052311152219772,361,0.0,False,1220466176,1241513984,selector_factorial,2hop,,,"The United States, the United States, the United States,",Yongjia County,416,graph_sparse,0.4480918000917882,0.0,4.619686609816925,2.5975787999341264,0.20901153635614636,0.2978546000085771
0.08339538346984364,1.0,2,0.0,5,3.185607382229396,1,14,graph_sparse__local_atomic,308051968,28.0,musique,224,256,0.16695188903915031,0.16753926701570682,0.14285714285714285,32,1.0,191,0.0,2hop__10114_599630,"The United States, the United States, the",12,-3.5386595726013184,-8.214700698852539,-41.07350158691406,0,25690112.0,0.016415500198490918,,0.008609500015154481,0.08224410028196871,2686,all_28,logical_intervals,224,0.8580998735768455,25690112.0,6272,0.691147971366133,192,0.0,False,1217220608,1241513984,selector_factorial,2hop,0,0,"The United States, the United States, the\n\nThe",Yongjia County,224,graph_sparse,0.3925961001077667,0.0,3.3552069526918524,3.576530499965884,0.2899826545458795,0.3860901000443846
0.04765450483991065,1.0,2,0.0,5,2.9212265610694885,1,14,graph_sparse__budget_128,308051968,0.0,musique,128,256,0.059926243008313965,0.09424083769633508,0.140625,18,1.0,191,0.0,2hop__10114_599630,.,12,-12.937428951263428,-17.61347007751465,-88.06734466552734,0,14680064.0,0.017488200101070106,128,0.009397400077432394,0.08494759968016297,2686,all_28,logical_intervals,128,0.3777451688157661,14680064.0,3584,0.31781892837690456,110,0.0,False,1214463488,1241513984,selector_factorial,2hop,64,64,.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.,Yongjia County,128,graph_sparse,0.3907555000623688,0.0,3.3967494184058857,3.532789299963042,0.28702780909158965,0.374798999982886
0.08823529411764706,1.0,2,0.0,5,3.2044385501316617,1,14,graph_sparse__gist_local,308051968,28.0,musique,237,256,0.16601666848042182,0.16753926701570682,0.1350210970464135,32,1.0,191,0.0,2hop__10114_599630,"The United States, the United States, the",12,-3.515906810760498,-8.191947937011719,-40.959739685058594,0,27181056.0,0.02305260021239519,,0.01275039988104254,0.1510974996490404,2686,all_28,gist_plus_logical_intervals,237,0.859198910849435,27181056.0,6636,0.6931822385106768,205,0.0,False,1217360384,1241513984,selector_factorial,2hop,0,0,"The United States, the United States, the\n\nThe",Yongjia County,224,graph_sparse,0.5677962999325246,0.0,1.9348390390200265,6.202066300087608,0.51519021818372,0.5342948000179604
0.5711094564408041,1.0,2,0.0,5,4.276520831244333,1,12,graph_balanced__whole_parent,308051968,0.0,musique,1534,256,0.11655903534431543,0.41361256544502617,0.051499348109517604,79,1.0,191,0.0,2hop__10114_599630,"The government, and territories. The government, and the government",12,-6.336818218231201,-11.012859344482422,-55.06429672241211,0,0.0,0.0,,0.0,0.0,2686,all_28,selected_chunks,1534,0.9125314227172306,0.0,42952,0.7959723855767932,1455,0.0,False,1244101632,1283457024,selector_factorial,2hop,,,"The government, and territories. The government, and the government",Yongjia County,1534,graph_balanced,0.58252719999291,0.0,2.621742812308272,4.5771079999394715,0.3708757363598455,0.4968898999504745
0.5711094564408041,1.0,2,0.0,5,4.276520831244333,1,12,graph_balanced__local_atomic,308051968,224.0,musique,1534,256,0.11655903534431543,0.41361256544502617,0.051499348109517604,79,1.0,191,0.0,2hop__10114_599630,"The government, and territories. The government, and the government",12,-6.336818218231201,-11.012859344482422,-55.06429672241211,0,175931392.0,0.01967689977027476,,0.036187800113111734,0.2562810006784275,2686,all_28,logical_intervals,1534,0.9125314227172306,175931392.0,42952,0.7959723855767932,1455,0.0,False,1244101632,1283457024,selector_factorial,2hop,0,0,"The government, and territories. The government, and the government",Yongjia County,1534,graph_balanced,0.7725535000208765,0.0,1.52700209252543,7.858535400009714,0.6448355090846731,0.7646853000624105
