active_kv_fraction,annotated_hops,answer_contained,answer_tokens,attention_entropy,budget_allocation,conceptual_selected_parents,condition,cpu_reference_cache_bytes,cross_shard_interval_count,dataset,deduplicated_materialization_tokens,encoding_granularity_tokens,evidence_attention_mass,evidence_coverage,evidence_density,evidence_kv_tokens,evidence_source_tokens,exact_match,example_id,generated_answer,generated_tokens,gold_mean_logprob_delta_vs_none,gold_mean_logprob_delta_vs_whole,gold_mean_token_logprob,gold_sequence_logprob,gpu_reference_cache_bytes,h2d_kv_bytes,interval_resolution_seconds,kv_budget,kv_reduction_vs_whole,logical_gather_seconds,logical_h2d_seconds,logical_source_tokens,materialization_band,materialization_policy,materialized_unique_tokens,memory_attention_mass,native_kv_bytes,native_kv_token_states,non_evidence_attention_mass,non_evidence_kv_tokens,normalized_answer_accuracy,oracle_labels_used,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,phase,question_type,radius_left,radius_right,raw_answer,reference_answer,requested_materialization_tokens,selection_policy,teacher_forced_seconds,token_f1,tokens_per_second,total_generation_seconds,tpot_seconds,ttft_seconds,whole_parent_tokens
0.0,2,0.0,5,,,0,M_none,308051968,0.0,musique,0,256,,0.0,0.0,0,191,0.0,2hop__10114_599630,Zhejiang,4,0.0,3.835357189178467,-4.676041126251221,-23.380205154418945,0,0.0,0.0,,1.0,0.0,0.0,2686,none,none,0.0,,0.0,0.0,,0,0.0,False,1211717120,1241513984,heldout,2hop,,,Zhejiang,Yongjia County,0,none,0.1544618000043556,0.0,3.642754352299114,1.0980701999505982,0.09690716668652992,0.8067127999383956,224
0.0026061057334326137,2,0.0,5,1.9430944749287196,,7,M0_native_gist,308051968,0.0,musique,7,256,0.0,0.0,0.0,0,191,0.0,2hop__10114_599630,[]* []* []* []* []* []* []* []* []* []* []* []*,12,-9.545416355133057,-5.71005916595459,-14.221457481384277,-71.10728454589844,0,802816.0,0.0,,0.96875,0.0,0.036288700182922184,2686,all_28,native_gist_only,7,0.1430204167336342,802816.0,196,0.1430204167336342,7,0.0,True,1212634624,1241513984,heldout,2hop,,,[]* []* []* []* []* []* []* []* []* []* []* []*,Yongjia County,7,annotated_evidence_oracle,0.33964150003157556,0.0,3.8433536180341945,3.122273200075142,0.2561994181755422,0.3031560000963509,224
0.08339538346984364,2,0.0,5,2.710752934217453,,7,M1_whole_parent,308051968,0.0,musique,224,256,0.6512289941310883,1.0,0.8526785714285714,191,191,0.0,2hop__10114_599630,The town is the country where,12,-3.835357189178467,0.0,-8.511398315429688,-42.55699157714844,0,0.0,0.0,,0.0,0.0,0.0,2686,all_28,selected_chunks,224,0.7532180132610458,0.0,6272,0.1019890222565404,33,0.0,True,1217220608,1241513984,heldout,2hop,,,The town is the country where\n\nThe country is the country,Yongjia County,224,annotated_evidence_oracle,0.30641770001966506,0.0,4.969143482407403,2.4149030999979004,0.19565607272935184,0.2621143999276683,224
0.07110945644080417,2,0.0,5,2.644806525536946,,7,M2_evidence_only,308051968,56.0,musique,191,256,0.7251046864049775,1.0,1.0,191,191,0.0,2hop__10114_599630,The city where the,12,-2.5300283432006836,1.3053288459777832,-7.206069469451904,-36.03034591674805,0,21905408.0,0.0051257002633064985,,0.1473214285714286,0.005711600184440613,0.056478900369256735,2686,all_28,logical_intervals,191,0.7251046864049775,21905408.0,5348,0.0,0,0.0,True,1215502336,1241513984,heldout,2hop,0,0,The city where the\nThe city where the\nThe city,Yongjia County,191,annotated_evidence_oracle,0.35118959995452315,0.0,3.9266774144074295,3.056018800009042,0.24743250909854064,0.33333729999139905,224
0.07110945644080417,2,0.0,5,2.644806525536946,,7,M3_selected_radius_0,308051968,56.0,musique,191,256,0.7251046864049775,1.0,1.0,191,191,0.0,2hop__10114_599630,The city where the,12,-2.5300283432006836,1.3053288459777832,-7.206069469451904,-36.03034591674805,0,21905408.0,0.004553199862129986,,0.1473214285714286,0.005035500042140484,0.05568959948141128,2686,all_28,logical_intervals,191,0.7251046864049775,21905408.0,5348,0.0,0,0.0,True,1215502336,1241513984,heldout,2hop,0,0,The city where the\nThe city where the\nThe city,Yongjia County,191,annotated_evidence_oracle,0.34523139998782426,0.0,3.9166479864414323,3.0638443999923766,0.24805542728228663,0.3345868999604136,224
0.04765450483991065,2,0.0,5,2.4761617950030734,equal,7,M6_budget_128_equal,308051968,56.0,musique,128,256,0.7276845372148922,0.6701570680628273,1.0,128,191,0.0,2hop__10114_599630,The city is the city is the city is the city is,12,-1.1201047897338867,2.71525239944458,-5.796145915985107,-28.980728149414062,0,14680064.0,0.004908300004899502,128,0.4285714285714286,0.0050257002003490925,0.046067499672062695,2686,all_28,logical_intervals,128,0.7276845372148922,14680064.0,3584,0.0,0,0.0,True,1214463488,1241513984,heldout,2hop,64,64,The city is the city is the city is the city is,Yongjia County,128,annotated_evidence_oracle,0.3394408000167459,0.0,3.941712193769092,3.0443622999591753,0.24565509090792725,0.341551199904643,224
0.07371556217423679,2,0.0,5,2.657444489853723,,7,M7_gist_selected_radius_0,308051968,56.0,musique,198,256,0.7215276115706989,1.0,0.9646464646464646,191,191,0.0,2hop__10114_599630,The city where the,12,-2.5192394256591797,1.316117763519287,-7.1952805519104,-35.976402282714844,0,22708224.0,0.0061078001745045185,,0.1160714285714286,0.007293400005437434,0.07845769950654358,2686,all_28,gist_plus_logical_intervals,198,0.7256046065262386,22708224.0,5544,0.0040769864842461956,7,0.0,True,1215618560,1241513984,heldout,2hop,0,0,The city where the\nThe city where the\nThe city,Yongjia County,191,annotated_evidence_oracle,0.43780440010596067,0.0,2.5932111375187317,4.627467399928719,0.38076400909234176,0.4384315999923274,224
0.0,2,0.0,4,,,0,M_none,263438336,0.0,musique,0,256,,0.0,0.0,0,136,0.0,2hop__103889_86452,2012,5,0.0,-0.4313781261444092,-2.91940975189209,-11.67763900756836,0,0.0,0.0,,1.0,0.0,0.0,2297,none,none,0.0,,0.0,0.0,,0,0.0,False,1212860928,1243611136,heldout,2hop,,,2012,1989,0,none,0.1740840000566095,0.0,4.867102785045933,1.0273051999974996,0.10677922499598935,0.5993442999897525,224
0.0030474531998258597,2,0.0,4,1.8833401841776711,,7,M0_native_gist,263438336,0.0,musique,7,256,0.0,0.0,0.0,0,136,0.0,2hop__103889_86452,,1,-11.766870498657227,-12.198248624801636,-14.686280250549316,-58.745121002197266,0,802816.0,0.0,,0.96875,0.0,0.038589600124396384,2297,all_28,native_gist_only,7,0.14945323379444225,802816.0,196,0.14945323379444225,7,0.0,True,1213089792,1243611136,heldout,2hop,,,,1989,7,annotated_evidence_oracle,0.41740280005615205,0.0,3.0683778807731525,0.32590509997680783,0.0,0.32460010005161166,224
0.09751850239442751,2,0.0,4,2.5799948232514516,,7,M1_whole_parent,263438336,0.0,musique,224,256,0.5368065993700709,1.0,0.6071428571428571,136,136,0.0,2hop__103889_86452,The United States of Myanmar,12,0.4313781261444092,0.0,-2.4880316257476807,-9.952126502990723,0,0.0,0.0,,0.0,0.0,0.0,2297,all_28,selected_chunks,224,0.7458318024873734,0.0,6272,0.2090252016537956,88,0.0,True,1219150848,1243611136,heldout,2hop,,,The United States of Myanmar\n\nThe United States of Myanmar,1989,224,annotated_evidence_oracle,0.3090696999570355,0.0,4.617114612697286,2.599025800009258,0.21102825454859572,0.27672820002771914,224
