active_memory_fraction,any_evidence,chain_completion,dataset,evidence_precision,evidence_recall,exact_identity,example_id,head_reduction,kendall,kl,landmark_indices,m,mae,materialized_kv_tokens,mrr,native_dots,objective,parameter_count,rank,requested_chunks,rmse,seed,selected_chunks,selection_ms,spearman,teacher_function,teacher_top1_overlap,teacher_top2_overlap,teacher_top4_overlap,teacher_top8_overlap
0.10517666392769104,1.0,0.0,hotpotqa,0.25,0.25,0.0,5adc3aff5542996e685252eb,mean,0.38461538461538464,0.034163374453783035,"[[0, 5, 6, 7], [1, 5, 6, 18], [2, 12, 19, 31], [5, 6, 24, 29], [1, 4, 10, 12], [12, 21, 25, 31], [6, 7, 14, 21], [1, 2, 7, 12], [0, 1, 21, 28], [5, 6, 7, 26], [2, 6, 23, 31], [0, 11, 14, 28], [4, 17, 27, 31], [1, 9, 13, 30], [1, 13, 16, 26], [2, 3, 4, 18], [0, 3, 4, 7], [9, 12, 14, 15], [5, 16, 18, 29], [1, 2, 6, 23], [2, 9, 10, 16], [1, 21, 24, 31], [8, 9, 12, 13], [8, 16, 18, 29], [0, 4, 7, 31], [1, 5, 12, 13], [2, 3, 6, 7], [2, 8, 10, 16], [8, 9, 14, 29], [0, 3, 7, 19], [1, 9, 14, 15], [0, 1, 10, 31], [0, 17, 21, 29], [4, 8, 13, 27], [1, 5, 9, 14], [2, 6, 8, 15], [1, 11, 12, 26], [1, 5, 11, 24], [0]]",4,0.7887918949127197,128,0.3333333333333333,2496,oracle_imitation,16769,8,4.0,0.8418431878089905,11,0 24 16 32,207.23719988018274,0.5360323786735535,top_r_mean,0.0,0.5,1.0,0.75
0.1007081038552321,1.0,0.0,hotpotqa,0.25,0.25,0.0,5ab56db7554299494045efc6,mean,0.5641025641025641,0.01850917935371399,"[[0, 10, 14, 18], [2, 4, 8, 16], [1, 3, 9, 24], [4, 10, 12, 29], [3, 5, 26, 30], [1, 7, 21, 29], [5, 8, 10, 15], [1, 9, 18, 20], [0, 10, 12, 17], [1, 7, 30, 31], [0, 9, 15, 26], [2, 8, 10, 30], [0, 1, 15, 22], [3, 7, 15, 17], [7, 14, 21, 30], [3, 8, 13, 25], [0, 3, 19, 25], [2, 4, 6, 7], [3, 4, 23, 31], [1, 2, 6, 7], [12, 21, 22, 28], [1, 3, 7, 15], [3, 4, 15, 30], [0, 18, 23, 27], [0, 7, 13, 26], [8, 10, 16, 20], [3, 4, 14, 30], [1, 8, 26, 31], [5, 6, 7, 12], [14, 18, 22, 27], [11, 18, 19, 25], [2, 7, 17, 30], [0, 7, 13, 29], [4, 6, 8, 15], [0, 1, 3, 12], [0, 7, 8, 17], [2, 8, 22, 29], [1, 12, 16, 25], [2, 4, 7, 22], [0, 1, 2, 9]]",4,0.7588814496994019,128,0.3333333333333333,2560,oracle_imitation,16769,8,4.0,0.785988450050354,11,32 24 0 8,39.48540007695556,0.7178235054016113,top_r_mean,0.0,0.5,1.0,0.875
0.08371484630477437,1.0,0.0,hotpotqa,0.25,0.3333333333333333,0.0,5ab2b863554299295394685a,mean,0.425531914893617,0.03179140388965607,"[[0, 1, 4, 9], [1, 16, 23, 28], [5, 13, 16, 23], [5, 8, 10, 22], [0, 1, 7, 23], [4, 6, 9, 12], [1, 2, 5, 14], [3, 7, 10, 27], [0, 1, 10, 29], [3, 5, 9, 13], [5, 13, 15, 21], [1, 3, 6, 16], [4, 5, 10, 24], [8, 10, 16, 21], [1, 2, 3, 5], [1, 6, 18, 23], [0, 4, 16, 18], [6, 7, 16, 18], [1, 7, 13, 28], [3, 4, 5, 31], [6, 12, 16, 28], [3, 10, 16, 24], [1, 2, 3, 4], [1, 8, 20, 31], [0, 5, 6, 15], [3, 5, 6, 12], [3, 6, 11, 15], [1, 6, 11, 13], [0, 1, 3, 8], [2, 6, 7, 27], [2, 5, 10, 19], [2, 11, 13, 24], [0, 3, 11, 12], [2, 6, 26, 28], [0, 1, 4, 30], [5, 11, 12, 30], [14, 15, 27, 28], [4, 5, 8, 17], [2, 7, 9, 22], [5, 20, 21, 30], [0, 1, 4, 16], [4, 7, 8, 10], [2, 7, 12, 19], [2, 10, 13, 20], [5, 7, 18, 26], [5, 8, 9, 14], [3, 6, 10, 20], [4, 12, 14, 15]]",4,0.8978989124298096,128,0.5,3072,oracle_imitation,16769,8,4.0,0.9312125444412231,11,24 32 0 40,46.94880009628832,0.5619843602180481,top_r_mean,0.0,0.5,1.0,0.625
0.1111111111111111,1.0,0.0,hotpotqa,0.25,0.25,0.0,5a710a915542994082a3e504,mean,0.6952380952380952,0.017132261767983437,"[[0, 5, 12, 24], [5, 6, 9, 19], [1, 6, 20, 22], [4, 7, 8, 19], [1, 5, 15, 18], [2, 4, 22, 25], [1, 14, 15, 26], [3, 10, 28, 29], [0, 2, 6, 21], [0, 7, 25, 30], [8, 13, 21, 25], [5, 9, 20, 31], [6, 7, 15, 29], [11, 17, 28, 30], [2, 3, 4, 20], [5, 6, 23, 28], [0, 5, 12, 30], [2, 7, 19, 20], [1, 2, 3, 29], [1, 13, 14, 28], [17, 18, 22, 25], [14, 18, 19, 29], [0, 5, 21, 25], [6, 7, 10, 24], [0, 1, 6, 9], [12, 15, 19, 25], [11, 15, 21, 23], [10, 20, 25, 30], [1, 4, 6, 12], [2, 3, 23, 31], [11, 14, 30, 31], [13, 16, 23, 25], [0, 6, 16, 20], [1, 2, 12, 28], [0, 1, 5, 11], [0, 6, 12, 21]]",4,0.7801588773727417,128,1.0,2304,oracle_imitation,16769,8,4.0,0.807498574256897,11,24 16 8 32,28.340499848127365,0.8669240474700928,top_r_mean,1.0,1.0,0.75,0.75
0.10693400167084377,1.0,0.0,hotpotqa,0.25,0.2,0.0,5adc93a4554299438c868e01,mean,0.5988620199146515,0.02146100625395775,"[[0, 2, 6, 9], [3, 5, 11, 14], [2, 6, 8, 31], [1, 2, 4, 17], [3, 12, 21, 28], [1, 2, 5, 22], [2, 3, 6, 26], [7, 13, 25, 28], [0, 4, 18, 28], [7, 8, 12, 29], [4, 5, 8, 31], [4, 7, 14, 20], [18, 21, 24, 28], [6, 17, 21, 24], [1, 8, 12, 14], [2, 15, 24, 25], [0, 1, 7, 18], [3, 7, 9, 21], [5, 6, 10, 11], [2, 3, 7, 9], [3, 9, 28, 31], [11, 16, 22, 25], [5, 11, 27, 29], [2, 25, 28, 31], [0, 1, 3, 30], [9, 13, 17, 21], [4, 5, 11, 29], [3, 11, 13, 14], [4, 8, 17, 25], [1, 13, 14, 16], [9, 11, 12, 25], [4, 5, 7, 8], [0, 4, 23, 31], [3, 9, 12, 17], [3, 5, 6, 7], [1, 3, 18, 28], [2, 10, 23, 26], [1, 3, 6, 12]]",4,0.855830729007721,128,0.25,2432,oracle_imitation,16769,8,4.0,0.8768746852874756,11,0 24 16 8,35.61579994857311,0.7647444605827332,top_r_mean,0.0,0.5,1.0,0.75
0.031753907219052344,0.0,0.0,hotpotqa,0.0,0.0,0.0,5ab7f97a5542991d322237ef,mean,0.563936507936508,0.02350606955587864,"[[0, 6, 26, 30], [3, 5, 8, 14], [4, 9, 10, 11], [3, 13, 15, 23], [3, 5, 6, 20], [1, 5, 13, 14], [2, 3, 20, 21], [2, 5, 13, 22], [0, 12, 15, 19], [2, 7, 10, 30], [2, 4, 6, 8], [0, 2, 4, 10], [1, 2, 6, 13], [1, 5, 8, 9], [5, 6, 14, 17], [3, 4, 6, 10], [0, 3, 18, 26], [2, 3, 4, 9], [0, 1, 14, 18], [1, 4, 6, 12], [2, 3, 13, 17], [1, 14, 15, 25], [1, 2, 4, 29], [4, 5, 6, 7], [0, 4, 8, 30], [2, 7, 11, 12], [3, 12, 17, 21], [4, 6, 11, 17], [2, 3, 5, 6], [1, 3, 7, 15], [2, 5, 16, 20], [4, 8, 19, 29], [0, 5, 21, 27], [0, 3, 5, 17], [0, 10, 14, 25], [1, 5, 9, 13], [4, 8, 13, 31], [3, 15, 17, 27], [1, 2, 12, 28], [0, 4, 8, 19], [0, 1, 2, 9], [6, 10, 12, 20], [7, 9, 13, 26], [1, 4, 5, 9], [0, 4, 5, 7], [0, 3, 5, 6], [8, 11, 13, 25], [1, 4, 7, 16], [0, 1, 5, 31], [3, 6, 7, 11], [1, 5, 9, 15], [2, 10, 14, 31], [0, 9, 13, 27], [3, 5, 8, 16], [5, 10, 17, 21], [2, 4, 12, 31], [0, 2, 3, 9], [3, 5, 11, 27], [1, 2, 3, 7], [2, 3, 6, 16], [1, 3, 5, 27], [1, 2, 10, 21], [0, 1, 3, 6], [4, 5, 7, 10], [0, 6, 13, 17], [1, 4, 5, 9], [0, 3, 15, 23], [3, 7, 17, 29], [0, 1, 6, 13], [1, 3, 5, 23], [2, 12, 14, 24], [1, 2, 13, 29], [0, 2, 5, 6], [4, 8, 15, 27], [2, 3, 9, 10], [1, 4, 5, 29], [5, 8, 9, 19], [6, 10, 22, 23], [6, 11, 13, 18], [4, 6, 11, 26], [0, 19, 20, 31], [1, 2, 5, 9], [0, 1, 16, 19], [0, 2, 5, 12], [1, 2, 5, 13], [1, 4, 5, 9], [1, 3, 5, 6], [2, 3, 17, 20], [0, 1, 5, 11], [0, 3, 4, 5], [1, 2, 3, 4], [4, 10, 12, 22], [8, 12, 23, 25], [2, 3, 6, 8], [0, 2, 8, 9], [4, 7, 12, 23], [0, 15, 21, 24], [0, 1, 2, 6], [11, 14, 16, 25], [7, 9, 10, 17], [2, 4, 6, 26], [6, 9, 16, 18], [2, 4, 11, 16], [2, 3, 6, 22], [0, 8, 14, 19], [3, 8, 9, 19], [8, 11, 25, 28], [1, 4, 13, 20], [1, 5, 15, 23], [3, 5, 11, 30], [1, 6, 24, 25], [2, 17, 18, 30], [0, 3, 21, 25], [1, 2, 4, 23], [19, 24, 25, 28], [1, 5, 11, 31], [1, 4, 7, 31], [4, 9, 12, 31], [4, 8, 9, 26], [2, 10, 17, 28], [0, 2, 10, 26], [0, 3, 5, 8], [4, 9, 10, 15], [3, 4, 5, 7], [2, 4, 5, 7], [0, 4, 5, 8]]",4,0.8074943423271179,128,0.0,8064,oracle_imitation,16769,8,4.0,0.834060549736023,11,40 120 48 8,118.61509992741048,0.7482233643531799,top_r_mean,0.0,0.0,0.5,0.75
0.10372771474878444,1.0,0.0,hotpotqa,0.25,0.25,0.0,5a8888e35542997e5c09a5f6,mean,0.6302294197031039,0.021708913147449493,"[[0, 3, 5, 6], [0, 2, 9, 13], [1, 3, 5, 21], [0, 1, 3, 24], [0, 1, 5, 7], [1, 4, 5, 23], [3, 6, 14, 31], [1, 2, 6, 12], [0, 5, 6, 10], [11, 14, 18, 24], [1, 6, 8, 29], [1, 7, 8, 10], [0, 1, 4, 18], [9, 16, 18, 24], [5, 6, 7, 25], [2, 5, 13, 15], [0, 7, 15, 18], [1, 2, 20, 30], [5, 7, 9, 10], [7, 8, 10, 17], [1, 2, 4, 5], [5, 10, 14, 19], [1, 2, 4, 10], [2, 7, 9, 15], [0, 1, 8, 27], [1, 2, 7, 28], [4, 12, 21, 23], [0, 5, 7, 9], [7, 9, 15, 21], [2, 14, 16, 29], [4, 6, 9, 31], [1, 2, 7, 22], [0, 4, 8, 15], [6, 8, 20, 26], [4, 5, 9, 23], [4, 5, 11, 12], [2, 6, 9, 13], [0, 6, 15, 27], [1, 3, 4, 9]]",4,0.8673649430274963,128,0.5,2496,oracle_imitation,16769,8,4.0,0.8877468705177307,11,24 32 8 0,39.02789996936917,0.7848177552223206,top_r_mean,1.0,0.5,1.0,0.75
0.07360552041403105,0.0,0.0,hotpotqa,0.0,0.0,0.0,5a8c8502554299585d9e36d0,mean,0.5636363636363636,0.016164768487215042,"[[0, 4, 29, 31], [1, 7, 8, 14], [1, 7, 15, 27], [6, 13, 21, 26], [3, 4, 6, 25], [3, 4, 6, 27], [4, 5, 7, 10], [6, 8, 9, 19], [0, 9, 18, 29], [2, 5, 7, 16], [1, 2, 5, 31], [2, 7, 10, 21], [1, 2, 6, 7], [4, 5, 9, 14], [4, 6, 7, 24], [0, 1, 11, 28], [0, 4, 25, 29], [1, 5, 10, 29], [2, 6, 10, 16], [3, 5, 8, 12], [1, 2, 10, 20], [2, 3, 9, 22], [3, 12, 28, 29], [5, 6, 9, 16], [0, 6, 7, 16], [1, 8, 11, 16], [3, 11, 16, 25], [1, 4, 5, 6], [3, 4, 7, 29], [6, 20, 28, 30], [1, 8, 17, 26], [7, 18, 26, 27], [0, 5, 11, 12], [5, 7, 9, 18], [9, 10, 16, 30], [0, 5, 6, 7], [0, 3, 7, 19], [9, 13, 15, 25], [10, 20, 27, 28], [6, 13, 17, 21], [0, 18, 21, 26], [0, 1, 7, 9], [2, 13, 26, 28], [0, 21, 27, 29], [10, 11, 13, 18], [2, 3, 9, 16], [6, 10, 23, 29], [0, 1, 16, 29], [0, 1, 25, 31], [1, 9, 17, 23], [1, 4, 18, 19], [5, 11, 15, 27], [12, 19, 25, 30], [3, 7, 13, 16], [1, 3, 4, 10]]",4,0.7032346129417419,128,0.0,3520,oracle_imitation,16769,8,4.0,0.7255637645721436,11,0 16 48 32,50.05039996467531,0.7325398325920105,top_r_mean,1.0,0.5,0.75,0.875
0.08666215301286391,0.0,0.0,hotpotqa,0.0,0.0,0.0,5a84c4bb5542991dd0999dec,mean,0.6318223866790009,0.02649739943444729,"[[0, 4, 13, 31], [4, 6, 25, 30], [2, 4, 5, 20], [4, 6, 18, 23], [14, 18, 21, 30], [16, 22, 25, 27], [4, 5, 11, 29], [1, 4, 16, 17], [0, 1, 17, 18], [9, 12, 24, 28], [2, 5, 16, 28], [0, 3, 6, 26], [2, 16, 20, 26], [1, 2, 5, 9], [0, 2, 4, 10], [0, 3, 6, 14], [0, 3, 5, 15], [1, 2, 4, 6], [5, 9, 27, 29], [1, 12, 17, 24], [2, 11, 12, 14], [8, 19, 26, 31], [6, 7, 16, 28], [4, 6, 8, 20], [0, 5, 22, 31], [0, 9, 23, 31], [0, 3, 4, 21], [2, 8, 16, 20], [1, 2, 22, 27], [0, 3, 4, 7], [2, 11, 27, 30], [4, 10, 16, 29], [0, 4, 22, 26], [3, 4, 10, 14], [11, 17, 26, 27], [2, 5, 21, 28], [0, 1, 2, 24], [6, 7, 18, 19], [1, 7, 13, 23], [2, 7, 16, 28], [0, 8, 19, 31], [6, 7, 9, 24], [12, 13, 18, 31], [7, 8, 12, 22], [1, 12, 17, 22], [4, 5, 15, 23], [0, 1, 2, 4]]",4,0.7968031167984009,128,0.0,3008,oracle_imitation,16769,8,4.0,0.8356125354766846,11,16 32 24 0,42.62689989991486,0.8135985136032104,top_r_mean,1.0,0.5,0.75,0.75
0.08137317228226319,1.0,1.0,hotpotqa,0.25,0.14285714285714285,0.0,5abbd4035542993f40c73bcb,mean,0.5510204081632653,0.020589269697666168,"[[0, 15, 27, 28], [1, 4, 13, 26], [1, 7, 8, 29], [2, 4, 14, 26], [1, 8, 19, 31], [0, 3, 12, 18], [3, 4, 6, 29], [1, 2, 5, 10], [0, 16, 22, 25], [2, 7, 22, 23], [3, 20, 30, 31], [2, 21, 24, 27], [3, 6, 8, 24], [2, 3, 6, 30], [1, 5, 14, 27], [4, 5, 6, 26], [0, 8, 26, 29], [0, 11, 14, 17], [0, 7, 9, 10], [1, 3, 5, 10], [5, 10, 15, 26], [4, 15, 22, 25], [5, 9, 17, 26], [5, 15, 24, 29], [0, 2, 8, 13], [1, 2, 23, 31], [6, 7, 13, 28], [3, 11, 19, 25], [3, 4, 20, 25], [7, 8, 13, 16], [0, 1, 6, 26], [3, 9, 18, 28], [0, 3, 13, 28], [5, 7, 16, 28], [3, 5, 6, 15], [1, 16, 30, 31], [2, 14, 17, 30], [3, 10, 24, 28], [12, 22, 24, 31], [1, 2, 4, 27], [0, 4, 12, 21], [1, 2, 3, 20], [8, 9, 12, 16], [1, 5, 8, 14], [1, 3, 13, 14], [1, 3, 12, 19], [4, 8, 22, 29], [1, 3, 7, 11], [0, 5, 6, 8], [0, 1, 2, 4]]",4,0.8307682275772095,128,0.25,3200,oracle_imitation,16769,8,4.0,0.8607264161109924,11,40 0 16 24,47.063699923455715,0.717262864112854,top_r_mean,1.0,1.0,0.5,0.875
