aggregate_materialization_seconds,aggregate_materialized_kv_tokens,aggregate_memory_attention_seconds,aggregate_routing_seconds,aggregate_transfer_seconds,aggregate_transferred_kv_bytes,answer,answer_contained,answer_tokens,chunks_budget_rejected,condition,dataset,direct_context_attention_mass,direct_or_local_attention_mass,em,evidence_attention_mass,evidence_guaranteed,evidence_parent_chunks,example_id,f1,first_pra_layer,generated_answer,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,gold_mean_token_logprob,gold_sequence_logprob,kind,last_pra_layer,memory_attention_mass,memory_lifetime_policy,native_limit_violations,peak_gpu_memory_bytes,position_mode,pra_layer_count,pra_layer_fraction,process_rss_bytes,prompt_tokens,query_position_offset,question,reference_position_policy,resident_reference_detail_kv_bytes,resident_routing_index_bytes,route_layer_routing_index_bytes,route_once_query_encoding_seconds,route_once_routing_seconds,schedule,teacher_forced_seconds,ttft_seconds
0,0,0,0,0,0,Sir Derek George Jacobi,0.0,5,0,no_memory,hotpotqa,,,0.0,,False,0,5adc3aff5542996e685252eb,0.0,,The,0.6088256000075489,0.001314992900006473,4,0.0,0.0,-7.556766033172607,-37.78382873535156,none,,,request_prefill_and_decode,0,1227202560,corrected,0,0.0,1740562432,37,1217,What star in the film Up at the Villa has earned the title of knighthood?,source_relative,139575296,2236416,0,0.0,0.0,none,0.32517319987528026,0.5950424999464303
0.0422490993514657,2716.0,0.00932351997494698,0.0,0.020926600322127342,11124736.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_all,hotpotqa,,,0.0,0.13374340095158135,True,4,5adc3aff5542996e685252eb,0.0,0,The,0.3928006999194622,0.005780840292572975,5,32.52638483047485,6.5052772760391235,-1.0514887571334839,-5.257443904876709,oracle,27,0.6546275658266885,request_prefill_and_decode,0,1230843904,corrected,28,1.0,1901596672,37,1217,What star in the film Up at the Villa has earned the title of knighthood?,source_relative,139575296,2236416,0,0.0,0.0,all,0.6772667998448014,0.3902497999370098
0.01195769989863038,776.0,0.0026600639820098877,0.0,0.005036899819970131,3178496.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_last_8,hotpotqa,,,0.0,0.04061916685895994,True,4,5adc3aff5542996e685252eb,0.0,20,The,0.2635554999578744,0.0037255333736538887,4,11.149347305297852,2.229869842529297,-5.3268961906433105,-26.63448143005371,oracle,27,0.4671221375465393,request_prefill_and_decode,0,1228242944,corrected,8,0.2857142857142857,1901998080,37,1217,What star in the film Up at the Villa has earned the title of knighthood?,source_relative,139575296,2236416,0,0.0,0.0,last_8,0.27346640010364354,0.26277030003257096
0,0,0,0,0,0,Sir Derek George Jacobi,0.0,5,0,direct_text_oracle,hotpotqa,0.016555221751332283,0.016555221751332283,0.0,,True,0,5adc3aff5542996e685252eb,0.0,,The,0.20613980013877153,0.0060163759626448154,7,32.61581993103027,6.52316427230835,-1.0336017608642578,-5.168008804321289,direct,,,request_prefill_and_decode,0,1259356672,corrected,0,0.0,1902026752,102,0,What star in the film Up at the Villa has earned the title of knighthood?,source_relative,139575296,2236416,0,0.0,0.0,direct,0.24813870014622808,0.20461310003884137
0,0,0,0,0,0,York County,0.0,2,0,no_memory,hotpotqa,,,0.0,,False,0,5ab56db7554299494045efc6,0.0,,Al,0.2123754001222551,3.859282685092502e-11,3507,0.0,0.0,-11.998103141784668,-23.996206283569336,none,,,request_prefill_and_decode,0,1224062464,corrected,0,0.0,2058203136,39,1271,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,source_relative,145768448,2293760,0,0.0,0.0,none,0.19521709997206926,0.21142210019752383
0.042030100245028734,3584.0,0.009852320045232774,0.0,0.019991800421848893,14680064.0,York County,0.0,2,0.0,oracle_all,hotpotqa,,,0.0,0.5627148141419249,True,4,5ab56db7554299494045efc6,0.0,0,Al,0.36719100014306605,2.787174935292569e-10,1680,1.9952716827392578,0.9976358413696289,-11.000467300415039,-22.000934600830078,oracle,27,0.5983535035380295,request_prefill_and_decode,0,1228764672,corrected,28,1.0,2058076160,39,1271,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,source_relative,145768448,2293760,0,0.0,0.0,all,0.31278719985857606,0.3662684999871999
0.014079599874094129,1024.0,0.0027317440211772916,0.0,0.007628899998962879,4194304.0,York County,0.0,2,0.0,oracle_last_8,hotpotqa,,,0.0,0.4229592867195606,True,4,5ab56db7554299494045efc6,0.0,20,Al,0.28772299992851913,1.895441581467594e-09,1500,3.8979339599609375,1.9489669799804688,-10.0491361618042,-20.0982723236084,oracle,27,0.43964292109012604,request_prefill_and_decode,0,1225405952,corrected,8,0.2857142857142857,2058252288,39,1271,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,source_relative,145768448,2293760,0,0.0,0.0,last_8,0.27141990000382066,0.2842556999530643
0,0,0,0,0,0,York County,0.0,2,0,direct_text_oracle,hotpotqa,0.02761131525039673,0.02761131525039673,0.0,,True,0,5ab56db7554299494045efc6,0.0,,Al,0.24962060013785958,5.050186380195498e-10,1263,2.5896034240722656,1.2948017120361328,-10.703301429748535,-21.40660285949707,direct,,,request_prefill_and_decode,0,1269902848,corrected,0,0.0,2058526720,127,0,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,source_relative,145768448,2293760,0,0.0,0.0,direct,0.5273933000862598,0.24875190015882254
0,0,0,0,0,0,no,0.0,1,0,no_memory,qasper,,,0.0,,False,0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,,Yes,0.301574399927631,0.0008305136580020189,8,0.0,0.0,-7.093466281890869,-7.093466281890869,none,,,request_prefill_and_decode,0,1223881728,corrected,0,0.0,2600660992,26,5630,did they collect their own data?,source_relative,645693440,10092544,0,0.0,0.0,none,0.29742909991182387,0.30020759999752045
0.04528580023907125,2688.0,0.006925183951854707,0.0,0.019771500024944544,11010048.0,no,0.0,1,0.0,oracle_all,qasper,,,0.0,0.5486433044342058,True,3,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,0,Yes,0.38232020009309053,1.173313648905605e-05,54,-4.259626865386963,-4.259626865386963,-11.353093147277832,-11.353093147277832,oracle,27,0.556933748801904,request_prefill_and_decode,0,1226204160,corrected,28,1.0,2600808448,26,5630,did they collect their own data?,source_relative,645693440,10092544,0,0.0,0.0,all,0.4631324999500066,0.38059279997833073
