aggregate_materialization_seconds,aggregate_materialized_kv_tokens,aggregate_memory_attention_seconds,aggregate_routing_seconds,aggregate_transfer_seconds,aggregate_transferred_kv_bytes,answer,answer_contained,answer_tokens,chunks_budget_rejected,condition,dataset,direct_context_attention_mass,direct_or_local_attention_mass,em,evidence_attention_mass,evidence_guaranteed,evidence_parent_chunks,example_id,f1,first_pra_layer,generated_answer,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,gold_mean_token_logprob,gold_sequence_logprob,kind,last_pra_layer,memory_attention_mass,memory_lifetime_policy,native_limit_violations,peak_gpu_memory_bytes,position_mode,pra_layer_count,pra_layer_fraction,process_rss_bytes,prompt_tokens,query_position_offset,question,reference_position_policy,resident_reference_detail_kv_bytes,resident_routing_index_bytes,route_layer_routing_index_bytes,route_once_query_encoding_seconds,route_once_routing_seconds,schedule,teacher_forced_seconds,ttft_seconds
0,0,0,0,0,0,Sir Derek George Jacobi,0.0,5,0,no_memory,hotpotqa,,,0.0,,False,0,5adc3aff5542996e685252eb,0.0,,The,0.5573464001063257,0.001377216773107648,4,0.0,0.0,-7.550427436828613,-37.75213623046875,none,,,request_prefill_and_decode,0,1227202560,original,0,0.0,1820581888,37,0,What star in the film Up at the Villa has earned the title of knighthood?,source_relative,139575296,2236416,0,0.0,0.0,none,0.35037930007092655,0.5011652000248432
0.055719400057569146,2716.0,0.021111296087503433,0.0,0.024104600539430976,11124736.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_all,hotpotqa,,,0.0,0.17456836772284337,True,4,5adc3aff5542996e685252eb,0.0,0,</think>,0.533724500099197,4.09215516583572e-07,8343,-9.366249084472656,-1.8732500076293945,-9.423677444458008,-47.118385314941406,oracle,27,0.6981353685259819,request_prefill_and_decode,0,1230843904,original,28,1.0,1981460480,37,0,What star in the film Up at the Villa has earned the title of knighthood?,source_relative,139575296,2236416,0,0.0,0.0,all,0.7213955000042915,0.5330652000848204
0.01630469993688166,776.0,0.0026635519862174984,0.0,0.008941000327467918,3178496.0,Sir Derek George Jacobi,0.0,5,0.0,oracle_last_8,hotpotqa,,,0.0,0.06649893755093217,True,4,5adc3aff5542996e685252eb,0.0,20,The,0.25629779999144375,0.0039525749161839485,4,10.571537017822266,2.114307403564453,-5.43612003326416,-27.180599212646484,oracle,27,0.4908767491579056,request_prefill_and_decode,0,1228242944,original,8,0.2857142857142857,1981599744,37,0,What star in the film Up at the Villa has earned the title of knighthood?,source_relative,139575296,2236416,0,0.0,0.0,last_8,0.27886910014785826,0.2554170999210328
0,0,0,0,0,0,Sir Derek George Jacobi,0.0,5,0,direct_text_oracle,hotpotqa,0.016555221751332283,0.016555221751332283,0.0,,True,0,5adc3aff5542996e685252eb,0.0,,The,0.47738890000618994,0.0060163759626448154,7,32.58412742614746,6.5168256759643555,-1.0336017608642578,-5.168008804321289,direct,,,request_prefill_and_decode,0,1259356672,original,0,0.0,1981702144,102,0,What star in the film Up at the Villa has earned the title of knighthood?,source_relative,139575296,2236416,0,0.0,0.0,direct,0.24825589987449348,0.4762441001366824
0,0,0,0,0,0,York County,0.0,2,0,no_memory,hotpotqa,,,0.0,,False,0,5ab56db7554299494045efc6,0.0,,Al,0.24830209999345243,3.8167059790428226e-11,3508,0.0,0.0,-12.003530502319336,-24.007061004638672,none,,,request_prefill_and_decode,0,1224062464,original,0,0.0,2138103808,39,0,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,source_relative,145768448,2293760,0,0.0,0.0,none,0.20977209997363389,0.24732680013403296
0.044004499446600676,3584.0,0.009593727976083754,0.0,0.021588399540632963,14680064.0,York County,0.0,2,0.0,oracle_all,hotpotqa,,,0.0,0.5984670839139393,True,4,5ab56db7554299494045efc6,0.0,0,</think>,0.40723089990206063,3.689900296421911e-08,5087,6.602193832397461,3.3010969161987305,-8.702433586120605,-17.40486717224121,oracle,27,0.6956018837434905,request_prefill_and_decode,0,1228764672,original,28,1.0,2137780224,39,0,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,source_relative,145768448,2293760,0,0.0,0.0,all,0.4223172999918461,0.4062615998554975
0.009940499905496836,1024.0,0.0027364799678325654,0.0,0.004737100098282099,4194304.0,York County,0.0,2,0.0,oracle_last_8,hotpotqa,,,0.0,0.451067179441452,True,4,5ab56db7554299494045efc6,0.0,20,Al,0.26783329993486404,1.1655285625522538e-08,888,5.726030349731445,2.8630151748657227,-9.140515327453613,-18.281030654907227,oracle,27,0.48170006275177,request_prefill_and_decode,0,1225405952,original,8,0.2857142857142857,2137882624,39,0,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,source_relative,145768448,2293760,0,0.0,0.0,last_8,0.26843290007673204,0.26680290000513196
0,0,0,0,0,0,York County,0.0,2,0,direct_text_oracle,hotpotqa,0.02761131525039673,0.02761131525039673,0.0,,True,0,5ab56db7554299494045efc6,0.0,,Al,0.22952109994366765,5.050186380195498e-10,1263,2.6004581451416016,1.3002290725708008,-10.703301429748535,-21.40660285949707,direct,,,request_prefill_and_decode,0,1269902848,original,0,0.0,2137915392,127,0,Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,source_relative,145768448,2293760,0,0.0,0.0,direct,0.36972590000368655,0.22883469983935356
0,0,0,0,0,0,no,0.0,1,0,no_memory,qasper,,,0.0,,False,0,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,,Yes,0.22153929993510246,0.0008049940806813538,8,0.0,0.0,-7.124675750732422,-7.124675750732422,none,,,request_prefill_and_decode,0,1223881728,original,0,0.0,2679787520,26,0,did they collect their own data?,source_relative,645693440,10092544,0,0.0,0.0,none,0.20583399990573525,0.2200267999432981
0.042728900676593184,2688.0,0.006964192003011702,0.0,0.018890799721702933,11010048.0,no,0.0,1,0.0,oracle_all,qasper,,,0.0,0.5678541516619069,True,3,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,0.0,0,</think>,0.3960760000627488,5.947967110842001e-06,774,-4.907785415649414,-4.907785415649414,-12.032461166381836,-12.032461166381836,oracle,27,0.6238088618431773,request_prefill_and_decode,0,1226204160,original,28,1.0,2679922688,26,0,did they collect their own data?,source_relative,645693440,10092544,0,0.0,0.0,all,0.39902540016919374,0.39521189988590777
