ablation,active_memory_fraction,any_evidence,chain_completion,dataset,evidence_precision,evidence_recall,exact_identity,example_id,head_reduction,kendall,kl,landmark_indices,m,mae,materialized_kv_tokens,mrr,native_dots,objective,parameter_count,rank,requested_chunks,rmse,seed,selected_chunks,selection_ms,spearman,teacher_function,teacher_top1_overlap,teacher_top2_overlap,teacher_top4_overlap,teacher_top8_overlap,train_seconds
salience_only,0.10517666392769104,1.0,0.0,hotpotqa,0.25,0.25,0.0,5adc3aff5542996e685252eb,mean,0.3900134952766532,0.08833973854780197,"[[12, 17, 20, 21], [14, 15, 16, 17], [11, 12, 17, 21], [12, 15, 22, 23], [11, 12, 17, 23], [14, 16, 21, 25], [14, 15, 17, 21], [11, 12, 16, 27], [1, 8, 20, 21], [13, 19, 23, 24], [15, 17, 18, 20], [13, 16, 17, 20], [11, 14, 17, 21], [8, 14, 17, 21], [15, 16, 20, 26], [12, 13, 15, 24], [14, 15, 19, 20], [14, 15, 20, 24], [10, 16, 22, 23], [14, 16, 17, 19], [14, 15, 16, 20], [7, 13, 17, 18], [8, 12, 13, 17], [8, 12, 13, 19], [1, 7, 19, 21], [9, 10, 18, 23], [17, 18, 22, 25], [8, 12, 16, 17], [14, 17, 18, 28], [14, 18, 23, 24], [5, 12, 20, 24], [10, 15, 16, 17], [1, 15, 19, 24], [9, 13, 14, 16], [13, 16, 21, 25], [12, 14, 15, 22], [17, 19, 24, 25], [8, 15, 16, 20], [0]]",4,1.351159691810608,128,0.5,2496,combined,321,0,4.0,1.4124728441238403,11,27 16 2 19,28.563299914821982,0.5805668234825134,top_r_mean,0.0,0.5,0.25,0.375,19.376500899903476
salience_only,0.1007081038552321,1.0,0.0,hotpotqa,0.25,0.25,0.0,5ab56db7554299494045efc6,mean,0.517948717948718,0.0836382806301117,"[[1, 12, 24, 25], [8, 14, 16, 18], [17, 21, 23, 24], [9, 10, 25, 26], [11, 14, 18, 23], [15, 19, 20, 21], [12, 13, 17, 25], [8, 9, 19, 26], [1, 11, 16, 17], [6, 7, 19, 20], [12, 21, 22, 23], [8, 12, 15, 19], [14, 15, 21, 22], [15, 16, 17, 21], [5, 16, 19, 20], [7, 13, 21, 22], [1, 15, 18, 19], [11, 12, 15, 18], [11, 16, 17, 23], [12, 14, 18, 19], [8, 12, 18, 19], [11, 14, 16, 19], [14, 15, 17, 30], [12, 16, 17, 18], [1, 9, 18, 24], [9, 14, 15, 20], [13, 14, 20, 21], [7, 8, 21, 25], [9, 11, 12, 18], [11, 20, 25, 26], [10, 16, 17, 23], [6, 7, 13, 15], [1, 9, 17, 18], [13, 19, 20, 22], [2, 16, 19, 28], [6, 10, 16, 17], [8, 16, 20, 22], [15, 18, 24, 25], [12, 18, 21, 22], [9, 20, 21, 22]]",4,1.3728516101837158,128,1.0,2560,combined,321,0,4.0,1.4168556928634644,11,25 28 26 31,26.2209998909384,0.7401500344276428,top_r_mean,0.0,0.0,0.0,0.375,19.376500899903476
salience_only,0.08371484630477437,1.0,0.0,hotpotqa,0.25,0.3333333333333333,0.0,5ab2b863554299295394685a,mean,0.41843971631205673,0.0750407949090004,"[[1, 12, 13, 17], [12, 15, 16, 23], [11, 12, 13, 16], [8, 13, 14, 21], [14, 18, 22, 23], [11, 12, 19, 22], [14, 15, 18, 31], [9, 10, 16, 27], [1, 19, 24, 29], [16, 17, 22, 25], [14, 18, 21, 22], [6, 14, 15, 19], [10, 18, 19, 24], [14, 19, 20, 21], [14, 17, 21, 24], [11, 18, 19, 22], [1, 20, 21, 23], [9, 13, 17, 18], [12, 13, 21, 28], [18, 19, 21, 22], [12, 23, 24, 25], [15, 19, 20, 21], [18, 21, 22, 24], [14, 20, 23, 31], [1, 6, 18, 24], [11, 12, 20, 24], [14, 19, 20, 26], [11, 12, 19, 24], [15, 19, 25, 26], [11, 12, 18, 21], [10, 18, 19, 22], [10, 11, 18, 24], [1, 10, 11, 25], [11, 17, 20, 21], [11, 12, 17, 21], [9, 11, 17, 26], [11, 12, 13, 16], [7, 15, 20, 21], [12, 16, 20, 21], [3, 4, 20, 23], [1, 7, 15, 16], [6, 16, 17, 22], [11, 12, 19, 20], [7, 12, 13, 24], [18, 19, 25, 26], [13, 14, 20, 21], [15, 16, 19, 20], [10, 18, 23, 24]]",4,1.5199495553970337,128,1.0,3072,combined,321,0,4.0,1.5582494735717773,11,32 42 45 24,33.27989997342229,0.5941163301467896,top_r_mean,0.0,0.0,0.5,0.375,19.376500899903476
salience_only,0.1111111111111111,1.0,0.0,hotpotqa,0.25,0.25,0.0,5a710a915542994082a3e504,mean,0.6761904761904762,0.06324413418769836,"[[10, 11, 16, 22], [13, 18, 23, 24], [11, 12, 19, 22], [12, 13, 14, 24], [5, 12, 15, 25], [10, 14, 21, 22], [10, 16, 17, 22], [9, 11, 14, 19], [1, 6, 14, 26], [6, 12, 19, 25], [13, 17, 19, 21], [14, 15, 18, 27], [14, 17, 23, 28], [16, 17, 18, 19], [10, 13, 15, 20], [15, 17, 22, 23], [12, 16, 17, 23], [8, 9, 15, 19], [13, 16, 21, 24], [8, 9, 16, 18], [10, 16, 17, 22], [13, 14, 18, 19], [10, 13, 15, 21], [19, 21, 23, 28], [1, 9, 13, 16], [14, 15, 19, 21], [10, 11, 15, 18], [5, 13, 19, 22], [12, 15, 23, 24], [14, 15, 21, 24], [15, 18, 21, 25], [3, 10, 20, 23], [1, 6, 12, 25], [12, 16, 19, 20], [4, 9, 10, 24], [18, 19, 24, 30]]",4,1.2163819074630737,128,1.0,2304,combined,321,0,4.0,1.2538005113601685,11,24 18 16 26,27.784799924120307,0.8540540933609009,top_r_mean,1.0,0.5,0.5,0.75,19.376500899903476
salience_only,0.10693400167084377,0.0,0.0,hotpotqa,0.0,0.0,0.0,5adc93a4554299438c868e01,mean,0.35704125177809387,0.1141132265329361,"[[11, 12, 15, 16], [13, 14, 21, 24], [11, 16, 19, 22], [13, 16, 17, 25], [12, 17, 20, 21], [12, 13, 18, 22], [14, 15, 21, 22], [15, 18, 24, 25], [15, 21, 22, 26], [7, 17, 18, 20], [8, 14, 20, 26], [13, 14, 18, 22], [9, 15, 17, 18], [11, 15, 20, 21], [11, 17, 21, 23], [14, 15, 19, 24], [1, 11, 12, 16], [16, 18, 19, 23], [10, 13, 16, 21], [9, 13, 14, 16], [16, 18, 19, 30], [11, 16, 18, 19], [10, 19, 20, 26], [13, 17, 24, 25], [1, 10, 16, 17], [15, 16, 20, 21], [13, 14, 18, 22], [16, 17, 23, 27], [12, 16, 24, 25], [12, 15, 16, 18], [8, 9, 19, 25], [4, 16, 20, 21], [1, 15, 17, 28], [8, 9, 17, 18], [11, 14, 15, 23], [8, 16, 17, 27], [11, 13, 24, 27], [5, 10, 11, 12]]",4,1.2525748014450073,128,0.0,2432,combined,321,0,4.0,1.332267165184021,11,1 33 11 24,22.38659979775548,0.4911916255950928,top_r_mean,0.0,0.0,0.25,0.375,19.376500899903476
salience_only,0.031753907219052344,0.0,0.0,hotpotqa,0.0,0.0,0.0,5ab7f97a5542991d322237ef,mean,0.38031746031746033,0.13520924746990204,"[[12, 14, 19, 20], [11, 13, 14, 17], [14, 18, 20, 21], [3, 18, 19, 23], [12, 15, 16, 25], [18, 19, 22, 24], [17, 20, 21, 25], [12, 13, 17, 22], [11, 14, 18, 19], [9, 16, 20, 28], [10, 14, 19, 27], [13, 14, 18, 19], [14, 16, 17, 23], [1, 21, 23, 26], [18, 19, 22, 25], [11, 18, 20, 25], [1, 11, 17, 21], [12, 18, 20, 26], [9, 13, 14, 20], [15, 16, 20, 21], [11, 12, 13, 19], [9, 10, 11, 17], [14, 16, 19, 22], [16, 21, 26, 28], [15, 19, 20, 26], [14, 19, 21, 23], [14, 15, 20, 25], [13, 14, 19, 26], [13, 19, 20, 27], [16, 17, 18, 23], [9, 13, 15, 16], [12, 17, 22, 23], [17, 19, 24, 25], [10, 16, 17, 23], [6, 17, 23, 24], [14, 15, 17, 21], [15, 17, 19, 23], [19, 21, 24, 26], [16, 18, 19, 22], [11, 12, 13, 19], [1, 6, 9, 15], [15, 16, 17, 26], [6, 8, 9, 15], [18, 22, 23, 27], [11, 14, 16, 21], [12, 13, 14, 20], [11, 15, 16, 24], [10, 14, 15, 20], [1, 14, 19, 21], [16, 17, 19, 21], [14, 17, 19, 21], [10, 16, 17, 28], [9, 15, 16, 22], [10, 11, 15, 16], [10, 16, 17, 23], [7, 8, 14, 15], [15, 17, 21, 22], [10, 11, 17, 18], [16, 17, 19, 20], [10, 16, 22, 23], [15, 17, 18, 19], [12, 13, 14, 20], [15, 16, 17, 20], [9, 10, 17, 27], [13, 16, 19, 23], [7, 18, 19, 25], [12, 13, 18, 19], [12, 15, 18, 19], [16, 17, 19, 20], [9, 15, 16, 26], [16, 18, 21, 23], [8, 13, 19, 20], [1, 5, 11, 20], [11, 17, 18, 23], [14, 15, 22, 23], [10, 19, 21, 22], [16, 17, 18, 20], [10, 16, 17, 22], [9, 14, 20, 21], [14, 17, 22, 25], [1, 13, 14, 18], [5, 11, 20, 26], [15, 18, 20, 21], [8, 14, 15, 24], [8, 9, 15, 18], [15, 16, 21, 23], [11, 14, 18, 19], [14, 15, 16, 20], [1, 10, 11, 17], [13, 18, 19, 25], [10, 11, 18, 21], [9, 10, 22, 23], [7, 11, 21, 22], [2, 10, 11, 22], [13, 15, 21, 27], [2, 3, 13, 16], [14, 18, 19, 23], [9, 10, 12, 13], [13, 15, 21, 22], [5, 15, 24, 26], [10, 16, 20, 26], [8, 12, 14, 15], [10, 11, 20, 23], [13, 14, 18, 19], [11, 17, 18, 22], [14, 18, 26, 30], [10, 15, 16, 19], [8, 16, 23, 24], [14, 20, 22, 23], [8, 20, 21, 23], [14, 16, 18, 25], [11, 12, 15, 29], [3, 12, 21, 24], [11, 16, 17, 23], [16, 19, 20, 21], [13, 14, 19, 23], [12, 13, 15, 19], [10, 15, 20, 21], [18, 19, 20, 25], [15, 16, 24, 27], [13, 20, 21, 26], [16, 17, 21, 24], [12, 16, 21, 27], [11, 17, 21, 22], [16, 18, 19, 28], [12, 17, 21, 22]]",4,1.2338320016860962,128,0.0,8064,combined,321,0,4.0,1.310524821281433,11,81 40 57 73,61.71160005033016,0.5330783128738403,top_r_mean,0.0,0.0,0.25,0.375,19.376500899903476
salience_only,0.10372771474878444,1.0,1.0,hotpotqa,0.5,0.5,0.0,5a8888e35542997e5c09a5f6,mean,0.49527665317139,0.1277160495519638,"[[11, 17, 20, 21], [4, 12, 19, 20], [13, 15, 20, 21], [15, 16, 17, 23], [11, 17, 20, 23], [9, 12, 20, 21], [11, 14, 15, 16], [11, 17, 20, 21], [10, 13, 16, 21], [10, 11, 19, 31], [7, 8, 19, 28], [12, 19, 20, 21], [11, 12, 14, 20], [8, 9, 10, 11], [4, 15, 16, 17], [6, 20, 21, 22], [5, 16, 17, 18], [11, 13, 16, 20], [18, 19, 20, 22], [12, 19, 22, 30], [11, 16, 24, 25], [13, 18, 19, 27], [17, 20, 23, 24], [14, 17, 18, 28], [15, 18, 25, 27], [13, 14, 15, 22], [12, 13, 16, 19], [14, 18, 19, 21], [14, 16, 23, 27], [6, 7, 9, 21], [11, 17, 18, 23], [7, 10, 21, 23], [1, 14, 15, 18], [6, 14, 23, 24], [8, 9, 12, 23], [10, 17, 18, 28], [13, 16, 19, 20], [13, 14, 15, 21], [10, 13, 16, 17]]",4,1.4131227731704712,128,1.0,2496,combined,321,0,4.0,1.4671311378479004,11,19 8 32 20,22.147599840536714,0.6977732181549072,top_r_mean,0.0,0.0,0.5,0.375,19.376500899903476
salience_only,0.07360552041403105,0.0,0.0,hotpotqa,0.0,0.0,0.0,5a8c8502554299585d9e36d0,mean,0.3723905723905724,0.10115907341241837,"[[1, 10, 11, 14], [7, 12, 19, 28], [6, 7, 12, 23], [5, 11, 18, 19], [11, 13, 17, 18], [8, 18, 23, 24], [8, 15, 21, 22], [17, 18, 19, 25], [8, 12, 13, 18], [12, 13, 15, 20], [17, 20, 21, 30], [14, 15, 20, 21], [17, 21, 22, 24], [4, 13, 14, 17], [3, 18, 23, 24], [10, 16, 17, 24], [10, 13, 17, 25], [13, 16, 17, 21], [10, 15, 16, 22], [11, 12, 18, 20], [10, 17, 18, 25], [10, 15, 21, 22], [10, 11, 18, 22], [16, 17, 22, 24], [7, 11, 16, 19], [10, 11, 16, 20], [10, 11, 13, 16], [14, 15, 18, 27], [14, 15, 20, 21], [6, 14, 16, 20], [8, 13, 16, 17], [6, 7, 14, 26], [11, 15, 17, 21], [12, 18, 21, 23], [8, 12, 14, 16], [13, 18, 19, 24], [13, 16, 18, 19], [7, 12, 14, 15], [9, 14, 19, 20], [6, 12, 13, 19], [9, 12, 14, 17], [12, 18, 19, 25], [13, 14, 15, 25], [13, 21, 23, 26], [14, 16, 17, 21], [2, 9, 16, 19], [6, 10, 22, 23], [10, 15, 16, 22], [1, 3, 7, 19], [14, 16, 17, 23], [14, 15, 18, 23], [5, 12, 15, 19], [11, 16, 18, 21], [7, 13, 14, 25], [5, 6, 9, 10]]",4,1.2036861181259155,128,0.0,3520,combined,321,0,4.0,1.2645692825317383,11,16 2 33 41,29.79130018502474,0.5120490789413452,top_r_mean,0.0,0.0,0.0,0.375,19.376500899903476
salience_only,0.08666215301286391,1.0,0.0,hotpotqa,0.25,0.14285714285714285,0.0,5a84c4bb5542991dd0999dec,mean,0.46345975948196116,0.11813543736934662,"[[1, 4, 10, 13], [4, 16, 17, 30], [13, 16, 20, 21], [11, 17, 18, 23], [12, 14, 18, 20], [16, 19, 20, 21], [11, 15, 22, 29], [15, 16, 17, 20], [1, 10, 17, 18], [9, 12, 15, 24], [16, 18, 22, 23], [15, 21, 25, 26], [15, 20, 21, 26], [10, 15, 16, 20], [9, 10, 20, 24], [12, 19, 21, 22], [1, 11, 14, 15], [6, 12, 14, 21], [12, 17, 19, 20], [11, 14, 22, 23], [8, 13, 18, 19], [8, 14, 16, 19], [12, 13, 15, 20], [8, 14, 17, 19], [1, 12, 13, 22], [9, 14, 19, 22], [15, 16, 20, 24], [13, 14, 19, 25], [7, 21, 22, 27], [10, 11, 19, 24], [11, 16, 17, 27], [14, 15, 16, 22], [1, 11, 16, 26], [7, 8, 17, 18], [10, 11, 17, 26], [11, 18, 19, 23], [15, 18, 23, 24], [14, 15, 16, 25], [7, 20, 23, 24], [10, 11, 15, 22], [10, 15, 16, 18], [7, 8, 13, 24], [11, 13, 18, 31], [15, 16, 20, 22], [11, 16, 21, 22], [14, 15, 18, 22], [1, 2, 3, 4]]",4,1.251481294631958,128,0.25,3008,combined,321,0,4.0,1.3265806436538696,11,21 17 12 41,21.93980012089014,0.6382978558540344,top_r_mean,0.0,0.0,0.0,0.25,19.376500899903476
salience_only,0.08137317228226319,1.0,1.0,hotpotqa,0.5,0.2857142857142857,0.0,5abbd4035542993f40c73bcb,mean,0.48081632653061224,0.07270480692386627,"[[1, 12, 15, 27], [12, 16, 17, 26], [11, 15, 16, 20], [12, 15, 16, 25], [12, 15, 18, 23], [12, 13, 17, 23], [12, 17, 22, 23], [8, 15, 16, 20], [1, 16, 21, 22], [7, 10, 18, 19], [14, 18, 20, 21], [18, 19, 20, 23], [2, 8, 13, 21], [13, 17, 24, 25], [10, 11, 15, 23], [15, 18, 25, 26], [11, 14, 25, 30], [10, 16, 17, 21], [12, 13, 16, 17], [12, 17, 18, 20], [14, 17, 25, 26], [14, 15, 18, 25], [14, 15, 16, 25], [4, 14, 15, 17], [1, 9, 16, 24], [13, 14, 20, 21], [13, 19, 20, 28], [10, 11, 17, 18], [3, 18, 19, 24], [8, 11, 13, 20], [13, 15, 16, 23], [1, 18, 19, 28], [1, 12, 13, 20], [4, 14, 22, 28], [4, 12, 14, 15], [11, 14, 16, 20], [10, 12, 15, 21], [9, 10, 17, 18], [11, 12, 22, 27], [16, 17, 20, 21], [1, 4, 11, 17], [18, 19, 20, 25], [14, 18, 19, 21], [14, 15, 17, 18], [9, 12, 21, 25], [11, 12, 16, 19], [15, 16, 21, 22], [6, 10, 15, 17], [1, 17, 18, 19], [1, 2, 3, 4]]",4,1.2062158584594727,128,1.0,3200,combined,321,0,4.0,1.260292887687683,11,24 18 4 5,32.13830012828112,0.6628090739250183,top_r_mean,0.0,0.0,0.0,0.25,19.376500899903476
